sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
technical documentation update process for regulatory compliance,,0.469648272,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,163,10. Responsibilities (Continued),73-74,"submissions documentation. Provides service documentation for product Field NPI Priti Kamat submissions/registrations. Thomas Jacob/Sirkku IEC Compliance Lead Vaarala/Tom Dwyer Determines applicable standards and works with external test houses to provide product test reports for submissions. Provides manufacturing documentation for Manufacturing Engineering Elf Du product submissions/registrations. Regulatory Plan Revision Doc Number 5.0 D54978 Varian Confidential REG0504F01 Rev 05 This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Page 74 of 83 Dependencies & Risks Risk Control Measure Comments NLS progess to be monitored during project. Ensure Tech Pubs is Local languages not available aware of the need for translations, decide which languages are needed, use software code that is able to be translated. For local language requirements, see section"
technical documentation update process for regulatory compliance,,0.445400417,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,148,2. “Ethos Radiotherapy System ” > 9.10 Malaysia Marketing Clearance Strategy > 8.10.1 Malaysia documentation requirements to update current registered versions to Halcyon 4.0.,68,Change type [5.5.2a] Documentation required Comment Revised QMS certificate(s) (if applicable) N/A Pre-clinical studies N/A Risk analysis N/A Clinical studies (if applicable) N/A Medical device labeling stating changes for each amended section (if applicable) N/A Software validation report N/A Detailed summary of software changes N/A LOA and Malaysia Declaration of Conformity (DOC) N/A
technical documentation update process for regulatory compliance,,0.429155201,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,120,2. “Ethos Radiotherapy System ” > 9.5 China Marketing Clearance Strategy > 9.5.1 China documentation requirements (Continued),54,"Where applicable, the following data shall be submitted: Applicability of the Proposed Product to the Standards The proposed product shall comply with applicable mandatory standards. If the structural characteristics, intended use, usage, etc. of the proposed product are inconsistent with the scope of application of mandatory industry standards, the registrant shall explain that the mandatory standards are inapplicable and provide verified certification materials. DOR Product Compliance Engineering CH3.4.2 Conformity Statement and/or Certification CR Where applicable, the following data shall be submitted: 1. Product technical requirements The specific content of the change of product technical requirements shall be clearly clarified if the mandatory standards for medical devices have been revised and involve the change of product technical requirements. 2. Product testing report The testing report for the change of product technical requirements can be submitted in any form as follows:"
technical documentation update process for regulatory compliance,,0.421591729,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,152,2. “Ethos Radiotherapy System ” > 9.12 Singapore > 8.12.1 Singapore documentation requirements,69-70,"Change type 2Ai (Technical) Documentation Required Comment Design verification and validation N/A Risk analysis N/A Clinical evidence (if applicable) N/A Device labels (original, redlined and proposed) N/A Detailed summary of software changes (can be included in the Annex 2, Summary Table of Change). To include information on the incremental changes or revisions to the software from the registered software version. To provide the final software version to be supplied in Singapore. Note: The final software version that represents all software changes/iteration (e.g. graphic interface, functionality, bug fixes and etc.) should be provided. Software version Regulatory Plan Revision Doc Number 5.0 D54978 Varian Confidential REG0504F01 Rev 05 This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Page 70 of 83"
technical documentation update process for regulatory compliance,,0.421571195,D30786 Halcyon 2.0 Regulatory Plan Rev 1.0.doc.pdf,D30786,1,131,8.8 Brazil Marketing Clearance Strategy > 8.8.1 Brazil documentation requirements (Continued),63,"Quality Assurance Lead submissions documentation. Ed SnyderProvides service documentation for product Product Support Engineering submissions/registrations. Tom DwyerDetermines applicable standards and works IEC Compliance Lead with external test houses to provide product test reports for submissions. Ed SnyderProvides manufacturing documentation for Manufacturing product submissions/registrations. 10.Dependencies & Risks RiskControl MeasureComments Local languages not available NLS progess to be monitored during project. Ensure Tech Pubs is aware of the need for translations, decide which languages are needed, use software code that is able to be translated. For local language requirements, see section 8, Global Submission Priorities IEC testing not availableMonitor IEC testing to ensure it remains on schedule Validation not completed per program dates Regular project schedule review Regulatory requirements and/or timelines for market clearances change, resulting in clearance delays"
technical documentation update process for regulatory compliance,,0.412742674,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,22,8. General & Specific Regulatory Requirements,9,"For the complete list of applicable standards, related deliverables and organizations responsible see D47457 HAL 4.0 Applicable Standards  [Reference 1]. HAL shall comply with the listed standards and regulations and evidence in the form of test reports or checklists as defined in the Applicable Product Standards document must be provided. It is the responsibility of the project team to ensure that regulatory requirements, including national language requirements are included within design and development plans , according to cGMPs and national legislation. Regulatory submissions may require the product to meet additional specific standards recognized by individual national governmental authorities. Where these standards have been identified, they are listed in the country-specific subsections within Section 8 of this Regulatory Plan. On project documents updated during this project the following statement should be included prominently near the beginning of the document:"
technical documentation update process for regulatory compliance,,0.405382574,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,89,2. “Ethos Radiotherapy System ” > 9.2 EU Marketing Clearance Strategy > 9.2.1 ISD documentation requirements (Continued),40-41,IEC 60601-1:2005+CORR.1(2006) +CORR.2(2007) 102341812MIN-001 Compliance Update required DTR IEC 60601-1-6:2010(3rd Ed.)  102341812MIN-007 Compliance Update required DTR IEC 60601-2-1:2009+AMD1:2014 (ed3.1) 102341812MIN-004 Compliance Update required DTR IEC 62366: 2015  102341812MIN-008 Compliance Update required DTR Summative Usability Test Report  D38864 Rev 01 Compliance Update required DTR IEC 60601-1-2: 2007 (Third Edition) 103916708MPK-001 Compliance Update required DTR IEC 60601-1-2: 2014 (Fourth Edition) 103916708MPK-002 Compliance Update required DTR IEC 60601-2-32: 1994 (First Edition) 102341812MIN-011 Compliance update required DTR IEC 60601-2-68:2014 (First Edition) 103980293MIN-068 Compliance update required DTR IEC 60976 Ed. 2.  See Functional Performance Characteristics (IEC 60976) in Section 10 P1028966-002-B Compliance update required DTR IEC 62304 Software Lifecycle Assessment D43907 Rev 01 Compliance Update required DTR Regulatory Plan Revision Doc Number 5.0 D54978
technical documentation update process for regulatory compliance,,0.405162364,D30786 Halcyon 2.0 Regulatory Plan Rev 1.0.doc.pdf,D30786,1,10,6.5 Biocompatibility Information (Continued),7,"Applicable Standards document [3]. The tables in this section list the deliverables and the persons responsible for these. It is the responsibility of the project team to ensure that regulatory requirements, including national language requirements are included within design and development plans, according to cGMPs and national legislation. Regulatory submissions may require the product to meet additional specific standards recognized by individual national governmental authorities. Where these standards have been identified, they are listed in the country-specific subsections within Section 8 of this Regulatory Plan. Halcyon shall comply with at least the following standards and regulations with deliverables related to submissions"
technical documentation update process for regulatory compliance,,0.397762597,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,91,2. “Ethos Radiotherapy System ” > 9.2 EU Marketing Clearance Strategy > 9.2.1 ISD documentation requirements (Continued),41,"EN ISO 10993-1:2018 N/A Compliance Update required DTR EN ISO 17664:2017 N/A Compliance Update required DTR EN ISO 10993-5:2009 N/A Compliance Update required DTR ISO 10993-10: 2010 N/A Compliance Update required DTR EN ISO 10993-12:2012 N/A Compliance Update required DTR EN 60601-2-44:2009+A2:2016  Compliance Update required DTR IEC 60601-2-1 1998 102341812MIN-004 Compliance Update required DTR EN 60950-1:2006*  Compliance Update required DTR IEC 62368-1:2014*  Compliance Update required DTR *=no versions of these standards harmonized  Compliance 8 Manufacturing Information (Crawley and Beijing). Core suppliers list L2433, Core Suppliers Manufacturing Engineering To be reviewed DTR Manufacturing Manufacturing Plan Process Flow D39714 Rev 01 Engineering To be reviewed DTR Manufacturing Readiness Checklist. (From Manufacturing Plan) Manufacturing D34719 Rev03 engineering new DTR Device History Records for all permutations of device, upgrade and manufacturing site. Manufacturing"
technical documentation update process for regulatory compliance,,0.395901084,D78333 Ethos 4.0 Description of interoperability Study Rev01.docx.pdf,D78333,1,41,1. Basic Information > 2.2 Interoperation Maintenance (Continued),21,"channels or are noted for inclusion in subsequent software versions. When an update becomes necessary the exact scope of the update will be defined. Necessary design changes will be handled via change request. Regression tests for the scope of the update will be defined. A risk assessment for the change will be performed. Any test activities will be documented. The update will be formally released and rolled out. The maintenance phase is active over the software’s lifetime as product evaluation and feedback are continuous. For the process document references on the maintenance related process parts the following can be referenced: The product development process DND01 Design and Development rev03 includes also Maintenance Release handling, ref ch7.1.2 The maintenance release activities are documented in DND01F02 Maintenance Release Document rev01 that in practice is the change request including e.g. maintenance scope, target"
