sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
FDA Design History File (DHF) compliance documentation,,0.442278266,D30786 Halcyon 2.0 Regulatory Plan Rev 1.0.doc.pdf,D30786,1,91,8.1 US FDA Marketing Clearance Strategy > 8.1.2 US FDA 510(k) Submissions Documentation Requirements (Continued),48,"Section Required DocumentVarian Document or Example ResponsibilityDue Date Software Development Environment Description Copy of LL00000101, Design and Development Procedure QADIR Verification and Validation Documentation LL024, Verification SQEDIR and Validation Plan Verification Test EngineeringDIR Design Specification Validation Test SQEDIR Design Specification LL025, Verification and Validation Summary Report SQE DOR Additional detail on unresolved software anomalies – SQEDOR Detail on Failed SQEDOR Tests Verification Test Data – detailed test logs EngineeringDOR Validation Test Data SQEDOR – detailed test logs Software Release Version Number (See Halcyon 1.0 EngineeringDOR Example) Software Development Revision Level History (See Halcyon 1.0 EngineeringDOR Example) Section 17 Electromagnetic Compatibility and Electrical Safety Electromagnetic Compatibility and Electrical Safety Explanation page referencing Section 9 (See Halcyon 1.0 Example) Regulatory AffairsDOR Section 18"
FDA Design History File (DHF) compliance documentation,,0.43292731,D67731 HAL 4.0 Design History File Index Rev 05.docx.pdf,D67731,5,26,1. Introduction > 1.1 Scope,13-14,"This DHFI lists all required project documentation for the released version of the devices indicated on the front page of this document. The documentation is referenced with the title, identification number, revision number (if a document has multiple revisions) and the location where it is physically or electronically stored. The HAL 4.0 DHF is located in the document control system nucleus (Nucleus>Business Workgroups>DHF>Delivery Systems>Halcyon>4.0) HAL 4.0 Design History File Index This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date date of last D67731 05 eSign Format L00003436 Rev 03   Page 14 of 55"
FDA Design History File (DHF) compliance documentation,,0.432174683,D30786 Halcyon 2.0 Regulatory Plan Rev 1.0.doc.pdf,D30786,1,90,8.1 US FDA Marketing Clearance Strategy > 8.1.2 US FDA 510(k) Submissions Documentation Requirements (Continued),47-48,"Section 15 Biocompatibility Biocompatibility information Biocompatibility Test Reportsfor Couch top EngineeringDIR Software Level of concern (See Halcyon 1.0 EngineeringDIR Example) Section 16 Software (Software and System Information) Software Description Software design EngineeringDIR description (L3863) Architecture Design EngineeringDOR Chart Device Hazard Analysis (includes hardware and software) LL018, Risk EngineeringDOR management report Requirements Documentation LL018, Risk EngineeringDOR Management Report LL020, System Requirements Specification (SyRS) EngineeringDOR Traceability Analysis Design Trace Matrix (includes Verification and Validation) EngineeringDOR Halcyon 2.0 Regulatory Plan This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc NumberRev.Date Date of last e- D307861.0 signature Format LL00000228 Rev 03Page 48 of 68 FDA 510(k)"
FDA Design History File (DHF) compliance documentation,,0.431137085,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,473,4 Supply voltage: (Continued),302-303,Device records (Appendix B): Design History File Index (DHFI) P b) relevant PROBLEM REPORT Procedures used (Appendix A): Problem reports are stored in the electronic database as described in PS02 Complaint Handlings Rev 01 RSK01 Medical Device Risk Management Rev 07 references PS02 Complaint Handlings Rev 01 and RSK0101T01 Risk Management Plan Rev 09. DND01 Design and Development Procedure Rev 02 includes general maintenance instructions and analysis of complaints. DND04T01 Design and Development Plan (DDP) Rev 02 references DND01 Design and Development Procedure Rev 02. Device records (Appendix B): D45739 HAL 4.0 Design and Development Plan Rev 06.docx D59555 HAL 4.0 Risk Management Plan rev02.pdf P Page 302 of 365                     Report No. 104993953MIN-001 IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1S Attachment - Software – IEC 62304:2006 — c) approval of the CHANGE REQUEST Procedures used (Appendix A): LL00000016 Change
FDA Design History File (DHF) compliance documentation,,0.426844,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,478,4 Supply voltage: (Continued),306,"As appropriate, defects are reported to customers in the User Documentation Customer Release Note, Known Issues section, for each product release. Device records (Appendix B): User Documentation: Customer Release Note D56979 HAL 4.0 Risk Management Report rev02.pdf P 9.4 [A, B, C] The MANUFACTURER approves and implements all CHANGE REQUESTS, observing the requirements of the change control PROCESS Procedures used (Appendix A): LL00000016 Change Request Rev 05 provides for approvals. Implementation follows DND01 Design and Development Procedure Rev 02. Device records (Appendix B): Completed LL00000016 Change Request Rev 05 Form(s) P 9.5 [A, B, C] The MANUFACTURER maintains records of PROBLEM REPORTS and their resolution including their VERIFICATION Procedures used (Appendix A): DND15 DR Handling W ork Instruction Rev 01 requires testing as necessary to verify that the discrepancy no longer exists. Verification Test records are maintained in the Design History File (DHF) for each project."
FDA Design History File (DHF) compliance documentation,,0.424220473,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,86,3.0 Summary of Applicable Standards and Guidance documents > 3.2 Relevant Guidance Documents,35,"The following guidance documents relevant to the product have been identified. While these do not contain requirements that must be met, they provide agency current thinking on the best practice for demonstrating compliance with current regulations. # Applicability Identifier  Applicable VersionTitle  SME function  Comments 3.2.1 Applicable GUI00000585 August 11, 2023Off-The-Shelf Software in Medical Devices, Guidance for Industry and Food and Drug Administration Staff Regulatory Affairs FDA Guidance Following Varian procedures ensures compliance with the guidance. There are no separate test reports specific to the product being evaluated. Applicable 3.2.2 GUI00001811 September 8, 2023Use of International Standard ISO 10993-1, ""Biological evaluation of medical devices - Part 1: Evaluation and testing within a risk management process"", Guidance for Industry and Food and Drug Administration Staff Product Compliance FDA Guidance Applicable"
FDA Design History File (DHF) compliance documentation,,0.418423146,D67731 HAL 4.0 Design History File Index Rev 05.docx.pdf,D67731,5,133,2. Design History File Index > 2.11 Regulatory (Continued),55,permission from Varian Medical Systems. Doc Number Rev. Date date of last D67731 05 eSign Format L00003436 Rev 03   Page 55 of 55 Doc ID / Part Number Location Document Title Rev Nucleus D70155 D70155 HAL 4.0 Construction Material Data  01 HAL 4.0 D70060 1 HAL 4.0 D70060 HAL 4.0-GSPR Checklist Rev 1 D59836 2.0 HAL 4.0 D59836 HAL Market History Rev 2.0 D69966  01 HAL 4.0 D69966 HAL 4.0 Compliance Assessment of Product Technical Requirements Rev01 D69966  02 HAL 4.0 D69966 HAL 4.0 Compliance Assessment of Product Technical Requirements Rev02 D70154 1 HAL 4.0 D70154 HAL 4.0 Machinery Directive Checklist Rev 1 D70182 01 HAL 4.0 D70182 HAL 4.0 E-Labeling Checklist Rev 01 CD0534- HAL 4.0 A 01 CD0534-A HAL 4.0 MR1 Rev01 CD0534- HAL 4.0 A 02 CD0534-A HAL 4.0 MR1 Rev02 CD0534- HAL 4.0 A 03 CD0534-A HAL 4.0 MR1 Rev03 CD0534- HAL 4.0 A 04 CD0534-A HAL 4.0 MR1 Rev04 CD0534- HAL 4.0 A 05 CD0534-A HAL 4.0 MR1 Rev05 CD0589 01 HAL 4.0 CD0589 HAL 4.0 Additional Ethos Tube-Imager Configuration Rev 01
FDA Design History File (DHF) compliance documentation,,0.414489031,D30786 Halcyon 2.0 Regulatory Plan Rev 1.0.doc.pdf,D30786,1,99,8.2 EU Marketing Clearance Strategy > 8.2.1 ISD documentation requirements (Continued),51,"New DTR 4 Feature/ Specification Equivalence Feature/Specification Equivalence Halcyon 2.0 Feature Comparison ChartProduct Management New DIR 5 Design & Performance Data Verification & Validation Summary Report LL00000025, Verification & Validation Summary Report (VVSR) SQE New DOR Design Trace MatrixNew Validation trace matrixEngineeringDOR System verification test New Design Trace Matrix EngineeringDOR matrix Installation Product Product Support TBD Acceptance (IPA)Engineering New DTR Final manufacturing New TBDManufacturing, BeijingDTR acceptance test report(s) IEC Test Reports (specific tests & testing requirements defined in Engineering requirements documentation) – See Section 7 of this Regulatory Plan for list of IEC Standards requiring test reports Engineering All IEC test reportsTBD Product compliance New DOR 6 Clinical Data Review L00003237, Clinical Clinical Data EvaluationMedical Affairs Data Evaluation New DOR 7LL00000018, Risk New"
FDA Design History File (DHF) compliance documentation,,0.414391756,D45070 Hal 4 Applicable Product Standards Rev 2.docx.pdf,D45070,2,3,1. Introduction > 1.1 Purpose,3,"The purpose of this document is to identify and record the principal international standards for product compliance, process, safety, and performance that apply to the device. This form is intended to create a record which indicates the reports needed for market access submissions which include, but are not limited to, the International Submissions Dossier (ISD) file."
FDA Design History File (DHF) compliance documentation,,0.413814694,D67731 HAL 4.0 Design History File Index Rev 05.docx.pdf,D67731,5,128,2. Design History File Index > 2.11 Regulatory,53,Doc ID / Part Number Location Document Title Rev Nucleus D45070  D45070 Hal 4 Applicable Product Standards Rev 1 1 HAL 4.0 D45070 D45070 Hal 4 Applicable Product Standards Rev 2 2 HAL 4.0 D44094 D44094_HAL4.0_Clinical Evaluation Report_Rev05 05 HAL 4.0 D44094 D44094_HAL4.0_Clinical Evaluation Report_Rev06 06 HAL 4.0 D54978 D54978 HAL 4.0 Regulatory Plan Rev 1.0 1.0 HAL 4.0 D54978 D54978 HAL 4.0 Regulatory Plan Rev 2.0 2.0 HAL 4.0 D54978 D54978 HAL 4.0 Regulatory Plan Rev 3.0 3.0 HAL 4.0 D54978 D54978 HAL 4.0 Regulatory Plan Rev 4.0 4.0 HAL 4.0 D64494 D64494 HAL 4.0 Feature Comparison Chart Rev 1.0 1.0 HAL 4.0 D68504 D68504 HAL 4.0 Clinical Investigations Readiness Review Rev 2.0 2.0 HAL 4.0 D47457 D47457 Halcyon 4.0 Applicable Product Standards Rev 01 01 HAL 4.0 D47457 D47457 Halcyon 4.0 Applicable Product Standards Rev 02 02 HAL 4.0 D48806 D48806 Hal 4.0 Applicable Product Standards Review log Rev 01 01 HAL 4.0 CD0335 CD0335 HAL 4.0 Rev 2.0 (Dragon) Final 2.0 HAL 4.0
FDA Design History File (DHF) compliance documentation,,0.408104062,D30786 Halcyon 2.0 Regulatory Plan Rev 1.0.doc.pdf,D30786,1,88,8.1 US FDA Marketing Clearance Strategy > 8.1.2 US FDA 510(k) Submissions Documentation Requirements (Continued),46-47,"[Not Applicable] Explanation page (See Halcyon 1.0 Example) Regulatory AffairsDOR Section 9 Standards Declarations of Conformity and Summary Reports Standards Data Forms and summaries of N/A clauses for all FDA- recognized standards met (FDA 3654) (See Halcyon 1.0 Example) Also include the ANSI/AAMI HE75:2009 standard “Human factors engineering— Design of medical devices“( Recognition Number 5-57) Engineering/Regulatory DOR Affairs Section 10 Executive Summary (See Halcyon 1.0 Executive SummaryRegulatory AffairsDOR Example) Section 11 Device Device Description Description See D12535 Halcyon 1.0 Device Description, following Varian template L2426, device description Product ManagementDIR Top-Level Diagram with TBDEngineeringDOR overall dimensions Section 12 Substantial Substantial Equivalence Discussion (See Halcyon 1.0 Regulatory AffairsDOR Example) Halcyon 2.0 Regulatory Plan This document contains confidential, proprietary information of Varian Medical"
FDA Design History File (DHF) compliance documentation,,0.407929897,D101277 106485676MIN-001 IEC60601-1 Ed.3.2 HAL4.0_30_APR_2026 Rev 1.pdf,D101277,1,480,6. The MSO shall only be used to power the console cabinet (Continued),292-293,"Procedures used: DND04F01 Change Request provides for approvals. Implementation follows DND01 Design and Development Procedure Device records: Completed DND04F01 Change Request Form(s) P 9.5 [A, B, C] The MANUFACTURER maintains records of PROBLEM REPORTS and their resolution including their VERIFICATION Procedures used: DND15 DR Handling Work Instruction requires testing as necessary to verify that the discrepancy no longer exists Verification Test records are maintained in the Design History File (DHF) for each project Device records: Design History File Index P Page 293 of 352                           Report No.106485676MIN-001 IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1U The MANUFACTURER updates the RISK MANAGEMENT FILE as appropriate Procedures used: Risk impact and any associated activities are part of the DND04F01 Change Request RSK0101T01 Risk Management Plan documents updating of the Risk Management File Device records: D59555 HAL 4.0 Risk"
FDA Design History File (DHF) compliance documentation,,0.406343877,D67731 HAL 4.0 Design History File Index Rev 05.docx.pdf,D67731,5,135,2. Design History File Index > 2.11 Regulatory (Continued),55-56,"D75417 IEC 25051-GB T25000 Compliance for HAL 4.0 Rev 01 D68985 01 HAL 4.0 D68985 HAL 4.0 IEC 62304+A1 2015 Software Lifecycle Assessment Rev 01 Document Signing Page This document has been reviewed and electronically signed by the following people: Workflow ID: 201980974, Doc Title: HAL 4.0 Design History File Index, Doc No:D67731, Rev: 05, Approver: Sean Herries (sherries), Title: Systems Engineer, Date: Monday, 07/10/2023 06:59 AM Pacific Daylight Time, Meaning: I acknowledge my electronic signature carries the same meaning as a handwritten signature Workflow ID: 201980974, Doc Title: HAL 4.0 Design History File Index, Doc No:D67731, Rev: 05, Approver: Chi Tran (csr3911), Title: Quality Assurance Engineer, Date: Monday, 07/10/2023 07:58 AM  Pacific Daylight Time, Meaning: I acknowledge my electronic signature carries the same meaning as a handwritten signature"
FDA Design History File (DHF) compliance documentation,,0.40632084,D45070 Hal 4 Applicable Product Standards Rev 2.docx.pdf,D45070,2,9,2. Standards Evaluation > 2.1.1  Applicable Standards (Continued),6-7,"labeling regulation] Design and Development Procedure LL00000101 Item is not tested, it is verified by following SOPs Following Varian procedures ensures compliance with this standard. There are no separate test reports specific to the product being evaluated. x Applicable 2.1 -  Not Applicable 04 21 CFR part 803 Medical Device Reporting [FDA regulation, U.S.] U.S. Medical Device Reporting,  LL00000153 Item is not tested, it is verified by following SOPs Following Varian procedures ensures compliance with this standard. There are no separate test reports specific to the product being evaluated. HAL 4.0 Applicable Product Standards This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date D45070 2 date of last e-sign Format L00003413 Rev 08        Page 7 of 95 # Applicable/ Not Applicable Document Identifier"
