sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
document outlining traceability of requirements to design artifacts,0.73848045,0.487425238,D68599 Hal 4.0 Design Verification Trace Matrix Rev 02.pdf,D68599,2,2,1. Introduction > 1.1 Purpose,3,"This document contains the Design Verification Trace Matrix for Hal 4.0.  It shows the trace from Requirements to Test Cases, and the test results."
document outlining traceability of requirements to design artifacts,0.5179214,0.35463207359999993,D68985 HAL 4.0 IEC 62304+A1 2015 Software Lifecycle Assessment Rev 01.docx.pdf,D68985,1,84,Document_Header (Continued),47,"Verification Trace Matrix Pass b) the TRACEABILITY between software requirements and tests or other VERIFICATION is recorded Procedures used (Appendix A): Requirements traceability is required for each test, per DND08 Verification W ork Instruction Rev 02 DND0603 Design Trace Matrix Rev 02 , traces tests to requirements. Each test document specifies procedures. Device records (Appendix B): D68599 HAL 4.0 Design Verification Trace Matrix Pass c) test results meet the required pass/fail criteria Procedures used (Appendix A): DND0603 Design Trace Matrix Rev 02 , indicates pass/fail results for tests. Device records (Appendix B): D68599 HAL 4.0 Design Verification Trace Matrix Pass 5.7.5 [A, B, C] The MANUFACTURER shall: -- a) a reference to test case procedures showing required actions and expected results Procedures used (Appendix A): DND08T02 Verification Summary Report Rev 01 and DND09T02 Validation Summary Report Rev 02. Device records (Appendix B): D68599 HAL 4.0 Design"
document outlining traceability of requirements to design artifacts,0.4179246,0.462674975,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,418,4 Supply voltage: (Continued),257,"Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1S Attachment - Software – IEC 62304:2006 — f) are traceable to SYSTEM requirements or another source Procedures used (Appendix A): The DND05G01 Requirements Management W ork Instruction Rev 05 specifies that requirements must be traceable to higher level requirements. DND05T02 Product Requirements Document (PRD) Rev 01 references DND05G01 Requirements Management W ork Instruction Rev 05. Requirements are verified and this activity is documented in DND0101 RACI for Design and Development Rev 02, and DND07F04 Test Readiness Reviews (TRRs) Rev 01 per DND01 Design and Development Procedure Rev 02. DND04T01 Design and Development Plan (DDP) Rev 02 references DND01 Design and Development Procedure Rev 02. DND0603 Design Trace Matrix Rev 01records traceability of requirements. Device records (Appendix B): D45739 HAL 4.0 Design and Development Plan Rev 06.docx D41377 HAL 4.0 Product Requirements Rev 3.0.doc"
document outlining traceability of requirements to design artifacts,0.314998,0.501979113,D68782 HAL 4.0 Requirement Tracing rev 01.pdf,D68782,1,1,1. Introduction > 1.1 Purpose,3,The purpose of this document is to show the upward tracing of requirements.
document outlining traceability of requirements to design artifacts,0.30167055,0.408311516,D101277 106485676MIN-001 IEC60601-1 Ed.3.2 HAL4.0_30_APR_2026 Rev 1.pdf,D101277,1,449,6. The MSO shall only be used to power the console cabinet (Continued),265-266,"D68599 Hal 4.0 Design Verification Trace Matrix P The MANUFACTURER verifies that: P a) all software requirements have been tested or otherwise VERIFIED Procedures used: DND0603 Design Trace Matrix, requires testing/verification for all software requirements Device records: D68599 Hal 4.0 Design Verification Trace Matrix P Page 266 of 352                           Report No.106485676MIN-001 IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1U b) the TRACEABILITY between software requirements and tests or other VERIFICATION is recorded Procedures used: Requirements traceability is required for each test, per DND08 Verification Work Instruction DND0603 Design Trace Matrix, traces tests to requirements. Each test document specifies procedures Device records: Verification Plan D68599 Hal 4.0 Design Verification Trace Matrix P c) test results meet the required pass/fail criteria Procedures used: DND0603 Design Trace Matrix, indicates pass/fail results for tests"
document outlining traceability of requirements to design artifacts,0.26435837,0.387695551,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,442,4 Supply voltage: (Continued),276-277,"D59555 HAL 4.0 Risk Management Plan rev02.pdf D56979 HAL 4.0 Risk Management Report rev02.pdf P 5.7.4 [B, C] The MANUFACTURER verified that: P a) the VERIFICATION strategies and the test procedures used are appropriate Procedures used (Appendix A): DND0603 Design Trace Matrix Rev 01, traces all software requirements to tests. Device records (Appendix B): D68599 Hal 4.0 Design Verification Trace Matrix Rev01.docx P Page 276 of 365                     Report No. 104993953MIN-001 IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1S Attachment - Software – IEC 62304:2006 — b) SOFTW ARE SYSTEM test procedures trace to software requirements Procedures used (Appendix A): Requirements traceability is required for each test, per DND08 Verification W ork Instruction Rev 02 DND0603 Design Trace Matrix Rev 01, traces tests to requirements. Each test document specifies procedures. Device records (Appendix B): Verification Plan D68599 Hal 4.0 Design"
document outlining traceability of requirements to design artifacts,0.15713684,0.386009544,D58685-Rev04-HAL4.0 Traceability Plan.pdf,D58685,4,4,1. Introduction 介绍 > 1.1 Purpose 目的,4,The purpose of this document is to document the justifications and decisions regarding the product traceability requirements for HAL4.0. 本文件的目的是记录与HAL4.0 的产品可追溯性要求有关的合理性说明和解释。
document outlining traceability of requirements to design artifacts,0.10356715,0.430551648,D69533 HAL 4.0 MR1 Maintenance Release Document Rev09.docx.pdf,D69533,9,99,5. Verification and Validation > 6.2 Traceability,38,For the Verification Trace Matrix refer to D75262 HAL 4.0 MR1 Design Verification Trace Matrix - ADLM eReport Rev 01. Test case # 992460: Test plan (Test Description) and Test results are captured in DR#1311681 (Migration of CBCT modes). For the Validation Trace Matrix refer to D74887 HAL 4.0 MR1 Validation Summary Report Rev01.
document outlining traceability of requirements to design artifacts,0.10070161,0.379206896,D101277 106485676MIN-001 IEC60601-1 Ed.3.2 HAL4.0_30_APR_2026 Rev 1.pdf,D101277,1,428,6. The MSO shall only be used to power the console cabinet (Continued),247-248,"Requirements are verified and this activity is documented per DND0101 RACI for Design and Development, and DND07F04 Test Readiness Reviews (TRRs) per DND01 Design and Development Procedure DND04T01 Design and Development Plan (DDP) references DND01 Design and Development Procedure Device records: D45739 HAL 4.0 Design and Development Plan D41377 HAL 4.0 Product Requirements D60703 HAL 4.0 Verification Test Readiness Review TRR1 D60609 HAL 4.0 Verification Test Readiness Review TRR2 D60610 HAL 4.0 Verification Test Readiness Review TRR3 D60608 HAL 4.0 Validation Test Readiness Review P Page 248 of 352                           Report No.106485676MIN-001 IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1U f) are traceable to SYSTEM requirements or other source Procedures used: The DND05G01 Requirements Management Work Instruction specifies that requirements must be traceable to higher level requirements DND05T02 Product Requirements Document (PRD) references"
document outlining traceability of requirements to design artifacts,0.09568694,0.340360254,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,489,4 Supply voltage: (Continued),315-316,System Design Description (SyDD) System Requirements Specification DND05T01 (SyRS) 03 Risk Management RSK01 Medical Device Risk Management 07 RSK0101T01 Risk Management Plan  09 RSK0101T02 Risk Management Report (RMR)  13 L3866 Design FMEA 02 Traceability and DND08 Verification Work Instruction 02 Page 315 of 365                     Report No. 104993953MIN-001 IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1S Appendix A Software - Mapping of required evidence and manufacturer documents Table of Referenced Procedures and Templates Procedure Topic ID Number Document Title Revision Testing DND09 Validation Work Instruction 02 DND07F04 Test Readiness Reviews (TRRs) 01 BTVeTSL_ENG03 Verification Test Specification and Log 03 DND08T02 01 Verification Summary Report DND09T02 02 Validation Summary Report DND0603 Design Trace Matrix 01 Review and Approval DND0101 RACI for Design and Development 02 L6242  Global Software Code Review Requirements 02
