sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
evaluation process for maintenance release impact on design controls,0.89256257,0.450500906,D95424 HAL 4.0 MR2 (HAL Evolve) Maintenance Release Document Rev 04.pdf,D95424,4,13,1. Maintenance Release Plan > 1.3 Project Management Process > 1.3.2 Design Control,9,"MRD scaling option justification • This is a commercialization type release. Note: Although the driver for this release is to introduce a new halcyon model in China market, this release will introduce a new production build which will apply worldwide with forward production cut-in. • This release does not introduce any new functionality or features to Halcyon 4.0 systems. • This release will impact SW build and product version due to introduction of a new model in China market. Refer to D95548 HAL 4.0 MR2 (HAL Evolve) product versioning memo Rev 01. • This release has no functional impact on the devices with which it interfaces, which means it is system and release independent. • There are no software or hardware changes involved."
evaluation process for maintenance release impact on design controls,0.5124181,0.471556187,D69533 HAL 4.0 MR1 Maintenance Release Document Rev09.docx.pdf,D69533,9,19,1. Maintenance Release Plan > 1.3 Project Management Process > 1.3.1 Project Controls,10,Following project Metrics will be tracked: Schedule Engineering testing efforts V&V testing efforts DR Statistics Project costs The project metrics will be regularly reviewed during: Project team meetings Program Review meetings Management reviews Major deviations in scope shall also be escalated to the HAL Products Portfolio. Planning Assumptions: Project scope is limited to the approved MVP Project scope is limited to SW changes only that have been defined in section 1.1 SN1772 (SN3 replacement) install timing will be post HAL 4.0 MR1 test activities completion. No impact on regulatory submission No HW changes No impact to the Halcyon and Ethos Radiotherapy System V4.0 price book Quality Control and Targets: No new priority P1 or P2 DRs introduced with this maintenance release.
evaluation process for maintenance release impact on design controls,0.5083305,0.402105659,D77160 HAL 4.0 Ethos with standard kV imager MRD Rev 05.docx.pdf,D77160,5,15,4.0 Ethos with standard kV imager. > 1.3 Project Management Process > 1.3.2 Design Control,10,"MRD scaling option C justification · This is a commercialization release · The release does not introduce new functionality · This release does not impact the product version · The release has no functional impact on the devices with which it interfaces, which means it is system and release independent. · There are no software or hardware changes"
evaluation process for maintenance release impact on design controls,0.32071492,0.434345216,D78333 Ethos 4.0 Description of interoperability Study Rev01.docx.pdf,D78333,1,41,1. Basic Information > 2.2 Interoperation Maintenance (Continued),21,"channels or are noted for inclusion in subsequent software versions. When an update becomes necessary the exact scope of the update will be defined. Necessary design changes will be handled via change request. Regression tests for the scope of the update will be defined. A risk assessment for the change will be performed. Any test activities will be documented. The update will be formally released and rolled out. The maintenance phase is active over the software’s lifetime as product evaluation and feedback are continuous. For the process document references on the maintenance related process parts the following can be referenced: The product development process DND01 Design and Development rev03 includes also Maintenance Release handling, ref ch7.1.2 The maintenance release activities are documented in DND01F02 Maintenance Release Document rev01 that in practice is the change request including e.g. maintenance scope, target"
evaluation process for maintenance release impact on design controls,0.3098584,0.35036543,D69533 HAL 4.0 MR1 Maintenance Release Document Rev09.docx.pdf,D69533,9,22,2 or less P3 unresolved DRs at DTR. > 1.3.2 Design Control,12,"MRD scaling option C justification This release happens at the same time with the GA (general availability) release for HAL 4.0 The release does not introduce new functionality. The release has no functional impact on the devices with which it interfaces, which means it is system and release independent. No regulatory device registration is planned due to the results of this project."
evaluation process for maintenance release impact on design controls,0.30393836,0.342214644,D95424 HAL 4.0 MR2 (HAL Evolve) Maintenance Release Document Rev 04.pdf,D95424,4,6,1. Maintenance Release Plan > 1.1 Project Overview (Continued),5-6,"the purpose of this release is strictly to introduce a new halcyon model in China market. High level deliverables include: o Engineering ▪ SW About Box model name implementation o Verification and Validation ▪ Test environment preparation ▪ Sub-system verification ▪ System verification and Golden Media Testing ▪ No Design Validation per D95964 HAL 4.0 MR2 Impact and Regression Analysis there are no new or modified user needs, use cases or risk control measures identified HAL 4.0 MR2 (HAL Evolve) Maintenance Release Document This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date Last date of e- D95424 04 sign DND01F02 Rev 01 Page 6 of 42 therefore Validation testing is not in scope for this project. ▪ Production process validation o Manufacturing ▪ Create new mfg. P/Ns ▪ Create new drawing for model license P# and UDI for new model name"
evaluation process for maintenance release impact on design controls,0.3018763,0.40727219,D95424 HAL 4.0 MR2 (HAL Evolve) Maintenance Release Document Rev 04.pdf,D95424,4,11,1. Maintenance Release Plan > 1.3 Project Management Process > 1.3.1 Project Controls (Continued),8-9,"managers will be made via emails and/or meetings when needed • Quality targets defined for this project. The following are quality targets for this China ONLY release project: ▪ No safety issues at the time of the release. ▪ No new priority 1 or 2 DRs (Discrepancy Reports) introduced with this MRD activity at the time of the release. • Any new P3, P4 or P5 DR's will be accessed via DR review procedure and appropriate rationale/ justification will be provided to move forward if not fixed. Methodologies to achieve the quality target [e.g. earlier informal test and capture the issues by Engineering Release Memo] ▪ Technical design review report(s) ▪ DR reviews (if any specific to HAL 4.0 MR2) where applicable HAL 4.0 MR2 (HAL Evolve) Maintenance Release Document This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date Last date of e- D95424 04"
evaluation process for maintenance release impact on design controls,0.26740816,0.409230292,D95424 HAL 4.0 MR2 (HAL Evolve) Maintenance Release Document Rev 04.pdf,D95424,4,14,1. Maintenance Release Plan > 1.3 Project Management Process > 1.3.3 Design Output and Design Transfer Review,9-10,"No separate Design Output Review (DOR) will be performed for this project. An approval of the MRD revision after V&V completion shall confirm that the design output activities have passed and closed.  However, Design Transfer Reviews will be conducted as part of this project. To expedite NMPA submission timeline, this project plans to conduct two separate design transfer reviews for efficient utilization of time and resources. Hence, 1st DTR will be conducted prior to NMPA submission focusing on completing all mandatory deliverables and documents per NMPA requirements (including manufacturing deliverables) and 2nd DTR will be conducted post NMPA submission ensuring completion of all remaining deliverables. Refer to supporting document - HAL 4.0MR2 (HAL Evolve) project schedule detailing tasks under each DTR. HAL 4.0 MR2 (HAL Evolve) Maintenance Release Document This document contains confidential, proprietary information of Varian"
evaluation process for maintenance release impact on design controls,0.2221934,0.409548312,D95424 HAL 4.0 MR2 (HAL Evolve) Maintenance Release Document Rev 04.pdf,D95424,4,10,1. Maintenance Release Plan > 1.3 Project Management Process > 1.3.1 Project Controls,8,"• Project metrics to be tracked throughout the project’s execution. The following project metrics shall be reviewed regularly throughout the project: ▪ Project Schedule ▪ Resource availability ▪ V&V test scope identification and FTE resource availability ▪ Allocation and availability of resources from China teams to plan and implement drafting, V&V and manufacturing deliverables with knowledge transfers necessary from PA SMEs ▪ V&V testing efforts ▪ Pricebook update ▪ DRs (at DTR) ▪ Project costs • Control limits and escalation pathways. ▪ Ad-hoc team meetings will be scheduled when necessary to achieve agreements ▪ Function-focused separate weekly team meetings (for example mfg meeting, NMPA submission prep meeting, commercialization and PB meeting) series will be hosted throughout this project to ensure controls and checks are in place to achieve functional milestones. ▪  Escalations related to resource availability/conflict and related resolutions with"
evaluation process for maintenance release impact on design controls,0.2146914,0.378729612,D95424 HAL 4.0 MR2 (HAL Evolve) Maintenance Release Document Rev 04.pdf,D95424,4,35,1. Maintenance Release Plan > 1.5 Software Configuration Management > 1.5.4 SOUP (Continued),16,"o Setting up label printing and complete label printing validation o Reviewing and releasing Impact analysis and initiating ECN to update manufacturing documentation, see table below for manufacturing documentations that will be revised in this project o Updating manufacturing process documentations include but not limited to manufacturing instructions, PCP, manufacturing information traceability plan, final quality acceptance. Note: a detailed list of deliverables will be presented in next revision of this document after implementing changes. ▪ Create golden media test disk ▪ Update factory cell automation test software ▪ Run Production Pilot ▪ Conduct manufacturing employees training ▪ Initiate and implement   ECN to introduce MR2 SW to current production Halcyon 4.0 and Ethos Radiotherapy System 4.0. Details to be elaborated in next revision of this document. • Note: o Given limited scope of changes included in this release, there is no functional sample build needed in SCM."
