sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
product variant management procedures in technical documentation,,0.473401427,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,86,2. “Ethos Radiotherapy System ” > 9.2 EU Marketing Clearance Strategy > 9.2.1 ISD documentation requirements (Continued),39,Comment Functional Responsibility Doc update? Due Date Feature/Specification Equivalence Halcyon 3.0 Feature Comparison Chart. D33835 Rev 4.0 Product Management Yes DIR 3 Design Information D33648 Rev03 Product HAL Product Requirements Management DOR update D33719 Rev 04 Product HAL User Needs and Detailed Workflows Management DOR update Systems Requirement Systems Requirement Specifications Specifications D43965 Rev 01 DOR Software-Specific Design Documents Software design is covered with hardware in the documents above. D44171 Rev 1.0 Engineering update DOR System Design Description 4 Product Verification and Validation Verification Plan  D34521 Rev03 Engineering New DOR Verification Summary Report Verification Summary Report D43904 Rev 01 Product Verification New DOR Validation Plan D43931 Rev 01 Product Validation New DOR Validation Summary Report (including Validation Design Trace Matrix) D43931 Rev 01 Product Validation New DOR
product variant management procedures in technical documentation,,0.451420128,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,163,10. Responsibilities (Continued),73-74,"submissions documentation. Provides service documentation for product Field NPI Priti Kamat submissions/registrations. Thomas Jacob/Sirkku IEC Compliance Lead Vaarala/Tom Dwyer Determines applicable standards and works with external test houses to provide product test reports for submissions. Provides manufacturing documentation for Manufacturing Engineering Elf Du product submissions/registrations. Regulatory Plan Revision Doc Number 5.0 D54978 Varian Confidential REG0504F01 Rev 05 This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Page 74 of 83 Dependencies & Risks Risk Control Measure Comments NLS progess to be monitored during project. Ensure Tech Pubs is Local languages not available aware of the need for translations, decide which languages are needed, use software code that is able to be translated. For local language requirements, see section"
product variant management procedures in technical documentation,,0.444642752,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,469,4 Supply voltage: (Continued),299,"IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1S Attachment - Software – IEC 62304:2006 — 8.1.3 [A, B, C] The MANUFACTURER documents the set of CONFIGURATION ITEMS and their VERSIONS that comprise the SOFTW ARE SYSTEM configuration Procedures used (Appendix A): DND19 Software Configuration Management Procedure Rev 02 addresses the documentation of configuration items Configuration management is documented in the DND04T01 Design and Development Plan (DDP) Rev 02. Device records (Appendix B): D45739 HAL 4.0 Design and Development Plan Rev 06.docx P 8.2 Change control— 8.2.1 [A, B, C] The MANUFACTURER changed CONFIGURATION ITEMS only in response to an approved CHANGE REQUEST Procedures used (Appendix A): DND19 Software Configuration Management Procedure Rev 02 addresses changes and change requests LL00000016 Change Request Rev 05 documents change and provides for approval. DND04T01 Design and Development Plan (DDP) Rev 02 includes configuration management"
product variant management procedures in technical documentation,,0.441677719,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,467,4 Supply voltage: (Continued),297-298,"Procedures used (Appendix A): DND19 Software Configuration Management Procedure Rev 02 requires identification, including detailed version number Configuration management is documented in the DND04T01 Design and Development Plan (DDP) Rev 02. Device records (Appendix B): D45739 HAL 4.0 Design and Development Plan Rev 06.docx P 8.1.2 [A, B, C] For each SOUP CONFIGURATION ITEM being used, including standard libraries, the MANUFACTURER documents: P a) the title Procedures used (Appendix A): DND19 Software Configuration Management Procedure Rev 02 states that Vendor software is to be identified in the DND04T01 Design and Development Plan (DDP) Rev 02 following, and controlled as any other configuration item Configuration management is documented in the DND04T01 Design and Development Plan (DDP) Rev 02. Device records (Appendix B): D45739 HAL 4.0 Design and Development Plan Rev 06.docx P Page 297 of 365                     Report No. 104993953MIN-001 IEC 60601-1"
product variant management procedures in technical documentation,,0.435209751,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,143,2. “Ethos Radiotherapy System ” > 9.8 Brazil Marketing Clearance Strategy > 9.8.1 Brazil documentation requirements (Continued),66-67,"similarities between the products Copy or File Brochures or pictures of the product Copy or file Labels Copy or file Manufacturing process flow chart, including a brief description of each step Copy or file Quality certificates (ISO, CE Mark, 510k, etc) Copy If the product has a specific software, inform the current version Copy or file Safety and efficacy data Copy or file Articles, clinical studies, validations, bibliographic references, reporting the safety and efficacy of the product Test reports and certificates of conformity (if the product was tested according any IEC standard or others) Copy or file If there is a specific IEC standard translated in Portuguese for the product, Anvisa will require a Certification of Conformity through a Brazilian Certification Body. After the receipt of the dossier, we will analyse the documents and products characteristics and inform if this procedure is required. Regulatory Plan Revision Doc Number 5.0 D54978 Varian Confidential"
product variant management procedures in technical documentation,,0.429364085,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,87,2. “Ethos Radiotherapy System ” > 9.2 EU Marketing Clearance Strategy > 9.2.1 ISD documentation requirements (Continued),39-40,"Installation Product Acceptance (IPA) TBD Field NPI New DTR Final manufacturing acceptance test report(s) TBD Manufacturing, Beijing/Crawley New DTR ""Manufacturing Readiness checklist"" HAL 3.0 ISD  Manufacturing, Beijing/Crawley New for Beijing and Crawley DTR Customer Acceptance Procedure (or System Verification Summary [SVS]) Field NPI DTR System Requirement Specifications Same document as for HAL 3.0 Complete list of all requirements written out in full System, safety, etc. engineering Updated DIR Regulatory Plan Revision Doc Number 5.0 D54978 Varian Confidential REG0504F01 Rev 05 This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Page 40 of 83 Varian ISD Section Document Document/Example and Comment Functional Responsibility Doc update? Due Date Cybersecurity Trace Matrix N/A Engineering: Product Security update DOR"
product variant management procedures in technical documentation,,0.427780658,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,488,4 Supply voltage: (Continued),315,"Software - Mapping of required evidence and manufacturer documents Table of Referenced Procedures and Templates Procedure Topic ID Number Document Title Revision Quality Management System General MGT03 Quality Manual, Varian Oncology Systems 02 Records DOC0203 Quality Records Retention Schedule 07 Development Process General DND01 Design and Development Procedure 02 DND15 DR Handling Work Instruction 01 DND07F06 Design Output Review  01 Risk Based Design & Development DND0203 Instruction 02 DND19 Software Configuration Management Procedure 02 LL00000016 Change Request 05 NPV01 Process Software (PSW) Validation Procedure 05 L3975 Varian PLC Process for 3rd party projects 02 Planning DND04T01 Design and Development Plan (DDP)  02 DND08T01  Verification Plan  01 DND09T01 Validation Plan 02 REG0504 Regulatory Plan 01 Requirements Management DND05G01 Requirements Management Work Instruction 05 DND05T02 Product Requirements Document (PRD)  01 L3864 Feature Design Description (FDD) 01 L3863 01"
product variant management procedures in technical documentation,,0.424554914,D30786 Halcyon 2.0 Regulatory Plan Rev 1.0.doc.pdf,D30786,1,101,8.2 EU Marketing Clearance Strategy > 8.2.1 ISD documentation requirements (Continued),52,"Quick Reference GuideTBDTechnical publicationsNewDTR Customer Release NoteTBDProduct ManagementNewDTR Periodic Maintenance Inspection Instruction or checklist TBD Product Support Engineering New DTR Installation Product Acceptance TBDProduct Support Engineering New DTR IEC Accompanying Document(s) (per IEC 60976, 60977): - Type Tests - Site Tests and Procedures - Functional Performance Characteristics TBD Engineering and Technical Publications New DTR 11 Construction Material Data L2429, Construction Construction material data Material Data Engineering Manufacturing New DTR 12 Biocompatibility Safety Data Biocompatibility safety data Biocompatibility test Engineering reports New DTR 13 Sterilization Information Sterilization informationNot applicableN/A N/A Not applicable 14 Storage & Expiration Data L9810, Expected Expected Lifetime LifetimeEngineering New DTR Packaging informationNot applicableManufacturingNew DTR 15 Radiation Safety Data Radiation safety data Section not used. See"
product variant management procedures in technical documentation,,0.422359347,D78333 Ethos 4.0 Description of interoperability Study Rev01.docx.pdf,D78333,1,41,1. Basic Information > 2.2 Interoperation Maintenance (Continued),21,"channels or are noted for inclusion in subsequent software versions. When an update becomes necessary the exact scope of the update will be defined. Necessary design changes will be handled via change request. Regression tests for the scope of the update will be defined. A risk assessment for the change will be performed. Any test activities will be documented. The update will be formally released and rolled out. The maintenance phase is active over the software’s lifetime as product evaluation and feedback are continuous. For the process document references on the maintenance related process parts the following can be referenced: The product development process DND01 Design and Development rev03 includes also Maintenance Release handling, ref ch7.1.2 The maintenance release activities are documented in DND01F02 Maintenance Release Document rev01 that in practice is the change request including e.g. maintenance scope, target"
product variant management procedures in technical documentation,,0.421658754,D30786 Halcyon 2.0 Regulatory Plan Rev 1.0.doc.pdf,D30786,1,99,8.2 EU Marketing Clearance Strategy > 8.2.1 ISD documentation requirements (Continued),51,"New DTR 4 Feature/ Specification Equivalence Feature/Specification Equivalence Halcyon 2.0 Feature Comparison ChartProduct Management New DIR 5 Design & Performance Data Verification & Validation Summary Report LL00000025, Verification & Validation Summary Report (VVSR) SQE New DOR Design Trace MatrixNew Validation trace matrixEngineeringDOR System verification test New Design Trace Matrix EngineeringDOR matrix Installation Product Product Support TBD Acceptance (IPA)Engineering New DTR Final manufacturing New TBDManufacturing, BeijingDTR acceptance test report(s) IEC Test Reports (specific tests & testing requirements defined in Engineering requirements documentation) – See Section 7 of this Regulatory Plan for list of IEC Standards requiring test reports Engineering All IEC test reportsTBD Product compliance New DOR 6 Clinical Data Review L00003237, Clinical Clinical Data EvaluationMedical Affairs Data Evaluation New DOR 7LL00000018, Risk New"
