sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
criteria for applying design and development controls to products,,0.37282306,D70923 HAL 4.0 MR1 Test Case Selection Rationale Rev 02.docx.pdf,D70923,2,437,4. HAL 4.0 Test Case Selection Rationale > 4.4 Risk Control Measures Validation > 4.4.2 RCMs for Legacy Features (Continued),160-161,release RISK CONTROL N/A N/A MEASURE 394012 Process Control - covers installed during manufacturing to ensure fit ACCEPTANCE Manufacturing CRITERIA 600330 Covers fit check Manufacturing documentation instructs personnel to install covers to check fit for gaps. TEST CASE N/A 2 601543 Manufacturing RCMs 2 ADLM ADO: HAL 4.0 Test Plan Name: Halcyon 4.0 Formal Validation Plan ID: 1069139 Run ID: 1264409 Suit Name/Folder: Validation TRR1> Manufacturing Suit ID: 1198312 Test Result Status = Passed N/A – Executed for HAL 4.0 No release N/A N/A RISK CONTROL MEASURE 394009 Manufacturing Process control - Manufacturing ACCEPTANCE CRITERIA 600314 Ground bond test Manufacturing documentation instruct personnel to conduct ground bond testing. N/A 2 TEST CASE 601543 Manufacturing RCMs 2 HAL 4.0 ADLM ADO: Test Plan Name: Halcyon 4.0 Formal Validation Plan ID: 1069139 No N/A – Executed for HAL 4.0 release HAL 4.0 MR1 Validation Test Case Selection Rationale
criteria for applying design and development controls to products,,0.368620932,D101277 106485676MIN-001 IEC60601-1 Ed.3.2 HAL4.0_30_APR_2026 Rev 1.pdf,D101277,1,414,6. The MSO shall only be used to power the console cabinet (Continued),234-235,"resolution process, DND15 DR Handling Work Instruction Device records: D45739 HAL 4.0 Design and Development Plan D52172 Halcyon 4.0 Verification Plan D54550 HAL 4.0 Validation Plan P Page 235 of 352                           Report No.106485676MIN-001 IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1U 5.1.10 [B, C] The items to be controlled include tools, items or settings, used to develop the MEDICAL DEVICE SOFTWARE, which could impact the MEDICAL DEVICE SOFTWARE Procedures used: NPV 01 Process Software (PSW) Validation Procedure identifies control items. DND04T01 Design and Development Plan (DDP) includes tools and configuration management in Sections 5 Device records: D45739 HAL 4.0 Design and Development Plan P 5.1.11 [B, C] The MANUFACTURER plans to place CONFIGURATION ITEMS under documented configuration management control before they are VERIFIED Procedures used: DND07F04 Test Readiness Reviews (TRRs) ensure that items are controlled before"
criteria for applying design and development controls to products,,0.364321142,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,401,4 Supply voltage: (Continued),243,"5.1.10 [B, C] The items to be controlled include tools, items or settings, used to develop the MEDICAL DEVICE SOFTW ARE, which could impact the MEDICAL DEVICE SOFTW ARE Procedures used (Appendix A): NPV 01 Process Software (PSW ) Validation Procedure Rev 02 identifies control items. DND04T01 Design and Development Plan (DDP) Rev 02 includes tools and configuration management in Sections 5. Device records (Appendix B): D45739 HAL 4.0 Design and Development Plan Rev 06.docx P 5.1.11 [B, C] The MANUFACTURER plans to place CONFIGURATION ITEMS under documented configuration management control before they are VERIFIED Procedures used (Appendix A): DND07F04 Test Readiness Reviews (TRRs) Rev 01 ensure that items are controlled before verification testing. Device records (Appendix B): D60703 HAL 4.0 Verification Test Readiness Review TRR1 Rev 02.pdf D60609 HAL 4.0 Verification Test Readiness Review TRR2 Rev 02.pdf D60610 HAL 4.0 Verification Test Readiness Review TRR3 Rev 01.pdf"
criteria for applying design and development controls to products,,0.355884492,D61200 HAL 4.0 DFMEA rev01.pdf,D61200,1,24,2. Design FMEA Summary (Continued),10,"Manufacturing Process controls to control 2-Problem braze quality   3 2 6 Understood 394814 BGM Gantry Shielding Collar Gantry  Shielding Collar Radiation Protection P1009874 Structural failure from excessive Stresses Excessive stresses, fatigue loading.CorrosionUncontrolled manufacturing processes Damage to RF system and Beam support 4 1 4 [394341] L3294 Mechanical Safety Factor, [394343] Supporting steel inserts used on lead shielding components to reduce creep   4 1 4 3-CA Design 394815 BGM Gantry Shielding Collar Gantry Shielding Collar Mount P1009874 P1010228 Mounting Bolts Failure Excessive stresses, fatigue loadingCorrosionUncontrolled manufacturing / service processes Damage to RF system and Beam support 4 2 8 [394347] Process control for torque tightening (value and pattern), [394344] CTF - Torque Specification on Assy Drawing, [394341] L3294 Mechanical Safety Factor, [394346] Inspect CTF - Weight, Size, Material, [394342] L9013 Bolted Joint Design   4 1 4 3-CA Design"
criteria for applying design and development controls to products,,0.354279369,D70923 HAL 4.0 MR1 Test Case Selection Rationale Rev 02.docx.pdf,D70923,2,436,4. HAL 4.0 Test Case Selection Rationale > 4.4 Risk Control Measures Validation > 4.4.2 RCMs for Legacy Features (Continued),160,ACCEPTANCE Manufacturing CRITERIA 601130 Control couch material Manufacturing documentation instructs personnel to verify couch material complies with specification. TEST CASE N/A 2 601543 Manufacturing RCMs 2 ADLM ADO: HAL 4.0 Test Plan Name: Halcyon 4.0 Formal Validation Plan ID: 1069139 Run ID: 1264409 Suit Name/Folder: Validation TRR1> Manufacturing Suit ID: 1198312 Test Result Status = Passed N/A – Executed for HAL 4.0 No release RISK CONTROL N/A N/A MEASURE 394048 Supplier Process Control - material quality of fasteners ACCEPTANCE Manufacturing CRITERIA 601131 quality of material for fasteners Manufacturing documentation instructs personnel to verify the quality of material for fasteners complies with specification TEST CASE N/A 2 601543 Manufacturing RCMs 2 ADLM ADO: HAL 4.0 Test Plan Name: Halcyon 4.0 Formal Validation Plan ID: 1069139 Run ID: 1264409 Suit Name/Folder: Validation TRR1> Manufacturing Suit ID: 1198312 Test Result Status = Passed N/A – Executed for HAL 4.0 No
criteria for applying design and development controls to products,,0.351001561,D101277 106485676MIN-001 IEC60601-1 Ed.3.2 HAL4.0_30_APR_2026 Rev 1.pdf,D101277,1,400,6. The MSO shall only be used to power the console cabinet (Continued),222,"DND04T01 Design and Development Plan (DDP) Device records: D45739 HAL 4.0 Design and Development Plan P c) TRACEABILITY between SYSTEM requirements, software requirements, SOFTWARE SYSTEM test, and RISK CONTROL measures implemented in software Procedures used: Traceability is described in DND01 Design and Development Procedure, which is referenced in the DND04T01 Design and Development Plan (DDP) RSK0101 Medical Device Risk Management DND01 Design and Development Procedure Device records: D45739 HAL 4.0 Design and Development Plan P d) software configuration and change management, including SOUP CONFIGURATION ITEMS and software used to support development Procedures used: DND19 Software Configuration Management Procedure and SOUP are included in the DND04T01 Design and Development Plan (DDP) Software used to support development is included in the Tools section of the DND04T01 Design and Development Plan (DDP) Device records: D45739 HAL 4.0 Design and Development Plan P"
criteria for applying design and development controls to products,,0.345458865,D70923 HAL 4.0 MR1 Test Case Selection Rationale Rev 02.docx.pdf,D70923,2,439,4. HAL 4.0 Test Case Selection Rationale > 4.4 Risk Control Measures Validation > 4.4.2 RCMs for Legacy Features (Continued),161,"CRITERIA 600406 Inspect beam line for debris during manufacturing Manufacturing documentation instructs personnel to inspect the beam line for debris during assembly. N/A 2 TEST CASE 601543 Manufacturing RCMs 2 HAL 4.0 ADLM ADO: Test Plan Name: Halcyon 4.0 Formal Validation Plan ID: 1069139 Run ID: 1264409 Suit Name/Folder: Validation TRR1> Manufacturing Suit ID: 1198312 Test Result Status = Passed No N/A – Executed for HAL 4.0 release N/A N/A RISK CONTROL MEASURE 394039 Beam stop shielding characteristics check in manufacturing Manufacturing ACCEPTANCE CRITERIA 600569 Inspect beam stop Manufacturing documentation instruct personnel to inspect beam stop radiation shielding characteristics (weight, size and material) N/A 2 TEST CASE 601543 Manufacturing RCMs 2 HAL 4.0 ADLM ADO: Test Plan Name: Halcyon 4.0 Formal Validation Plan ID: 1069139 Run ID: 1264409 Suit Name/Folder: Validation TRR1> Manufacturing Suit ID: 1198312 Test Result Status = Passed No N/A – Executed for HAL 4.0 release"
criteria for applying design and development controls to products,,0.344439059,D65864 HAL 4.0 Early Validation Summary Report Rev 01.docx.pdf,D65864,1,4,1. Introduction > 1.2 Scope (Continued),4,N/A for Early Validation Testing since Validation Plan (1) applies to output for Validation Run of Record. There is no deviation from HAL 4.0 Early Validation Test Design Strategy (Error! Reference source not found.). User Needs Validation Design Validation: Kimberly Bailey See Appendix C Varian Installation Team: Priti Kamat N/A (not in scope for Early Validation Testing) User Needs Validation – Internationalization Design Validation: Kimberly Bailey N/A (not in scope for HAL 4.0 release) Risk Control Measures Validation Design Validation: Kimberly Bailey See Appendix C User Experience: Sevelin Stanchev N/A (not in scope for Early Validation Testing) Varian Installation Team: Priti Kamat N/A (not in scope for Early Validation Testing) Solution Interoperability Validation (Varian Solution & 3rd Party) Design Validation: Kimberly Bailey See Appendix C Evaluations – Non-Clinical External Product Evaluation Global Portfolio Solutions/Product Management: Susan Koehl Stephen Thompson
criteria for applying design and development controls to products,,0.344192266,D101277 106485676MIN-001 IEC60601-1 Ed.3.2 HAL4.0_30_APR_2026 Rev 1.pdf,D101277,1,465,6. The MSO shall only be used to power the console cabinet (Continued),280-281,"software requirements Procedures used: RSK01 Medical Device Risk Management Risk Control measures are described as requirements, following RSK0101T02 Risk Management Report (RMR) Device records: D56979 HAL 4.0 Risk Management Report P b) assigns to each SOFTWARE ITEM that contributes to the implementation of a RISK CONTROL measure a software safety class based on the RISK that the RISK CONTROL measure is controlling Procedures used: RSK0101 Medical Device Risk Management Device records: D45739 HAL 4.0 Design and Development Plan P Page 281 of 352                           Report No.106485676MIN-001 IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1U c) develops the SOFTWARE ITEM in accordance with Clause 5 Procedures used: The development of software items associated with risk control measures follows DND01 Design and Development Procedure DND04T01 Design and Development Plan (DDP) references DND01 Design and Development Procedure Device records:"
criteria for applying design and development controls to products,,0.343736053,D59555 HAL 4.0 Risk Management Plan rev03.pdf,D59555,3,29,7.0 Verification Activities > 7.1 Risk control measures,9,"The three risk control options shall be considered in their order of priority: o Inherently safe design and manufacture; o Protective measures in the device itself or in the manufacturing process; o Information for safety (warnings/precautions/contra-indications) and, where appropriate, training to users. All recognized risk control measures shall be implemented to reduce risk to or maintain risk at an acceptable level. Implementation of risk control measures shall continue until successive risk control options or measures do not further reduce the estimated risk. Whenever possible, requirements of international standards or their corresponding harmonized versions shall be utilized as risk control measures. These applied standards are listed or referenced in Appendix B of this RMP. The implementation of risk control measures shall be verified. The effectiveness of the implemented risk control measures shall be verified or, as appropriate, validated."
