sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
regulatory criteria for medical device classification,0.93698055,0.5514763,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,9,4. Type of Device,5,"Product Code (US) / GMDN Country/Region Device Classification Reference/Regulation Number Code 21 CFR §892.5050 United States Class II IYE EU) 2017/745 Medical Devices Regulation EU (MDR) Class IIb (MDR) Annex VIII Classification Criteria, Rule 9 35159  (Accelerator System, Linear) Medical Device Regulations (SOR/98-282), Canada Class III Not applicable. Schedule 1, Rule 8 Pharmaceuticals and Medical Devices Japan Class III Act(PMD Act) Article2,Paragraph 5 35159000 (Accelerator System, Linear) NMPA Medical device classification category China Class III 05-01-01 (medical electron 2017 accelerator)"
regulatory criteria for medical device classification,0.8440237,0.510263383,D93257 Halcyon Evolve User Assistance Plan Rev02.docx.pdf,D93257,2,10,2. User Assistance Deliverables > 2.2 Regulatory Requirements – Medical Devices > 2.2.1 Medical Device Classification,5,"Halcyon, or Halcyon Evolve, is a Class II Medical Device."
regulatory criteria for medical device classification,0.8304567,0.461943388,D70060 HAL 4.0-GSPR Checklist.pdf,D70060,,122,2. Canada Medical Device Regulations (CMDR) – 2019-06-21 (Continued),40-41,"(2)  Any number, letter, symbol, or letter or number in a symbol, used in a patient implant card or patient information leaflet must be: (a)  legible; and (b)  at least 1 millimetre high. AU EP 14 Clinical evidence Every medical device requires clinical evidence, appropriate for the use and classification of the device, demonstrating that the device complies with the applicable provisions of the essential principles. Note: See regulation 3.11 and the clinical evaluation procedures. N/A Clinical suitability is evaluated via the Clinical Data Evaluation. This report includes information gathered from published literature, risk analysis, product validation and post-market surveillance. Clinical Evaluation Report for HAL: D44094 Document Signing Page This document has been reviewed and electronically signed by the following people:"
regulatory criteria for medical device classification,0.82104415,0.463801265,D58308 HAL 4.0 Device Description Rev 1.0.docx.pdf,D58308,1,3,1.0 Executive Summary > 1.2 Device Classification,3-4,"HAL delivers therapeutic radiation to the patient in accordance with the physician’s prescription Country/ Device Classification Reference/Regulation Number Region Product Code (US) / GMDN Code with Classification Name United States Class II 21 CFR §892.5050 IYE EU Class IIb Medical Device Directive 93/42/EEC, Annex IX, Rule 9 Medical Device Regulation (EU) 2017/745 Rule 9 35159 (Accelerator System, Linear) Canada Class III Medical Device Regulations (SOR/98-282), Schedule 1, Rule 8 Not applicable Japan Class III Pharmaceutical Affairs Law (PAL) Article 2, Paragraph 5 35159 (Accelerator System, Linear) China Class III Regulations for the Supervision and Administration of Medical Device, Chapter 1, Article 5 Not applicable Therapeutic Goods (Medical Device) Australia  Class IIb 35159 Regulations 2002 – Schedule 2 Brazil  Class  III Annex II, Resolution RDC 185/2001 35159 Table 1: HAL Device Classification HAL 4.0 Device Description Revision Doc Number 1.0 D58308"
regulatory criteria for medical device classification,0.77864933,0.463880599,D70060 HAL 4.0-GSPR Checklist.pdf,D70060,,50,2. Canada Medical Device Regulations (CMDR) – 2019-06-21 (Continued),17,"the means of protecting the patient and the user, and on ways of avoiding misuse and of reducing the risks inherent to installation as far as possible and appropriate. Information regarding the acceptance and performance testing, the acceptance criteria, and the maintenance procedure shall also be specified. EN ISO 13485: 2016 EN ISO 14971: 2019 EN 60601-1: 2006/A1:2013 IEC 60601-2-1:2020 (Edition 4.0) EN 60601-1-3:2008+ A1:2013 Design and manufacture are assured through the use of quality system standard EN ISO13485. Risk is evaluated through the use of ISO14971. The conclusion of the risk analysis indicates that the benefits outweigh the risks of using the device. Device safety is assured through the use of the standards for Medical Electrical Equipment series EN 60601. Instructions for Use contain information on the radiation and how the devices is to be used and maintained. Type Test, Site Test and installation documents are available to the users."
regulatory criteria for medical device classification,0.7767923,0.478636503,D70060 HAL 4.0 GSPR Checklist Rev2.docx.pdf,D70060,2,17,2. Canada Medical Device Regulations (CMDR) – 2024-12-14 (Continued),7,"way as to ensure that the characteristics and performance requirements referred to in Chapter I are fulfilled. Particular attention shall be paid to: a) the choice of materials and substances used, particularly as regards toxicity and, where relevant, flammability; b) the compatibility between the materials and substances used and biological tissues, cells and body fluids, taking account of the intended purpose of the device and, where relevant, absorption, distribution, metabolism and excretion; c) the compatibility between the different parts of a device which consists of more than one implantable part; d) the impact of processes on material properties; e) where appropriate, the results of biophysical or modelling research the validity of which has been demonstrated beforehand; f) the mechanical properties of the materials used, reflecting, where appropriate, matters such as strength, ductility, fracture resistance, wear resistance and fatigue resistance; g) surface properties; and"
regulatory criteria for medical device classification,0.7754348,0.485048175,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,52,3.0 Summary of Applicable Standards and Guidance documents > 3.1 Applicable Standards (Continued),19,Page 19 of 39 # Applicability Identifier Applicable Nat'l Adoption Applicable Version Title SME function  Evidence required  Comments 3.1.97 Applicable 21 CFR 820.65N/A28 July 2025US: TraceabilityQuality Assurance SOPsFollowing Varian procedures ensures compliance with the regulation. 3.1.98 Applicable 21 CFR 820.130N/A28 July 2025US: Device packagingEngineering SOPsFollowing Varian procedures ensures compliance with the regulation. 3.1.99 Applicable 21 CFR 860N/A28 July 2025US: Medical Device Classification ProceduresRegulatory Affairs Internal Report/ Certification Following Varian procedures ensures compliance with the regulation. 3.1.100 Applicable SOR/98-282 Section 6-7 N/A31 May 2025Canada: Medical Devices Regulation Classification of Medical Devices Regulatory Affairs Internal Report/ Certification Following Varian procedures ensures compliance with the regulation. 3.1.101 Applicable SOR/98-282 Sections N/A31 May 2025Canada: Medical Devices Regulation Part 1 Section 10- 20
regulatory criteria for medical device classification,0.7709825,0.498212218,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,54,3.0 Summary of Applicable Standards and Guidance documents > 3.1 Applicable Standards (Continued),19,"In accordance with Rule 7 of the Medical Device Rules, 2017, it is specified that for the fulfilment of set “Product Standards” of medical devices, all products need to comply with the set Indian Standards as provided by BIS and the latest updated standards specified by the Ministry of Health and Family Welfare also known as MOHFW that falls under the authorization of the Central Government of India. 3.1.106 Applicable Statutory Rules No. 236, N/A01 July 2025 Australia: Therapeutic Goods (Medical Devices) RegulationsRegulatory Affairs Internal Report/ 20022002 Certification Following Varian procedures ensures compliance with the regulation. 3.1.107 Applicable RDC 751/2022 N/A15 September 2022 Brazil: Resolution RDC No 751 Dated September 15, 2022 Provides for risk classification, notification and registration regimes, and labeling requirements and medical device use instructions Regulatory Affairs Internal Report/ Certification Following Varian procedures ensures"
regulatory criteria for medical device classification,0.7572562,0.43573758,D70060 HAL 4.0 GSPR Checklist Rev2.docx.pdf,D70060,2,52,2. Canada Medical Device Regulations (CMDR) – 2024-12-14 (Continued),19,"patients, users and other persons to radiation is reduced as far as possible, and in a manner that is compatible with the intended purpose, whilst not restricting the application of appropriate specified levels for therapeutic and diagnostic purposes. b) The operating instructions for devices emitting hazardous or potentially hazardous radiation shall contain detailed information as to the nature of the emitted radiation, the means of protecting the patient and the user, and on ways of avoiding misuse and of reducing the risks inherent to installation as far as possible and appropriate. Information regarding the acceptance and performance testing, the acceptance criteria, and the maintenance procedure shall also be specified. EN ISO 13485: 2016 EN ISO 14971:2019 +A11:2021 EN IEC 60601- 1:2006+A1:2012 +A2:2021 (Ed 3.2) EN IEC 60601-2- 1:2021 EN 60601-1-3:2008+ A1:2013+A2:2021 Design and manufacture are assured through the use of quality system standard EN ISO13485."
regulatory criteria for medical device classification,0.7514658,0.474018902,D70060 HAL 4.0-GSPR Checklist.pdf,D70060,,15,2. Canada Medical Device Regulations (CMDR) – 2019-06-21 (Continued),6,"performance requirements referred to in Chapter I are fulfilled. Particular attention shall be paid to: a) the choice of materials and substances used, particularly as regards toxicity and, where relevant, flammability; b) the compatibility between the materials and substances used and biological tissues, cells and body fluids, taking account of the intended purpose of the device and, where relevant, absorption, distribution, metabolism and excretion; c) the compatibility between the different parts of a device which consists of more than one implantable part; EN ISO 13485: 2016 EN ISO 14971: 2019 Design, manufacture and packaging are assured through the use of quality system standard EN ISO13485. Where there are risks related to pints a) to h) they have been evaluated through the use of ISO14971. Flame resistant components have been used where appropriate. Biocompatibility of patient contact parts was evaluated using the ISO10993 -1:2018 methodology. Verification Summary Report: D68588"
regulatory criteria for medical device classification,0.7350715,0.481216788,D70060 HAL 4.0-GSPR Checklist.pdf,D70060,,40,2. Canada Medical Device Regulations (CMDR) – 2019-06-21 (Continued),14,"device when it comes into contact with materials, liquids, and substances, including gases, to which it is exposed during normal conditions of use; d) the risks associated with the possible negative interaction between software and the IT environment within which it operates and interacts; e) the risks of accidental ingress of substances into the device; f) the risks of reciprocal interference with other devices normally used in the investigations or for the treatment given; and g) risks arising where maintenance or calibration are not possible (as with implants), from ageing of materials used or loss of accuracy of any measuring or control mechanism. EN ISO 13485: 2016 EN ISO 14971: 2019 EN 62366-1: 2015 EN 60601-1-6:2010 +A1:2013 EN 60601-1: 2006/A1:2013 EN 60601-1-2:2015 IEC 60601-2-1:2020 (EDITION 4.0) Design and manufacture are assured through the use of quality system standard EN ISO13485. Device safety is assured through the use of the"
regulatory criteria for medical device classification,0.7316342,0.448068261,D30786 Halcyon 2.0 Regulatory Plan Rev 1.0.doc.pdf,D30786,1,102,8.2 EU Marketing Clearance Strategy > 8.2.1 ISD documentation requirements (Continued),52,"IEC 60601-2-1 Test N/A N/A Report, ISD Section 05N/A 16 Essential Requirements Checklist Essential requirements checklist L2431, Essential Requirements Checklist EngineeringNew DTR RoHS StatementTBDEngineeringNewDTR Machinery directive requirements checklist L3689, Machinery New EngineeringDTR Directive checklist 17 Development Responsibilities Development responsibilities Section not used N/A N/A N/A . 18New Core suppliers listL2433, Core SuppliersManufacturingDOR Core Suppliers 19 EU Medical Device Classification EU Medical Device Classification L2449, medical device classification for the European union Regulatory Affairs New DIR"
regulatory criteria for medical device classification,0.7133318,0.465338022,D70060 HAL 4.0-GSPR Checklist.pdf,D70060,,106,2. Canada Medical Device Regulations (CMDR) – 2019-06-21 (Continued),34,"reasonably foreseeable external influences or environmental conditions, such as magnetic fields, external electrical and electromagnetic effects, electrostatic discharge, radiation associated with diagnostic or therapeutic procedures, pressure, humidity, or temperature,  warnings, precautions and/or measures to be taken as regards the risks of interference posed by the reasonably foreseeable presence of the device during specific diagnostic investigations, evaluations, or therapeutic treatment or other procedures such as electromagnetic interference emitted by the device affecting other equipment,  if the device is intended to administer medicinal products, tissues or cells of human or animal origin, or their derivatives, or biological substances, any limitations or incompatibility in the choice of substances to be delivered,  warnings, precautions and/or limitations related to the medicinal substance or biological material that is incorporated into"
regulatory criteria for medical device classification,0.695855,0.465610236,D58308 HAL 4.0 Device Description Rev 1.0.docx.pdf,D58308,1,84,12 mm > 2.10 Principal Safety Features > 2.10.1 Compliance to International Safety Standards,30,"HAL has been designed to meet the following international product safety standards: Document Identifier Title MDR 2017/745 Medical Device Regulation CMDR SOR/98-282 Health Canada Medical Devices Regulations 21 CFR part 801 Labeling [FDA medical device labeling regulation] 21 CFR part 803 Medical Device Reporting [FDA regulation, U.S.] 21 CFR part 806 Medical Devices: Reports of Corrections & Removals [FDA regulation, U.S.] 21 CFR part 807 Establishment Registration and Device Listing for Manufacturers and Initial Importers of Devices [FDA regulation, U.S.] EN ISO 13485:2016 Quality management systems. Requirements for regulatory purposes [Certified QMS supports EU CE marking regulation and Health Canada] MDSAP Medical Device Single Audit Program EN ISO 14971:2019 Medical devices - Application of risk management to medical devices ISO 15223-1:2016 Medical devices - Symbols to be used with medical device labels, labelling and information to be supplied - Part 1: General requirements"
regulatory criteria for medical device classification,0.65190905,0.461660773,D70060 HAL 4.0-GSPR Checklist.pdf,D70060,,2,1. Medical Device Regulation (MDR),2,REGULATION (EU) 2017/745 OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL (April 2017) Annex I: General Safety and Performance Requirement (MDR GSPR) https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32017R0745
regulatory criteria for medical device classification,0.64980084,0.472411871,D70060 HAL 4.0 GSPR Checklist Rev2.docx.pdf,D70060,2,2,1. Medical Device Regulation (MDR),2,REGULATION (EU) 2017/745 OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL (April 2017) Annex I: General Safety and Performance Requirement (MDR GSPR) https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32017R0745
regulatory criteria for medical device classification,0.63635314,0.445187211,D70060 HAL 4.0 GSPR Checklist Rev2.docx.pdf,D70060,2,21,2. Canada Medical Device Regulations (CMDR) – 2024-12-14 (Continued),8,"Management Report. Verification Summary Report:  D68588 Validation Summary Report: D68014 Risk Management Report (RMR):  D56979 MDR GSPR Substances 2(10.4) MDR GSPR 2(10.4.1) CMDR 15, 16 AU EP 7.4, 7.5 Design and manufacture of devices Devices shall be designed and manufactured in such a way as to reduce as far as possible the risks posed by substances or particles, including wear debris, degradation products and processing residues, that may be released from the device. Devices, or those parts thereof or those materials used therein that: a) are invasive and come into direct contact with the human body, b) (re)administer medicines, body liquids or other substances, including gases, to/from the body, or c) transport or store such medicines, body fluids or substances, including gases, to be (re)administered to the body, EN ISO 13485: 2016 EN ISO 14971:2019 +A11:2021 The use of the quality system standard EN ISO 13485 assures design and manufacture quality."
