sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
process for integrating global regulatory requirements into design controls,,0.407001585,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,22,8. General & Specific Regulatory Requirements,9,"For the complete list of applicable standards, related deliverables and organizations responsible see D47457 HAL 4.0 Applicable Standards  [Reference 1]. HAL shall comply with the listed standards and regulations and evidence in the form of test reports or checklists as defined in the Applicable Product Standards document must be provided. It is the responsibility of the project team to ensure that regulatory requirements, including national language requirements are included within design and development plans , according to cGMPs and national legislation. Regulatory submissions may require the product to meet additional specific standards recognized by individual national governmental authorities. Where these standards have been identified, they are listed in the country-specific subsections within Section 8 of this Regulatory Plan. On project documents updated during this project the following statement should be included prominently near the beginning of the document:"
process for integrating global regulatory requirements into design controls,,0.384405524,D30786 Halcyon 2.0 Regulatory Plan Rev 1.0.doc.pdf,D30786,1,10,6.5 Biocompatibility Information (Continued),7,"Applicable Standards document [3]. The tables in this section list the deliverables and the persons responsible for these. It is the responsibility of the project team to ensure that regulatory requirements, including national language requirements are included within design and development plans, according to cGMPs and national legislation. Regulatory submissions may require the product to meet additional specific standards recognized by individual national governmental authorities. Where these standards have been identified, they are listed in the country-specific subsections within Section 8 of this Regulatory Plan. Halcyon shall comply with at least the following standards and regulations with deliverables related to submissions"
process for integrating global regulatory requirements into design controls,,0.382778883,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,25,9. Global Submission Priorities,9-10,"The priorities listed below reflect the priorities listed in the Launch Plan. Please refer to the most recent revision of the Launch Plan [Reference 5] for updates. The Market Clearance: Language and Registration Requirements on VMSNet has the latest information on international medical device language and registration requirements. Countries may have other applicable business-related requirements that are not reflected in this table because they are not specific to medical devices. Clearance Timelines: Estimates of the times needed for clearance are provided as time after completion of the following required steps: Design Transfer Review (DTR), Transition Phase Gate (TPG), International Submissions Dossier (ISD) and National Language Support (NLS). Regulatory Plan Revision Doc Number 5.0 D54978 Varian Confidential REG0504F01 Rev 05 This document contains confidential, proprietary information of Varian Medical Systems."
process for integrating global regulatory requirements into design controls,,0.377052814,D70036 HAL 4.0 Software Description Report China Submission Rev 03 .docx.pdf,D70036,3,41,4 on-board USB 3.0 ports > 2.4 Life Cycle (生存周期)(No change),23,"Varian utilizes a process based on the Rational Unified Process, and is defined in document reference DND01 Design and Development. This procedure defines the phases of a project, and more specifically, the various documentation requirements for each project phase to provide a high level of confidence in both the product, and the processes used to develop that product. The procedure further defines the level of management oversight necessary, in the form of Phase Gates at the end of each prescribed phase. The main purpose of the procedure is to comply with global regulatory requirements for design control, in particular US FDA 21 CFR 820, and ISO 13485. A second document, RSK01 Medical Device Risk Management is used to supplement DND01 and provides guidance on Risk Management consistent with EN ISO 14971:2019 Error! Reference source not found.. Software Design History File Index table, updated per internal company process."
process for integrating global regulatory requirements into design controls,,0.375125885,D23997 Halcyon v2 Design and Development Plan Rev 01.pdf,D23997,2,39,3.2.3 Project Controls (Continued),20-21,"Engineering Testing o Verification o Halcyon v2 Design And Development Plan This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc NumberRev.Date Date of last e- D2399701 signature Format LL00000106 Rev 08Page 21 of 43 Validation o Clinical Validation o  IEC and other regulatory testing 3rd Party Test Houses o In-House testing o Site and Type Tests (in-House) o  Reliability Program Plan from HALv1 will be updated to include kV Imaging components and systems.  Supplier Quality Management Critical Part Identification o Supplier Audit Plans o Part Inspection Plans o 3.2.3.4Design Reviews Design Reviews will follow Design Review Work Instruction LL00000103 by mandating the PLC prescribed design reviews as follows:  Project Scope Review  Design Input Review  Design Output Review  Design Transfer Review "
process for integrating global regulatory requirements into design controls,,0.372911304,D59555 HAL 4.0 Risk Management Plan rev03.pdf,D59555,3,29,7.0 Verification Activities > 7.1 Risk control measures,9,"The three risk control options shall be considered in their order of priority: o Inherently safe design and manufacture; o Protective measures in the device itself or in the manufacturing process; o Information for safety (warnings/precautions/contra-indications) and, where appropriate, training to users. All recognized risk control measures shall be implemented to reduce risk to or maintain risk at an acceptable level. Implementation of risk control measures shall continue until successive risk control options or measures do not further reduce the estimated risk. Whenever possible, requirements of international standards or their corresponding harmonized versions shall be utilized as risk control measures. These applied standards are listed or referenced in Appendix B of this RMP. The implementation of risk control measures shall be verified. The effectiveness of the implemented risk control measures shall be verified or, as appropriate, validated."
process for integrating global regulatory requirements into design controls,,0.37278682,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,6,1.0 Introduction > 1.2     Scope,4,"This document evaluates the applicability of the product-specific standards, laws, and/or directives that must be met to obtain and maintain market access in target markets.  Additional standards may be included for evaluation based upon customer requests and commercial considerations. This document identifies the product-specific standards, laws, and/or directives that apply to the entire device or product. Project-specific requirements and timing may be specified in the Regulatory Plan and the Design and Development Plan. Regulations applicable to Varian Products 1.3 The product-specific standards, laws, and/or directives; and guidance documents listed within this record are used to demonstrate product compliance and/or conformity. The regulations with which Varian establishes its quality system and for which our company is audited and certified (ISO 13485, MDSAP) for ongoing compliance are maintained in the Varian Master Regulations and Standards List."
process for integrating global regulatory requirements into design controls,,0.371689409,D70060 HAL 4.0 GSPR Checklist Rev2.docx.pdf,D70060,2,128,2. Canada Medical Device Regulations (CMDR) – 2024-12-14 (Continued),45,"4 (establish RM process), 5–10 (plan → review), Annex C (informative), integration with post-production. Sets up the organizational/ process backbone for RM; continuous updates from post-market info. Risk control measures: design and manufacture to 4 eliminate/reduce risks; include protective measures and information for safety. 8.1 (option analysis: inherent safety → protective measures → IFU), 8.2–8.4 (implementation & verification), 7 (risk evaluation) Enforces the hierarchy of controls and verification of effectiveness; documents residual risk and disclosure. Elimination/reduction AFAP; risks must be reduced as far 5 as possible and not just to an “acceptable” level; no trade-offs via risk acceptance alone. 8.1 (option analysis), 8.2–8.5, 9 (overall residual risk), 3.4 (benefit–risk) Process demands progressive reduction and benefit–risk justification for residual risks; +A11 clarifies MDR’s AFAP expectation via Annex ZA notes. Characteristics & performance requirements under 6"
process for integrating global regulatory requirements into design controls,,0.367337435,D68779 HAL 4.0 Risk Control Measures Trace Matrix rev01.pdf,D68779,1,351,2. Risk Control Measures Verification Trace Matrix (Continued),132-133,"design (mechanical safety factors) 394113 Collimator: Design per L3294 Mechanical Safety Factors 605209 Design Control - COL - Design per L3294 Mechanical Safety Factors TDS.Halcyon30.System.TRR_03.00.0031 558503 Halcyon Default Passed NA 394014 Prevent failure of major mechanical assemblies by providing for margins of safety and reliability in design (mechanical safety factors) 394113 Collimator: Design per L3294 Mechanical Safety Factors 605286 Design Control - COL - L3294 Mechanical Safety Factors TDS.Halcyon30.System.TRR_03.00.0031 558782 Halcyon Default Passed NA HAL 4.0 Risk Control Measures Trace Matrix This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date Date of last e- D68779 01 Sign Format DND01T01 Rev 02   Page 133 of 176 394014 Prevent failure of major mechanical assemblies by providing for margins of"
process for integrating global regulatory requirements into design controls,,0.367107451,D68779 HAL 4.0 Risk Control Measures Trace Matrix rev01.pdf,D68779,1,355,2. Risk Control Measures Verification Trace Matrix (Continued),134,605286 Design Control - COL - L3294 Mechanical Safety Factors TDS.Halcyon30.System.TRR_03.00.0031 558782 Halcyon Default Passed NA 394015 Prevent failure of component mounting by following Manufacturing/Service process controls for torque 394174 Bearing to Headframe - Process control for torque tightening process (value and pattern) 604901 Mfg-Assembly-Controls Collimator: Bearing to Headframe TDS.Halcyon30.System.TRR_03.00.0031 558921 Halcyon Default Passed NA 394015 Prevent failure of component mounting by following Manufacturing/Service process controls for torque 394175 Bearing to H-Plate - Process control for torque tightening process (value and pattern) 604902 Mfg-Assembly-Controls Collimator: Bearing to H-Plate TDS.Halcyon30.System.TRR_03.00.0031 558922 Halcyon Default Passed NA 394015 Prevent failure of component mounting by following Manufacturing/Service process controls for torque 394633 Installation process control for torque tightening of seismic bolted joints RIG
