sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
evaluation process for maintenance release impact on design controls,,0.471556187,D69533 HAL 4.0 MR1 Maintenance Release Document Rev09.docx.pdf,D69533,9,19,1. Maintenance Release Plan > 1.3 Project Management Process > 1.3.1 Project Controls,10,Following project Metrics will be tracked: Schedule Engineering testing efforts V&V testing efforts DR Statistics Project costs The project metrics will be regularly reviewed during: Project team meetings Program Review meetings Management reviews Major deviations in scope shall also be escalated to the HAL Products Portfolio. Planning Assumptions: Project scope is limited to the approved MVP Project scope is limited to SW changes only that have been defined in section 1.1 SN1772 (SN3 replacement) install timing will be post HAL 4.0 MR1 test activities completion. No impact on regulatory submission No HW changes No impact to the Halcyon and Ethos Radiotherapy System V4.0 price book Quality Control and Targets: No new priority P1 or P2 DRs introduced with this maintenance release.
evaluation process for maintenance release impact on design controls,,0.450500906,D95424 HAL 4.0 MR2 (HAL Evolve) Maintenance Release Document Rev 04.pdf,D95424,4,13,1. Maintenance Release Plan > 1.3 Project Management Process > 1.3.2 Design Control,9,"MRD scaling option justification • This is a commercialization type release. Note: Although the driver for this release is to introduce a new halcyon model in China market, this release will introduce a new production build which will apply worldwide with forward production cut-in. • This release does not introduce any new functionality or features to Halcyon 4.0 systems. • This release will impact SW build and product version due to introduction of a new model in China market. Refer to D95548 HAL 4.0 MR2 (HAL Evolve) product versioning memo Rev 01. • This release has no functional impact on the devices with which it interfaces, which means it is system and release independent. • There are no software or hardware changes involved."
evaluation process for maintenance release impact on design controls,,0.434345216,D78333 Ethos 4.0 Description of interoperability Study Rev01.docx.pdf,D78333,1,41,1. Basic Information > 2.2 Interoperation Maintenance (Continued),21,"channels or are noted for inclusion in subsequent software versions. When an update becomes necessary the exact scope of the update will be defined. Necessary design changes will be handled via change request. Regression tests for the scope of the update will be defined. A risk assessment for the change will be performed. Any test activities will be documented. The update will be formally released and rolled out. The maintenance phase is active over the software’s lifetime as product evaluation and feedback are continuous. For the process document references on the maintenance related process parts the following can be referenced: The product development process DND01 Design and Development rev03 includes also Maintenance Release handling, ref ch7.1.2 The maintenance release activities are documented in DND01F02 Maintenance Release Document rev01 that in practice is the change request including e.g. maintenance scope, target"
evaluation process for maintenance release impact on design controls,,0.410714179,D23997 Halcyon v2 Design and Development Plan Rev 01.pdf,D23997,2,9,1.2.2 Scope Definition (Continued),7,"which will follow the approval process described in 3.2.1 Scope, Schedule and Budget Control. DRs will be evaluated on an ongoing basis by the DR Review Boards for consideration. ADLM migration Migration of Application Development Lifecycle Management (ADLM) toolset to TFS.  The migration will be performed concurrently with execution of the program using the current toolset (ReqPro, Quality Center).  Prior to Verification TRR, a decision will be made whether the migration effort is mature enough to adopt the new ADLM tool or to remain with the legacy tools."
evaluation process for maintenance release impact on design controls,,0.410015404,D54550 HAL 4.0 Validation Plan Rev 05.docx.pdf,D54550,5,21,2. Validation Overview > 2.2.5 Regression Testing (Continued),12,"results in ADLM ADO are considered as still valid. Risk Control Measures Validation 2.3 All Risk Control Measures in which the operator is human shall be validated by the validation team of domain experts for their effectiveness. Actors are defined in section 2.1. Additionally, User Experience (UX) will select and cover a subset of the RCMs. RCMs covered by UX will be listed in the Summative Evaluation Test Plan (17).  If the UX results of testing RCMs differ from the results found from testing performed by the validation team, a combined review report will be created to ensure cohesive interpretation of results, and justifications will be given as needed. All Risk Control Measures in which the operator is process shall be validated by Manufacturing and managed by Manufacturing planning documents. The following table provides guidance on the activities to be considered. For every major release all the RCM requirements should be regressed. For minor releases an impact analysis-based"
evaluation process for maintenance release impact on design controls,,0.409548312,D95424 HAL 4.0 MR2 (HAL Evolve) Maintenance Release Document Rev 04.pdf,D95424,4,10,1. Maintenance Release Plan > 1.3 Project Management Process > 1.3.1 Project Controls,8,"• Project metrics to be tracked throughout the project’s execution. The following project metrics shall be reviewed regularly throughout the project: ▪ Project Schedule ▪ Resource availability ▪ V&V test scope identification and FTE resource availability ▪ Allocation and availability of resources from China teams to plan and implement drafting, V&V and manufacturing deliverables with knowledge transfers necessary from PA SMEs ▪ V&V testing efforts ▪ Pricebook update ▪ DRs (at DTR) ▪ Project costs • Control limits and escalation pathways. ▪ Ad-hoc team meetings will be scheduled when necessary to achieve agreements ▪ Function-focused separate weekly team meetings (for example mfg meeting, NMPA submission prep meeting, commercialization and PB meeting) series will be hosted throughout this project to ensure controls and checks are in place to achieve functional milestones. ▪  Escalations related to resource availability/conflict and related resolutions with"
evaluation process for maintenance release impact on design controls,,0.409230292,D95424 HAL 4.0 MR2 (HAL Evolve) Maintenance Release Document Rev 04.pdf,D95424,4,14,1. Maintenance Release Plan > 1.3 Project Management Process > 1.3.3 Design Output and Design Transfer Review,9-10,"No separate Design Output Review (DOR) will be performed for this project. An approval of the MRD revision after V&V completion shall confirm that the design output activities have passed and closed.  However, Design Transfer Reviews will be conducted as part of this project. To expedite NMPA submission timeline, this project plans to conduct two separate design transfer reviews for efficient utilization of time and resources. Hence, 1st DTR will be conducted prior to NMPA submission focusing on completing all mandatory deliverables and documents per NMPA requirements (including manufacturing deliverables) and 2nd DTR will be conducted post NMPA submission ensuring completion of all remaining deliverables. Refer to supporting document - HAL 4.0MR2 (HAL Evolve) project schedule detailing tasks under each DTR. HAL 4.0 MR2 (HAL Evolve) Maintenance Release Document This document contains confidential, proprietary information of Varian"
evaluation process for maintenance release impact on design controls,,0.407780141,D69533 HAL 4.0 MR1 Maintenance Release Document Rev09.docx.pdf,D69533,9,56,2. Requirements > 3.2 Risk Analysis,27,"All the changes described in this document and their effects on the system, including external interfaces, were analyzed to assess whether any new hazards needed to be created or the risks associated with any existing hazards changed. HAL 4.0 MR1 is a maintenance release that address findings from the investigational use evaluation, customer facing issues and backlog items. None of these findings were determined to cause harm to the patient or user. No new hazards were identified, and no existing risks changed as a result of this release."
evaluation process for maintenance release impact on design controls,,0.40727219,D95424 HAL 4.0 MR2 (HAL Evolve) Maintenance Release Document Rev 04.pdf,D95424,4,11,1. Maintenance Release Plan > 1.3 Project Management Process > 1.3.1 Project Controls (Continued),8-9,"managers will be made via emails and/or meetings when needed • Quality targets defined for this project. The following are quality targets for this China ONLY release project: ▪ No safety issues at the time of the release. ▪ No new priority 1 or 2 DRs (Discrepancy Reports) introduced with this MRD activity at the time of the release. • Any new P3, P4 or P5 DR's will be accessed via DR review procedure and appropriate rationale/ justification will be provided to move forward if not fixed. Methodologies to achieve the quality target [e.g. earlier informal test and capture the issues by Engineering Release Memo] ▪ Technical design review report(s) ▪ DR reviews (if any specific to HAL 4.0 MR2) where applicable HAL 4.0 MR2 (HAL Evolve) Maintenance Release Document This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date Last date of e- D95424 04"
evaluation process for maintenance release impact on design controls,,0.402105659,D77160 HAL 4.0 Ethos with standard kV imager MRD Rev 05.docx.pdf,D77160,5,15,4.0 Ethos with standard kV imager. > 1.3 Project Management Process > 1.3.2 Design Control,10,"MRD scaling option C justification · This is a commercialization release · The release does not introduce new functionality · This release does not impact the product version · The release has no functional impact on the devices with which it interfaces, which means it is system and release independent. · There are no software or hardware changes"
