sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
unique identifier and serial number system for each device,,0.359748572,D65617 HAL4 DCS Rev 02.docx.pdf,D65617,2,185,61 of 73 > 9.1.2.25.1.4 TID 1004: Device Observer Identifying Attributes,61,"NL Rel with Parent VT Concept Name VM Req Type Condition Handling 1   UIDREF EV (121012, DCM, ""Device Observer UID"") 1 M  1.2.246.352.62.1{ Encoded Device Serial Number } Encoded Device Serial Number: Stringed list of ASCII code representations of every character of the Device Serial Number (three digits, leading zero's). Device Serial Number is supposed to contain ASCII characters only. 2   TEXT EV (121013, DCM, ""Device Observer Name"") 1 U  Exports value of Station Name (0008,1010) in General Equipment Module 3   TEXT EV (121014, DCM, ""Device Observer Manufacturer"") 1 U  Exports value of Manufacturer (0008,0070) in General Equipment Module 4   TEXT EV (121015, DCM, ""Device Observer Model Name"") 1 U  Exports value of Manufacturer's Model Name (0008,1090) in General Equipment Module 5   TEXT EV (121016, DCM, ""Device Observer Serial Number"") 1 U  Exports value of Device Serial Number (0018,1000) in General Equipment Module 6   TEXT EV (121017, DCM, ""Device Observer Physical"
unique identifier and serial number system for each device,,0.35209325,D70060 HAL 4.0-GSPR Checklist.pdf,D70060,,86,2. Canada Medical Device Regulations (CMDR) – 2019-06-21 (Continued),28,"Page 28 of 40 AU EP 13.3 MDR GSPR 3(23.2a) CMDR 21(a) AU EP 13.3(3) (a) the name or trade name of the device; EN ISO 15223-1:2016 Main device label contains the name and serial number of the device. Main device label contains the name and address of the legal manufacturer. P1025347 Device ID Plate-China and UK MDR GSPR 3(23.2b) CMDR 21(c) AU EP 13.3(2), 13.3(3) (b) the details strictly necessary for a user to identify the device, the contents of the packaging and, where it is not obvious for the user, the intended purpose of the device; EN ISO 15223-1:2016 Main device label contains the name and serial number of the device. HAL ID Plates:  P1015412007 and  P1055560001 MDR GSPR 3(23.2c) CMDR 21(b) AU EP 13.3(1) (c) the name, registered trade name or registered trade mark of the manufacturer and the address of its registered place of business; EN ISO 15223-1:2016 Main device label contains the name and serial number of the device. Main device label contains the"
unique identifier and serial number system for each device,,0.348187953,D70060 HAL 4.0 GSPR Checklist Rev2.docx.pdf,D70060,2,89,2. Canada Medical Device Regulations (CMDR) – 2024-12-14 (Continued),31,"Checklist for MDR GSPR, Canadian MDR, and Australian Essential Principles [Device Name] Revision Doc Number 2 D70060 Varian Confidential REG0507F08 Rev 04 This document contains confidential, proprietary information of Varian, a Siemens Healthineers Company. It may not be copied or reproduced without prior written permission from Varian. Page 31 of 45 AU EP 13.3 MDR GSPR 3(23.2a) CMDR 21(a) AU EP 13.3(3) (a) the name or trade name of the device; EN ISO 15223-1:2016 Main device label contains the name and serial number of the device. Main device label contains the name and address of the legal manufacturer. P1025347 Device ID Plate- China and UK MDR GSPR 3(23.2b) CMDR 21(c) AU EP 13.3(2), 13.3(3) (b) the details strictly necessary for a user to identify the device, the contents of the packaging and, where it is not obvious for the user, the intended purpose of the device; EN ISO 15223-1:2016 Main device label contains the name and serial number of the device. HAL ID Plates:  P1015412007"
unique identifier and serial number system for each device,,0.334176511,D63662 HAL 4.0 System Requirements Specification rev 02.pdf,D63662,2,499,1 patient can be treated in a 10 minute slot. > 3.1 System Requirements > 3.1.7 Imaging (Continued),377,"Device Serial Number (three digits, leading zero's). Device Serial Number is supposed to contain ASCII characters only. Example: Device Serial Number: SN1004 Encoded Device Serial Number: 083078049048048052 EV (121013,DCM, “Device Observer Name”) Machine ID of the acquisition device The Machine ID as configured in System Administration. EV (121014,DCM, “Device Observer Manufacturer”) Manufacturer of the acquisition device ""Varian Medical Systems"" EV (121015,DCM, “Device Observer Model Name”) Mode name of the acquisition device ""Halcyon - PVA"" or ""Patient Verification"" EV (121016,DCM, “Device Observer Serial Number”) Serial number of the acquisition device The Machine Serial Number as can be read on System Administration. Used Notation: • Concept Names and Values along TID notation of DICOM Part 16. • Concept Names in italic reference another TID that is included at this place and which is specified further below. •"
unique identifier and serial number system for each device,,0.332767457,D68599 Hal 4.0 Design Verification Trace Matrix Rev 02.pdf,D68599,2,957,6. (Subsys) IMG – Imaging (Continued),293-294,"EV (121012,DCM, “Device Observer UID”) {Machine Class UID Prefix}.1{Encoded Device Serial Number} Machine Class UID Prefix: UID prefix per machine class (e.g. TrueBeam, C3) as defined in the Connectivity SyRS Encoded Device Serial Number: Stringed list of ASCII code representations of every character of the Device Serial Number (three digits, leading zero's). Device Serial Number is supposed to contain ASCII characters only. Example: Device Serial Number: SN1004 Encoded Device Serial Number: 083078049048048052 Hal 4.0 Design Verification Trace Matrix This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date Date of last e- D68599 02 Sign Format DND01T01 Rev 02   Page 294 of 735 EV (121013,DCM, “Device Observer Name”) Machine ID of the acquisition device The Machine ID as configured in System Administration."
unique identifier and serial number system for each device,,0.332102954,D101277 106485676MIN-001 IEC60601-1 Ed.3.2 HAL4.0_30_APR_2026 Rev 1.pdf,D101277,1,470,6. The MSO shall only be used to power the console cabinet (Continued),284-285,"Procedures used: RSK01 Medical Device Risk Management specifies the RSK0101T02 Risk Management Report (RMR). The RMR identifies whether added risk control measures are needed. Device records: D56979 HAL 4.0 Risk Management Report P 8 SOFTWARE CONFIGURATION MANAGEMENT PROCESS — 8.1 Configuration identification — 8.1.1 [A, B, C] The MANUFACTURER establishes a scheme for the unique identification of CONFIGURATION ITEMS and their VERSIONS to be controlled according to the development and configuration planning specified in 5.1 Procedures used: DND19 Software Configuration Management Procedure requires identification, including detailed version number Configuration management is documented in the DND04T01 Design and Development Plan (DDP) Device records: D45739 HAL 4.0 Design and Development Plan P 8.1.2 [A, B, C] For each SOUP CONFIGURATION ITEM being used, including standard libraries, the MANUFACTURER documents: P Page 285 of 352                           Report No.106485676MIN-001"
unique identifier and serial number system for each device,,0.330183327,D58308 HAL 4.0 Device Description Rev 1.0.docx.pdf,D58308,1,6,1.0 Executive Summary > 1.2 Device Classification > 1.3.2 Unique Device Identifier,4,The UDI-DI of this device:  Basic UDI-DI for EU MDR compliance : 089947500200108PQ  Model UDIs for HAL 4.0: o Halcyon – 4.000857235006075 o Ethos Radiotherapy System – 4.000857235006099
unique identifier and serial number system for each device,,0.321419209,D59288-0.1 LATE STAGE CONFIGURATION KV INSTALLATION_CRATE.pdf,D59288,,77,2.  Labeling (Continued),67,"Ethos 4.0, print 'Ethos Radiotherapy System'. Serial number: print according to UDI, it must be the same as original SN of base model. DI number: it depends on Production order of LSC, if order is for Halcyon 4.0, print ‘00857235006075’; if order is to for Ethos 4.0, print ‘00857235006099’. Manufacture date: print according to UDI, It must be the same as original manufacture date of base model. CERTIFICATION NUMBER/ PRODUCT STANDARD NUMBER: keep blank Note: After HAL4.0 get China clearance, the certification number /prodcut number should be added. MI needs to be updated. Data Collection: For BJ Mfg: make sure labels P1055560XXX are received from the cell. For other sites, make sure ID Label are printed. Take photo for the new printed ID labels P1055560XXX and upload to the MES system. Note: Non-CE label P1055560 003/004 will be replaced by P1055560 001/002 once HAL4.0 get CE certification. An ECN is needed to update this MI at that time. e. Attach new ID Label: ID LABEL for UK"
unique identifier and serial number system for each device,,0.320923567,D68599 Hal 4.0 Design Verification Trace Matrix Rev 02.pdf,D68599,2,978,6. (Subsys) IMG – Imaging (Continued),311-312,"representations of every character of the Device Serial Number (three digits, leading zero's). Device Serial Number is supposed to contain ASCII characters only. Example: Hal 4.0 Design Verification Trace Matrix This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date Date of last e- D68599 02 Sign Format DND01T01 Rev 02   Page 312 of 735 Device Serial Number: SN1004 Encoded Device Serial Number: 083078049048048052 EV (121013,DCM, “Device Observer Name”) Machine ID of the acquisition device The Machine ID as configured in System Administration. EV (121014,DCM, “Device Observer Manufacturer”) Manufacturer of the acquisition device ""Varian Medical Systems"" EV (121015,DCM, “Device Observer Model Name”) Mode name of the acquisition device ""Halcyon - PVA"" or ""Patient Verification"" EV (121016,DCM, “Device Observer Serial Number”)"
unique identifier and serial number system for each device,,0.318422079,D62090 HAL 4.0 Console Software RuntimeEnvSpec Rev1.docx.pdf,D62090,1,20,2. System Definition > 2.4 System Parts > 2.4.2 Software Components,11,"SOFTW ARE Unique SOUP Manufacturer Identifier (e.g. version, release date, patch number) Treatment IRM Service   Eaton UPS Client EATON Version 3.21 Eaton Intelligent Power Protectors   Eaton Version 1.68.166  Enterprise Library 5.0 Microsoft Corporation VersionNA NA 5.0.414.0 .NET Framework Redistributable Package Microsoft Corporation Version 4.0.30319, full profile  .NET Framework Redistributable Package Microsoft Corporation Version 4.7.2 (4.7.03062)  .NET Framework Re-distribution Package  Microsoft Corporation Version 4.8   .NET 5.0 Microsoft Corporation Version 5NA  Microsoft DirectX Microsoft Corporation Version 11NA NA Visual C++ 2005 Redistributable x64  Microsoft Corporation VersionNA NA 8.0.61000 Visual C++ set m Redistributable  Microsoft Corporation VersionNA NA 8.0.61001  Visual C++ 2008 x86 Microsoft Corporation VersionNA  NA 9.0.21022  Visual C++ 2008 x86 x64 Microsoft Corporation VersionNA  NA 9.0.30729.6161  "
