sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
accessory and component list for the device,,0.402952015,D99871 Video Digitizer USB 2861 Device Rev1 Verification Plan  Rev 01 .docx.pdf,D99871,1,5,2. Component Overview,4-5,"The digitizer “USB 2861 Device” include a digitizer converter and a CA-USB20-AB/1ft - USB 2.0 Type A to Type B cable. The following figure gives an overview of the major components and interfaces (1)(2): Video Digitizer USB 2861 Rev1 Device Verification Plan This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc NumberRev. Date Date of last e-sign D9987101 Format DND08T01 Rev 02   Page 5 of 9"
accessory and component list for the device,,0.400213391,D46704 HAL  4.0 Accessory and Component List Rev 1.0.docx.pdf,D46704,1,2,2. Accessory List,3,Accessory Purpose None No accessories are required for clinical use Table 1:  Accessories
accessory and component list for the device,,0.367193758,D70060 HAL 4.0 GSPR Checklist Rev2.docx.pdf,D70060,2,101,2. Canada Medical Device Regulations (CMDR) – 2024-12-14 (Continued),34-35,"Instructions For Use Checklist for MDR GSPR, Canadian MDR, and Australian Essential Principles [Device Name] Revision Doc Number 2 D70060 Varian Confidential REG0507F08 Rev 04 This document contains confidential, proprietary information of Varian, a Siemens Healthineers Company. It may not be copied or reproduced without prior written permission from Varian. Page 35 of 45 CMDR 21(i) AU EP 13.4(6, 18) suitable and select the corresponding software and accessories; Customer Release Note states what devices HAL is compatible with. There are no accessories with HAL. P1039653 Halcyon and Ethos Customer Release Note MDR GSPR 3(23.4g) CMDR 21(i) AU EP 13.4(5) (g) any residual risks, contra-indications and any undesirable side-effects, including information to be conveyed to the patient in this regard; EN ISO 20417:2021 Included in instructions for Use.P1039628_Instructions for Use. MDR GSPR 3(23.4h) CMDR 21(i) AU EP 13.4(14, 27) (h) specifications the user requires to use the device"
accessory and component list for the device,,0.360915661,D77635 Halcyon SN1778 TSCL Rev 14.pdf,D77635,14,16,2. Test System Configuration > 2.2 Hardware Components > 2.2.3 Accessories,8-9,"Item DescriptionTest System BOMInstalled Part Number:Installed SN:Production Part Equivalence Justification n/an/an/an/an/a n/a Test System Configuration List Halcyon SN1778 – TC09 KEM Effective Date Doc NumberRevision D7763514 See date of last e-sign Varian Confidential DND0913T01-Rev 02 This document contains confidential, proprietary information of Varian, a Siemens Healthineers Company. It may not be copied or reproduced without prior written permission from Varian. Page 9 of 12"
accessory and component list for the device,,0.357230037,D46704 HAL  4.0 Accessory and Component List Rev 1.0.docx.pdf,D46704,1,1,1. Purpose,3,The purpose of this document is to describe the accessories and components that are included with HAL 4.0 and all models of linear accelerators included in the HAL platform.  All accessories and components will be included with both models unless noted otherwise. HAL models include:  Halcyon  Ethos radiotherapy system
accessory and component list for the device,,0.350283504,D46704 HAL  4.0 Accessory and Component List Rev 1.0.docx.pdf,D46704,1,5,4. Component List (Continued),4-6,"Lasers Aids to position the patient for radiation treatment Couch Supports the patient for radiation treatment Transformer Required when the country uses 380V power (not included with other power configurations) Mains Disconnect Panel Device that connects or disconnects all system power Device that houses the interface to the cell’s door Relay Junction Box switches, emergency off switches, and warning lamps Table 4:  Console area and Treatment Room Components HAL 4.0 Accessory and Component List This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date Date of D46704 1.0 eSign Format L00002426 Rev 02   Page 5 of 5 Varian Confidential Appendix A: Abbreviations and Definitions  D10532 HAL Treatment Delivery Platform Glossary Document Signing Page This document has been reviewed and electronically signed by the following people:"
accessory and component list for the device,,0.346925825,D89914 TSCL Halcyon B - Halcyon Test Cart - Ethos Test Bench Rev 02.docx.pdf,D89914,2,13,2. Test System Configuration > 2.2 Hardware Components > 2.2.3 Accessories,6-7,"No accessories are available for a simulated test system. Test System Configuration List Halcyon B (Halcyon Test Cart / Ethos Test Bench) Effective Date Doc Number Revision D89914 02 See date of last e-sign Varian Confidential DND0913T01-Rev 02 This document contains confidential, proprietary information of Varian, a Siemens Healthineers Company. It may not be copied or reproduced without prior written permission from Varian. Page 7 of 10"
accessory and component list for the device,,0.34122929,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,14,"40 51st Way NE, Suite 100 (Continued)",13-17,"Page 12 of 365                          Report No. 104993953MIN-001 TRF No. IEC60601_1S Page 13 of 365                          Report No. 104993953MIN-001 TRF No. IEC60601_1S Page 14 of 365                          Report No. 104993953MIN-001 TRF No. IEC60601_1S Page 15 of 365                          Report No. 104993953MIN-001 TRF No. IEC60601_1S Page 16 of 365                          Report No. 104993953MIN-001 TRF No. IEC60601_1S Test item particulars...................................................: Classification of installation and use.......................: permanently installed Supply Connection .....................................................: permanently installed Device type (component/sub-assembly/ equipment/ system)………………………………..: System Intended use (Including type of patient, application location)…………………………………: IGRT Mode of operation……………………………………:     Continuous Accessories and detachable parts included……...: None"
accessory and component list for the device,,0.332850724,D19127 Halcyon 4.0 CCH PCB CDD Rev 3.0.doc.pdf,D19127,3,7,1. Introduction > 1.2 Scope,6,"This document covers the Couch Controller (CCH-CONT), with components shown in Table 1. Table 1: Relevant Couch Controller Drawing Numbers Document Part Number Assembly P1012005 Schematic P1012006 Circuit Description P1012007 Detail P1012008 Artmaster P1012009 BOM P1012010"
accessory and component list for the device,,0.331200242,D67097 HAL 4.0 Summative Usability Evaluation Plan Rev01.docx.pdf,D67097,1,31,4.0 Test Items > 4.1 Medical Device and Accessories,11,See section 2 above.
