sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
process for retrieving audit documentation,0.20370755,0.2765513898,D81612-HAL 4U WS Automation Test Application Cybersecurity Summary Report- Rev01 - signed.pdf,D81612,1,9,Document_Header (Continued),7-8,"1. Varian System shall provide the functionality to store the Audit Log and Security Audit Log 2. Retention policy of the Varian System shall be configurable. 2.1 The default setting of the retention policy is: 2.1.1 1 year for Audit Log 2.1.2 6 years for Security Audit Log 3. Varian System shall be able to prevent the overwriting of Audit Log and Security Audit Log hosted (or stored) on the Varian System in accordance to the configured retention policy 3.1 No audit log entries shall be lost due to limited storage space Meet requirement -1-year period to archive the logs to per PM procedure. See D82643 SR6 01-004 Audit Log, Security Audit Log - Access 1. Varian System shall not allow non-privileged users to access Audit Log and Security Audit Log. 1.1. Varian System shall allow only customer users to access Security Audit Log Meet requirement - The logs set as read-only when archive during PM process. See D82643 HAL 4U W S Automation Test Application Cybersecurity Summary Report"
process for retrieving audit documentation,0.0689125,0.2630973933,Halcyon v4.0 Security White Paper and MDS2 P1066659-001-A.pdf,,4,42,Document_Header (Continued),22,"AUDT-2.11 Is the audit capability documented in more detail? No AUDT-3 Can the owner/operator define or select which events are recorded in the audit log? No AUDT-4 Is a list of data attributes that are captured in the audit log for an event available? Yes Timestamp, user ID, patient ID, application, event description, event type AUDT-4.1 Does the audit log record date/time? Yes AUDT-4.1.1 Can date and time be synchronized by Network Time Protocol (NTP) or equivalent time source? Yes The date and time are synchronized with the Varian ARIA (EMR) system. AUDT-5 Can audit log content be exported? N/A Audit logs are stored in the Varian ARIA (EMR) system. AUDT-5.1 Via physical media? N/A AUDT-5.2 Via IHE Audit Trail and Node Authentication (ATNA) profile to SIEM? N/A AUDT-5.3 Via Other communications (e.g., external service device, mobile applications)? N/A AUDT-5.4 Are audit logs encrypted in transit or on storage media? N/A AUDT-6 Can audit logs be monitored/reviewed by owner/operator?"
process for retrieving audit documentation,0.048948623,0.312855542,D73991 HAL 4.0 IEC 80001 Test Report Rev 01.pdf,D73991,1,3,5.2 Audit controls – AUDT (Continued),1-2,"Entry shall be generated regardless of success or failure. Varian System shall report patient ID, user ID, date & time, the operation type  to audit log when: -a pa8ent record is viewed and/or opened -a user exports pa8ent data to a ﬁle -a user prints-out pa8ent data -diﬀerent user unlocks the applica8on The above requirements only apply to the information that the system manages. N/A Passed 999466 N/A Passed 999466 Audit log - Visible on one central location 518012 N/A Passed 999466 Audit log - External storage 518013 1. Varian System shall be capable of logging all security- related and relevant events 882434 1.3 change in user account (add, delete, suspend, activate, change in role/group, permissions, department, change of 1.2 change of password policy configuration 1.1 log-in attempts user authentication credentials) 1.5 change of audit local storage and forwarding settings 1.4 access or modification attempts on audit logs (destination, mechanism, frequency)"
process for retrieving audit documentation,0.033589505,0.306560457,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,472,4 Supply voltage: (Continued),301-302,"including repeating any VERIFICATION that has been invalidated by the change and taking into account 5.7.3 and 9.7 Procedures used (Appendix A): LL00000016 Change Request Rev 05 provides for impact analysis, including verification & validation. DND04T01 Design and Development Plan (DDP) Rev 02 references DND01 Design and Development Procedure Rev 02; DND01 Design and Development Procedure Rev 02 references DND04T01 Design and Development Plan (DDP) Rev 02. Device records (Appendix B): D45739 HAL 4.0 Design and Development Plan Rev 06.docx P 8.2.4 [A, B, C] The MANUFACTURER created an audit trail where can be traced each: P Page 301 of 365                     Report No. 104993953MIN-001 IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1S Attachment - Software – IEC 62304:2006 — a) CHANGE REQUEST Procedures used (Appendix A): LL00000016 Change Request Rev 05 documents are placed in the project records of the Design History File for each project."
process for retrieving audit documentation,0.026056303,0.248480946,D37882 Halcyon SN9 TSCL Rev 20.pdf,D37882,20,22,2. Test System Configuration > 2.3.3 Accessories (Continued),14-15,"Workflow ID: 182400262, Doc Title: Halcyon SN9 TSCL, Doc No:D37882, Rev: 20, Approver: Felicia Hong (wd973856), Title: Program Manager, Date: Monday, 08/08/2022 11:43 AM  Pacific Daylight Time, Meaning: I acknowledge my electronic signature carries the same meaning as a handwritten signature Workflow ID: 182400262, Doc Title: Halcyon SN9 TSCL, Doc No:D37882, Rev: 20, Approver: Andres Graf (agraf), Title: Eng Manager, Date: Tuesday, 08/09/2022 04:18 AM  Pacific Daylight Time, Meaning: I acknowledge my electronic signature carries the same meaning as a handwritten signature Document Audit Page This document has been approved by delegated or proxy approvers below: Andres Graf(agraf) signed as a proxy approver for Steven Rose (srose00) on Tue Aug 09 2022 04:17:58 GMT+0200 (Central European Summer Time) Andres Graf(agraf) signed as a proxy approver for Steven Rose (srose00) on Tue Aug 09 2022 04:17:58 GMT+0200 (Central European Summer Time)"
process for retrieving audit documentation,0.024987794,0.262176841,D68717 HAL4 TI 2.37 SBP Rev 02.docx.pdf,D68717,2,51,6.0 References (Continued),12-13,"Workflow ID: 183058663, Doc Title: HAL4 TI 2.37 SBP, Doc No:D68717, Rev: 02, Approver: BarnabÃ¡s JÃ³zsef Kugler (dkr8969), Title: DevOps Engineer, Date: Thursday, 08/18/2022 06:25 AM Pacific Daylight Time, Meaning: I acknowledge my electronic signature carries the same meaning as a handwritten signature Workflow ID: 183058663, Doc Title: HAL4 TI 2.37 SBP, Doc No:D68717, Rev: 02, Approver: Andres Graf (agraf), Title: Mgr, SW Engineer (Apps), Date: Thursday, 08/18/2022 06:37 AM  Pacific Daylight Time, Meaning: I acknowledge my electronic signature carries the same meaning as a handwritten signature Document Audit Page This document has been approved by delegated or proxy approvers below: Andres Graf(agraf) signed as a proxy approver for Steven Rose (srose00) on Thu Aug 18 2022 06:36:54 GMT+0200 (Central European Summer Time) Andres Graf(agraf) signed as a proxy approver for Steven Rose (srose00) on Thu Aug 18 2022 06:36:54 GMT+0200 (Central European Summer Time)"
process for retrieving audit documentation,0.022759154,0.257757545,D68599 Hal 4.0 Design Verification Trace Matrix Rev 02.pdf,D68599,2,168,2. (Top Level) Hal Delivery System (Continued),52-53,"2.3 a user prints-out patient data 2.5 PHI/PII information created 999466 TPVerify - Security Audit Log - Patient Open HAL40_SYSTEM_REL_04.00.0016 1147055 Halcyon Default Passed NA Hal 4.0 Design Verification Trace Matrix This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date Date of last e- D68599 02 Sign Format DND01T01 Rev 02   Page 53 of 735 2.6 PHI/PII information modified 2.7 PHI/PII information deleted 2.8. Patient record deleted The above requirements only apply to the information that the system manages and the functionality that is provided. 882438 1. Varian System shall be capable of logging the events defined below to the Security Audit Log: 1.1 log-in attempts 1.1.1 log-in attempts with emergency access account 1.2 log-off attempts 1.3 change of password policy configuration"
process for retrieving audit documentation,0.01572399,0.318659872,D68683 HAL 4.0 Cybersecurity Traceability Analysis Rev 01.pdf,D68683,1,10,1. Requirements (Continued),4-5,"(destination, mechanism, frequency) Entry shall be generated regardless of success or failure. RCM 468414 - Shared Framework MICAP library logs HIPAA related messages. HAL 4.0 Cybersecurity Traceability Analysis This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Date Rev. Doc Number When last 01 D68683 approver signed Page 5 of 13 Varian System shall report patient ID, user ID, date & time, the operation type to audit log when: a patient record is viewed and/or opened - a user exports patient data to a file - a user prints-out patient data - different user unlocks the application - The above requirements only apply to the information that the system manages. N/A 882434: [01-001] Audit log - Events HAL40-9 N/A N/A 882442: [03-003] Data Protection - Decommissioning of the product HAL40-10 N/A N/A 882446: [03-007] Data Protection - Data backup and disaster"
process for retrieving audit documentation,0.0154839875,0.261730701,D68683 HAL 4.0 Cybersecurity Traceability Analysis Rev 01.pdf,D68683,1,23,2. Verification Trace Matrix (Continued),11,"HAL 4.0 Cybersecurity Traceability Analysis This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Date Rev. Doc Number When last 01 D68683 approver signed Page 11 of 13 Varian System shall be capable of logging all 518011 security-related events such as log-in attempts - change of password policy configuration - (see 419444) change in user account (role/group, - permissions, department) access or modification attempts on audit - logs change of audit local storage and - forwarding settings (destination, mechanism, frequency) Entry shall be generated regardless of success or failure. Varian System shall report patient ID, user ID, date & time, the operation type  to audit log when: a patient record is viewed and/or opened - a user exports patient data to a file - a user prints-out patient data - different user unlocks the application -"
process for retrieving audit documentation,0.013222822,0.258530945,D68599 Hal 4.0 Design Verification Trace Matrix Rev 02.pdf,D68599,2,1775,13. (Subsys) TXA - Treatment (Continued),557-558,"450659 MandatoryFaultSignings TDS.Halcyon30.NLS.TRR_3.0.40.6 542118 Halcyon Compatibility - TPMS 1.0 Passed NA Hal 4.0 Design Verification Trace Matrix This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date Date of last e- D68599 02 Sign Format DND01T01 Rev 02   Page 558 of 735 397589 Treatment Application shall generate a Varian Platform Services Audit Log for every user login and signoff. 450659 MandatoryFaultSignings HAL40_SYSTEM_REL_04.00.0012 1111440 Halcyon Compatibility - ARIA 15.6 Passed NA 397589 Treatment Application shall generate a Varian Platform Services Audit Log for every user login and signoff. 450680 Break Point - Dose Limits Override User Rights HAL40_SYSTEM_REL_04.00.0016 1175702 Halcyon Compatibility - ARIA 15.6 Passed NA 397589 Treatment Application shall generate a Varian Platform Services Audit"
