sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
process for ensuring completeness in technical documentation,0.1510278,0.316853106,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,448,4 Supply voltage: (Continued),281-282,"SAP (transaction code: ZDMRI) P 5.8.6 [B, C] The MANUFACTURER ensured that all ACTIVITIES and TASKS are complete along with all the associated documentation Procedures used (Appendix A): The DND07F06 Design Output Review (DOR) Rev 01 ensures that all documentation, activities, and tasks are complete. Device records (Appendix B): D52227 HAL 4.0 Design Output Review REV 01 P 5.8.7 [A, B, C] For at least a period of time determined as the longer of: the life time of the device as defined by the MANUFACTURER or a time specified by relevant regulatory requirements, the MANUFACTURER archived: P Page 281 of 365                     Report No. 104993953MIN-001 IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1S Attachment - Software – IEC 62304:2006 — a) the SOFTW ARE PRODUCT and CONFIGURATION ITEMS Procedures used (Appendix A): Saving items in product vault and escrow is included in DND19 Software Configuration Management Procedure Rev 02. Configuration management"
process for ensuring completeness in technical documentation,0.0824015,0.394386441,D77711 Halcyon and Ethos Radiotherapy System 4.0 IFU (P1039628-003-C) Checklist Rev 01.docx.pdf,D77711,1,6,3.0 Checklist (Continued),3,"checks as needed to check XML quality. (DITA technical review is required for final DITA QA only.) - [For new content and as needed] Conduct peer and editorial reviews of content to verify style, clarity, consistency, information architecture, and Localization-readiness. Conditions 15. display Set any conditions: - Verify they display the intended content correctly. - Include a key for reviewers to any conditions displayed. N/A 24-Jul-23 16. Indexing Complete index for new or changed topics. Verify index's completeness and appropriateness of entries for audience. Note: Applicable UA only; excludes QRGs, BrachyTherapy Applicator UA, CRNs, etc. N/A 24-Jul-23 17. Localization Ongoing: For changes in scope or schedule, update Localization team on the status of the project. Us-only not translated N/A 24-Jul-23 REVIEW:   VERIFICATION & VALIDATION 18. Formal Review Verify with reviewers the accuracy, clarity, and completeness of information and trace the review findings (LL40"
process for ensuring completeness in technical documentation,0.073963374,0.308169603,D93257 Halcyon Evolve User Assistance Plan Rev02.docx.pdf,D93257,2,13,2. User Assistance Deliverables > 2.3 Quality Control of UA,5,"Main control of content for accuracy, completeness, and quality is through reviews, internal and formal; UAD keystroking and tryout of new or changed features and procedures. Internal reviews are uncontrolled. They are intended to: Capture most changes before the formal review with longer review periods than the formal review. Ensure that all project team members have a chance to respond to the draft UA so that GPL can deliver the UA as planned. Resolve and reduce as many findings as possible before formal review. Formal reviews are controlled—findings are recorded—and require participation of the project team per RACI for Design and Development and GPL Authoring Process. For general design quality, see D95424 AL 4.0 MR2 Evolve Maintenance Release Document."
process for ensuring completeness in technical documentation,0.07094483,0.313273907,D69032 HAL 4.0 Validation Test Log Rev 01.pdf,D69032,1,134,2. Validation Test log (Continued),71,transport/storage/installation conditions. Confirm system packaging documentation ensures that system integrity maintained following specified transport/storage/installation conditions. Confirm that the system packaging documentation is clear and understandable to the user. System packaging documentation gives instructions on ensuring system integrity following transport/storage/installation (document and page no. as applicable) The system packaging documentation giving instructions on ensuring system integrity following transport/storage/installation is clear and understandable to the user. Document: RIG-AL-H pages 23 &24: System packaging documentation gives instructions on ensuring system integrity following transport/storage/installation. Passed Attachments: step5PG23.PNG Attachments: step5_PG24.PNG 6 RCM: Lift fixture for water tank AC600278: Support for remove/replace water tank. - Service documentation instructs personnel on lifting fixture to
process for ensuring completeness in technical documentation,0.056756895,0.325769782,D54550 HAL 4.0 Validation Plan Rev 05.docx.pdf,D54550,5,70,4. Validation Processes > 4.2 Completion and Acceptance Criteria,32,"Completion Criteria for validation:  Validation shall be considered complete when all the activities defined in this Validation Plan have been performed and the results have been documented and summarized in the approved Validation Summary Report. Acceptance Criteria for validation:  All open defects have been reviewed and prioritized.  No issues exist that affect the safe and effective use of the device as determined by the project team.  Quality Targets, as defined in the DDP (2) have been met.  The following documents are approved o Validation Summary Report  Validation Trace Matrix o Issue Summary Report"
process for ensuring completeness in technical documentation,0.03825006,0.355548918,D96388 HAL 4.0 UA Legal Information (EU REP Change) UA Checklist Rev 01.docx.pdf,D96388,1,6,3.0 Checklist (Continued),2,"editorial reviews of content to verify style, clarity, consistency, information architecture, and Localization-readiness. Done - 09 Oct 2025 Conditions 15. display Set any conditions: - Verify they display the intended content correctly. - Include a key for reviewers to any conditions displayed. - 09 Oct 2025 Done Indexing 16. Complete index for new or changed topics. Verify index's completeness and appropriateness of entries for audience. Note: Applicable UA only; excludes QRGs, BrachyTherapy Applicator UA, CRNs, etc. Limited scope 09 Oct 2025 N/A Ongoing: For changes in scope or schedule, update Localization - 09 Oct 2025 Done 17. Localization team on the status of the project. REVIEW:   VERIFICATION & VALIDATION Formal Review 18. Verify with reviewers the accuracy, clarity, and completeness of information and trace the review findings (LL40 Review Report or other means). Done -10 Oct 2025 Have clinical reviewers (or product managers as N/A Validation  Limited scope10 Oct 2025 19."
process for ensuring completeness in technical documentation,0.037397135,0.328961521,D70753 HAL 4.0 MR1 Validation Plan Rev 02.docx.pdf,D70753,2,48,4.0 Validation Processes > 4.2 Completion and Acceptance Criteria,16-17,"Completion Criteria for validation: o Validation shall be considered complete when all the activities defined in this Validation Plan have been performed and the results have been documented in the Validation Summary Report. Acceptance Criteria for validation: o All open Issues have been reviewed and prioritized. o No issues in reviewed state that affect the safe and effective use of the device as determine by the project team. HAL 4.0 MR1 Validation Plan Revision Doc Number 02 D70753 Varian Confidential DND09T01 Rev 04 This document contains confidential, proprietary information of Varian, a Siemens Healthineers Company. It may not be copied or reproduced without prior written permission from Varian. Page 17 of 20 o Quality Targets, as defined in the MRD section 1.3.1 Project Controls (2) have been met.  Justification for release of the product with open Priority 3 issues has been documented in the open defect summary report. o The following document is approved."
process for ensuring completeness in technical documentation,0.036631364,0.331712723,D65651 Halcyon-Ethos 4.0 IFU (P1058124-001-A) User Assistance Checklist Rev01.docx.pdf,D65651,1,7,3.0 Checklist (Continued),3-4,"REVIEW:  VERIFICATION & VALIDATION Formal Review 18. Verify with reviewers the accuracy, clarity, and completeness of information and trace the review findings (LL40 Review Report or other means). Done 14-Apr-22 Validation 19. Have clinical reviewers (or product managers as proxies) validate the content [user stories]. Done 14-Apr-22 Video 20. optimization Verify quality of included video: - Check that video is 500MB or less in file size (format of MP4, MOV or AVI). - Check that audio is clear and understandable. - Check that subtitles match video. No video. N/A 14-Apr-22 OLH verification 21. OLH only: verify the Help’s technical function, following the D##### test report guidelines. - Record verification in the test report. N/A Not OLH 14-Apr-22 Halcyon-Ethos 4.0 IFU (P1058124-001-A) User Assistance Checklist Date Doc Number Revision Date of last D65651 01 eSign Varian Confidential DND0602T02 – UA Checklist"
process for ensuring completeness in technical documentation,0.029816542,0.312714279,D69032 HAL 4.0 Validation Test Log Rev 01.pdf,D69032,1,405,2. Validation Test log (Continued),212,"Manufacturing documentation instructs personnel to verify the quality of material for fasteners complies with specification Manufacturing documentation instructs personnel to install covers to check fit for gaps. Manufacturing documentation instruct personnel to conduct ground bond testing. Manufacturing documentation instructs personnel to inspect the beam line for debris during assembly. Manufacturing documentation instruct personnel to inspect beam stop radiation shielding characteristics (weight, size and material) Manufacturing documentation instructs personnel to inspect the  quality of gantry/stand casting Manufacturing documentation instructs personnel to inspect quality of MLC leaf material (thickness or material composition) Manufacturing documentation instructs personnel on procedure to perform dose calibration Manufacturing documentation instructs personnel on procedure for performing beam alignment, output calibration and testing symmetry."
process for ensuring completeness in technical documentation,0.026607107,0.368886948,D84872 HAL 4.0 CRN UA Checklist.docx.pdf,D84872,,9,3.0 Checklist (Continued),3-4,"required for final DITA QA only.) - [For new content and as needed] Conduct peer and editorial reviews of content to verify style, clarity, consistency, information architecture, and Localization- readiness. Choose an item. Refer to the Varian Style Guide for style and consistency questions. Click or tap to enter a date. Conditions 15. display Set any conditions: - Verify they display the intended content correctly. - Include a key for reviewers to any conditions displayed. Click or tap to Choose an item. enter a date. UA Checklist Date Doc Number Revision Date of last D79949 1 eSign Varian Confidential DND0602T02 – UA Checklist This document contains confidential, proprietary information of Varian, a Siemens Healthineers Company. It may not be copied or reproduced without prior written permission from Varian. Page 4 of 7 Task Task Description Done Justification if N/A; Notes Date # 16. Indexing Complete index for new or changed topics. Verify index's completeness"
