sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
Documentation of roles in design process,0.31997076,0.290458769,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,162,10. Responsibilities (Continued),73,submissions/registrations. Provides Risk Management documentation for Risk Management Krystina Szafran product submissions/registrations. Jon Evans/Cynithia Xu/Cezaro Hardware Engineering Proano Provides engineering documentation for product submissions/registrations. Product Security Mitko Katsev Product Verification Bernard Zee/Daniel Newman Provides verification documentation for product submissions/registrations Product Validation Britt Buchner Provides validation documentation for product submissions/registrations. Product Marketing Manager Jimmy Hernandez Bello Provides -marketing documentation for product submissions/registrations; determines global marketing priorities. Product Manager Stephen Thompson Susan Koehl Provides product documentation for product submissions/registrations; provides input for global marketing priorities User Experience Sevelin Stanchev Owns User Centric Design Process. Provides Quality Assurance oversight for Quality Assurance Lead Harshal Deshmukh
Documentation of roles in design process,0.29198927,0.361749202,D93257 Halcyon Evolve User Assistance Plan Rev02.docx.pdf,D93257,2,21,"4. Project Roles, Team, and Responsibilities",7,"RACI for Design & Development defines the roles and what key responsibilities each has in the development of Instructions for Use (where Instructions for Use is used generically for GPL-owned publication types). This UAP describes GPL-relevant organization and UA-specific organization where it is not included in the DDP/SDP (or when including it in the UAP facilitates project communication). The Library CD/DVD  included for some projects is not listed in this table, as it compiles the UA. Reviewers are subject-matter experts (SME) who are integral to product development. They contribute to content development via internal reviews of drafts, and through demos and discussions. Reviewers consult and contribute (C). Formal Reviewers participate in the Formal Review phase of documents. They do not sign approval. Formal reviewers consult and contribute (C). Stakeholders have interest in the project or deliverable but are not reviewers or approvers. Stakeholders consult and contribute (C)."
Documentation of roles in design process,0.2672169,0.349583715,D53708 Marketing Claims Library HAL 4.0 Rev 4.0.docx.pdf,D53708,4,7,1. Introduction > 1.3 Roles & Responsibilities,4-5,"Identify the key resources necessary to ensure compliance of core messaging. [in development] Role Responsibility Representative Product Marketing Manager – Document Owner  W ork with product management to development marketing claims  Create and manage claims library Jade Lovett D53708 Marketing Claims Library for HAL 4.0 This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date Date of last D53708 04 eSign Page 5 of 42 Role Responsibility Representative Product Manager  W ork with product marketing to develop marketing claims  Provide design input Stephen Thompson SW QA Engineer (SQE) SW Validation Bernard Zee (Verification)  Provide design output Laura Buchanan (Validation) PRC Regulatory  Provide recommendations based on regulatory implications of marketing claims  Ensuring consistency with regulatory documentation Chloe Zhang"
Documentation of roles in design process,0.24023944,0.298834383,D77160 HAL 4.0 Ethos with standard kV imager MRD Rev 05.docx.pdf,D77160,5,9,4.0 Ethos with standard kV imager. (Continued),7,"DND01F02 Rev 01 Page 7 of 28 1.2 Project Roles, Team, and Responsibilities Name Title Roles (as defined in DND0101 RACI) Asha Dholakia Project (Design) Mgr Project Management Susan Koehl Sr Product Manager Product Management Jason Wiener Lead Systems Engineer Design Implementation Carol Huang Sr Global Product Marketing Mgr Marketing Chi Tran Sr QA Engineer Quality Assurance Krystina Szafran Systems Engineer Risk Management Stuart Crowther Sr Regulatory Specialist Regulatory Affairs Xiang Peng (BJ), Abdelmalek El Mfg NPI Project Mgr Manufacturing Hamdaoui (Kem), Blaine Kim (PA) Manufacturing Jinkai Shi Sr Electrical Engineer Manufacturing Hao Sun Mgr MFG Engineering Mohammed Almoshelli Field Ops Program Manager Global Ops Field NPI Stephan Warfield  PLCS CSS Paul Ugalde PLCS CSS Marcus Valenzuela Business Process Analyst Commercialization Benson Lew Sr Commercialization Mgr Commercialization Ronald Ricard Sr Compliance Specialist Regulatory Affairs"
Documentation of roles in design process,0.23475733,0.287582844,D23997 Halcyon v2 Design and Development Plan Rev 01.pdf,D23997,2,22,2.1.2 Other Scrum Teams (Continued),12-13,"Stefan Thieme Engineering – SW Tech Lead Team Member Thomas Jakob Engineering – HW Tech Lead Team Member Martin FuesiEngineering – Mechanical Team Member Roland HaefeliEngineering – SWTeam Member Mathias Lehmann Engineering – Physics/Reconstructor Team Member Reto AnsorgeEngineering – FWTeam Member Samuel PetitjeanEngineering – VerificationTeam Member Software Team: Name Functions (as defined per LL00000035) Roles as defined per Agile guide L10414 Susan KoehlProduct ManagementProduct Owner Dipesh ShahEngineeringScrum Master TBD Engineering (FW Tech Lead) Team Member Yang Song Engineering (BGM Embedded/SW) Team Member TBHEngineering (FPGA)Team Member Dashana GarachEngineering (FW – SPV)Team Member TBD – SW Developers EngineeringTeam Members Hardware Team: Name Functions (as defined per LL00000035) Roles as defined per Agile guide L10414 TBDEngineeringProduct Owner Halcyon v2 Design And Development Plan This document contains confidential, proprietary information of Varian"
Documentation of roles in design process,0.15469499,0.300826102,D68492 HAL 4.0 Validation Test Results  Interim Rev 01.docx.pdf,D68492,1,56,1. HAL 4.0 Validation Test Design Strategy – D64929 (Continued),18,512053 15 User Need Customer facing documentation provides clear & accurate information to complete the tasks at hand 512065 AC8: Instructions for Use – Safety Guidelines for All Roles section 452035 50 IFU - Safety Guidelines for All Roles section IFU-IOS(RUA) HAL40_SYSTEM_REL_04.00.0033 1275164 Halcyon Documentation - Apple IOS Passed NA 512053 15 User Need Customer facing documentation provides clear & accurate information to complete the tasks at hand 512057 AC2: Instructions for Use – Configuration Administrator section 452048 39 IFU - Configuration Administrator section IFU-PDF HAL40_SYSTEM_REL_04.00.0033 1262243 Halcyon Documentation - PDF Passed NA 512053 15 User Need Customer facing documentation provides clear & accurate information to complete the tasks at hand 512057 AC2: Instructions for Use – Configuration Administrator section 452048 39 IFU - Configuration Administrator section IFU-IOS(RUA) HAL40_SYSTEM_REL_04.00.0033 1274049 Halcyon Documentation - Apple IOS Passed NA
Documentation of roles in design process,0.110855594,0.321271807,D23997 Halcyon v2 Design and Development Plan Rev 01.pdf,D23997,2,21,2.1.2 Other Scrum Teams,11-12,"The project organization is described in the following tables: System Integration Scrum: Name Functions (as defined per LL00000035) Roles as defined per Agile guide L10414 Andres Graf Engineering – Lead System Designer (LSD) Product Owner TBD Engineering – Lead System Integrator (LSI) Scrum Master TBD – System Engineers Engineering (System Eng)Team Member TBD – Product Owners for other HALv2 Teams Product Management, Engineering, SQE Team Members TBD – Scrum Masters for other HALv2 Teams Team Members Halcyon v2 Design And Development Plan This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc NumberRev.Date Date of last e- D2399701 signature Format LL00000106 Rev 08Page 12 of 43 Imaging Team: Name Functions (as defined per LL00000035) Roles as defined per Agile guide L10414 Susan KoehlProduct ManagementProduct Owner Andres GrafEngineeringScrum Master"
Documentation of roles in design process,0.10302442,0.318502843,D53809-Tools Design and Development-kV collimator assembly tooling Rev 01.docx.pdf,D53809,1,2,1. Tool Development Plan > 1.1 Project Team and Roles,4,"Name Title Role Borislav Djurovic  Mechanical Engineer Design Engineering Stephen Thompson  Sr Product Manager Product Owner Susan Koehl  Sr Product Manager Product Owner Harshal Deshmukh  Sr QA Engineer  Quality assurance Elf Du  Mgr, Manufacturing Engineering  Mfg Engineering Manager Hao Sun Mgr, Manufacturing Engineering Mfg Engineering Allen Li Mechanical Engineer  NPI Engineering"
Documentation of roles in design process,0.08834723,0.295819044,D65245 HAL 4.0 Packaging Validation Protocol and Report Rev 04.docx.pdf,D65245,4,16,3. Test Setup Consideration > 3.9. Roles and Responsibilities,4-5,"HAL 4.0 Packaging Validation Protocol and Report This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date Date of last D65245 04 e-signature Format DND08F03 Rev 03   Page 5 of 123 Task Responsibility Organization Responsible W itness Conditioning W itness the conditioning of the test article and assure that objective evidence of conditioning is established N/A W itnessing conditioning/testing not required as test lab is accredited. The test lab has trained personnel to perform the witnessing. Pictures will be attached to the test report. W itness testing of the test sample W itness Testing and assure that the test protocol is followed without deviations and that any anomalies are documented. Peer Review Review and approve the test protocol per RACI for Design and Development DND-02-01-W R: Responsible A: Approve C: Contribute/Consult"
Documentation of roles in design process,0.08694165,0.304284722,D96689 MIC HAL4.0 Evolve Validation Plan Rev 01.docx.pdf,D96689,1,10,2.0 确认概述 > 2.7 确认活动表,4-5,"本项目将进行以下确认活动： 活动范围内 是/否 职责/ 所有权 输出 功能和用户需求确认是 设计保证测试执行结果，确认跟踪矩阵 解决方案互操作性确认否 不适用不适用 培训和培训评价是 项目经理培训记录 生产–包装确认否 不适用不适用 工具确认（设计确认期间使用的特定工 具） 设计保证和过程软件确认 是 负责人 校准证书或主库存清单 国产加速器 HAL 4.0 Evolve确认计划 版本 文件编号 01 D96689 Varian Confidential DND0105T03BJ Rev 01 This document contains confidential, proprietary information of Varian, a Siemens Healthineers Company. It may not be copied or reproduced without prior written permission from Varian. Page 5 of 10"
Documentation of roles in design process,0.08108211,0.329332858,D64796 HAL4.0 Couch test tooling console TDD  Rev03.pdf,D64796,3,3,1. Tool Development Plan > 1.1 Project Team and Roles,4,"Name Title Role Rich Chew Electrical Engineer Design Engineering, reviewer Sean Herries Halcyon Lead Systems Engineer Design Engineering, approver Susan Koehl Sr Product Manager Product Owner, reviewer Harshal Deshmukh Sr QA Engineer Quality assurance, approver Hao Sun Mgr, Manufacturing Engineering Mfg Engineering Manager, reviewer Elf Du Sr Mgr, Manufacturing Engineering Mfg Engineering Manager, approver Jinkai Shi Electrical Engineer Tooling designer and tester Fei Ma Drafting Drafting"
Documentation of roles in design process,0.07172112,0.301357418,D101277 106485676MIN-001 IEC60601-1 Ed.3.2 HAL4.0_30_APR_2026 Rev 1.pdf,D101277,1,435,6. The MSO shall only be used to power the console cabinet (Continued),253,"components (hardware or software), as well as any interfaces between SOFTWARE UNITS, detailed enough to implement each SOFTWARE UNIT and its interfaces correctly Procedures used: Interface detailed design is documented in the DND05T01 System Requirements Specification (SyRS) DND06T02 Feature Design Description (FDD) DND06T03 System Design Description (SyDD) Device records: D63662 HAL 4.0 System Requirements Specification D64910 HAL 4.0 System Design Description P 5.4.4 [C] The MANUFACTURER verifies and documents that the software detailed design: P a) implements the software ARCHITECTURE Procedures used: Verification and documentation are addressed during document review and approval process for the DND05T01 System Requirements Specification (SyRS) DND06T02 Feature Design Description (FDD) DND06T03 System Design Description (SyDD) Device records: D63662 HAL 4.0 System Requirements Specification D64910 HAL 4.0 System Design Description P"
Documentation of roles in design process,0.07043162,0.280786812,D23997 Halcyon v2 Design and Development Plan Rev 01.pdf,D23997,2,46,3.3.4 End-User Involvement,24-25,"Halcyon v2 will make use of the Halcyon v1 Customer Collaborators, NLS Testers, Application Specialists and Clinician Visitors in End-User involvement throughout the UCD Design Process. User research, Formative Testing and Summative Testing will involve this body of end users. Halcyon v2 Design And Development Plan This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc NumberRev.Date Date of last e- D2399701 signature Format LL00000106 Rev 08Page 25 of 43"
Documentation of roles in design process,0.061875988,0.300140619,D93257 Halcyon Evolve User Assistance Plan Rev02.docx.pdf,D93257,2,22,"4. Project Roles, Team, and Responsibilities (Continued)",7-8,"Technical reviewers are GPL team members who review final drafts prior to formal review and approval for quality (DITA QA). Technical reviewers consult and contribute (C) and can serve as independent reviewers. Approvers sign approval of the UA defined in this UAP. Approvers are responsible (R) and accountable (A). Based on the project team defined in the DDP/SDP, the UAD identifies the individuals who are best suited to represent the required roles and responsibilities (R, A, and C) for any given publication, and invites those individuals to reviews. UA Roles RoleSite NameProduct UA (RACI) GPL UADPalo Alto Kim PoetzingerHalcyon Evolve IFUR GPL Content Strategist Helsinki Annu Rantamaki Halcyon Evolve Addendum to IFU R Halcyon Evolve User Assistance Plan Revision Doc Number 02 D93257 DND0602T01 Rev 01 (DOC01T04 Rev 05) This document contains confidential, proprietary information of Varian, a Siemens Healthineers Company."
Documentation of roles in design process,0.059646938,0.306838751,D93257 Halcyon Evolve User Assistance Plan Rev02.docx.pdf,D93257,2,23,"4. Project Roles, Team, and Responsibilities (Continued)",8,"It may not be copied or reproduced without prior written permission from Varian. Page 8 of 11 Varian Confidential Role Site Name Product UA UA Roles (RACI) GPL UAD Helsinki Katharina BergoldHalcyon Evolve Addendum to IFU R GPL Project Manager TBD Kim PoetzingerHalcyon Evolve All UA C GPL- Localization Team Lead TBD Anna Martorell FusteHalcyon Evolve IFU, Addendum C GPL-DITA/QA Review - Peer Review TBD TBD Halcyon Evolve IFU, Addendum C GPL-DITA/QA Review - CMS (Content management system) Admin TBD TBD Halcyon Evolve IFU, Addendum C Design Implementation (Lead) TBD Dipesh Shah Halcyon Evolve All UAC Product Management Palo Alto Sylvie Spiessens, Susan Koehl Halcyon Evolve All UA,A Regulatory Affairs (China) Beijing Xiaobin Chou, Fan XuHalcyon Evolve All UAC Project Management Lead Palo Alto Sajal RaikarHalcyon Evolve UAPC Project Management Kayla Wang BeijingHalcyon Evolve UAPC Program Management Palo Alto Sajal RaikarHalcyon Evolve UAPI"
Documentation of roles in design process,0.0588847,0.350278139,D93257 Halcyon Evolve User Assistance Plan Rev02.docx.pdf,D93257,2,4,1. Introduction > 1.2 Purpose and Scope of the UAP,3,"The purpose of this UAP is to: Identify deliverables, scope, organization, roles and responsibilities, content strategy and information architecture, managerial process, tasks, schedule, milestones, and technical process required to provide effective documentation for users of the product. Serve as a communication vehicle for the project team and a repository of information for UA tasks. User Assistance Developers (UADs) are part of the project team, attend project meetings, and report status regularly to the project team. The UAP is intended to be kept up to date throughout the project and updated as needed. If key milestones remain unchanged, details in the project plan can be updated without requiring reapproval of this document. Scope of UA updates is set by the trigger for the release (section 1.1).  UA included in this release is listed at section 2. For details on the UA to be created or updated for this release, see section 5, Detailed Project Scope."
