sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
design roles and responsibilities matrix,,0.378735244,D60919-ENU-Rev 02-HAL4.0 Master Validation Plan MVP.pdf,D60919,2,9,6.0 Responsibilities,4,"Responsibility and authority are assigned based on the person’s documented competence for those tasks. Competence is based on education, training, skills, and experience relevant to the assigned tasks. Roles to be assigned responsibilities and authorities for HAL4.0 Manufacturing process validation activities during product development are specified in the HAL4.0 Manufacturing process Validation procedure. An assigned person may execute specific validation activities or delegate activities to other competent person(s). An assigned person’s responsibilities and authorities may be expanded, limited, or ended in different life cycle phases. The individuals responsible for validation activities associated with HAL4.0 Manufacturing process are recorded in Table 1. These people constitute the validation team. Table 1: Roles, persons, and responsibilities and authorities Role Person, Title Responsibilities and Authorities NPI engineer Jinkai Shi, NPI engineer"
design roles and responsibilities matrix,,0.359822273,D19996 Halcyon 2.0 Manufacturing Plan - Rev04.pdf,D19996,4,16,2. Project Organization > 2.3 Project Responsibilities,10,"Refer to Section 2.1 for manufacturing core team responsibilities and Section 2.2 for Project Stakeholders. For HALv2 program level, design team will be in Palo Alto and Baden, manufacturing team is in BJ."
design roles and responsibilities matrix,,0.359009743,D53708 Marketing Claims Library HAL 4.0 Rev 4.0.docx.pdf,D53708,4,7,1. Introduction > 1.3 Roles & Responsibilities,4-5,"Identify the key resources necessary to ensure compliance of core messaging. [in development] Role Responsibility Representative Product Marketing Manager – Document Owner  W ork with product management to development marketing claims  Create and manage claims library Jade Lovett D53708 Marketing Claims Library for HAL 4.0 This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date Date of last D53708 04 eSign Page 5 of 42 Role Responsibility Representative Product Manager  W ork with product marketing to develop marketing claims  Provide design input Stephen Thompson SW QA Engineer (SQE) SW Validation Bernard Zee (Verification)  Provide design output Laura Buchanan (Validation) PRC Regulatory  Provide recommendations based on regulatory implications of marketing claims  Ensuring consistency with regulatory documentation Chloe Zhang"
design roles and responsibilities matrix,,0.35522458,D23997 Halcyon v2 Design and Development Plan Rev 01.pdf,D23997,2,21,2.1.2 Other Scrum Teams,11-12,"The project organization is described in the following tables: System Integration Scrum: Name Functions (as defined per LL00000035) Roles as defined per Agile guide L10414 Andres Graf Engineering – Lead System Designer (LSD) Product Owner TBD Engineering – Lead System Integrator (LSI) Scrum Master TBD – System Engineers Engineering (System Eng)Team Member TBD – Product Owners for other HALv2 Teams Product Management, Engineering, SQE Team Members TBD – Scrum Masters for other HALv2 Teams Team Members Halcyon v2 Design And Development Plan This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc NumberRev.Date Date of last e- D2399701 signature Format LL00000106 Rev 08Page 12 of 43 Imaging Team: Name Functions (as defined per LL00000035) Roles as defined per Agile guide L10414 Susan KoehlProduct ManagementProduct Owner Andres GrafEngineeringScrum Master"
design roles and responsibilities matrix,,0.345670462,D77160 HAL 4.0 Ethos with standard kV imager MRD Rev 05.docx.pdf,D77160,5,9,4.0 Ethos with standard kV imager. (Continued),7,"DND01F02 Rev 01 Page 7 of 28 1.2 Project Roles, Team, and Responsibilities Name Title Roles (as defined in DND0101 RACI) Asha Dholakia Project (Design) Mgr Project Management Susan Koehl Sr Product Manager Product Management Jason Wiener Lead Systems Engineer Design Implementation Carol Huang Sr Global Product Marketing Mgr Marketing Chi Tran Sr QA Engineer Quality Assurance Krystina Szafran Systems Engineer Risk Management Stuart Crowther Sr Regulatory Specialist Regulatory Affairs Xiang Peng (BJ), Abdelmalek El Mfg NPI Project Mgr Manufacturing Hamdaoui (Kem), Blaine Kim (PA) Manufacturing Jinkai Shi Sr Electrical Engineer Manufacturing Hao Sun Mgr MFG Engineering Mohammed Almoshelli Field Ops Program Manager Global Ops Field NPI Stephan Warfield  PLCS CSS Paul Ugalde PLCS CSS Marcus Valenzuela Business Process Analyst Commercialization Benson Lew Sr Commercialization Mgr Commercialization Ronald Ricard Sr Compliance Specialist Regulatory Affairs"
design roles and responsibilities matrix,,0.336509824,D58685-Rev04-HAL4.0 Traceability Plan.pdf,D58685,4,7,3. Responsibilities 职责 > 3.1 Engineering 工程部,4-5,"Provided the Critical To Safety (CTS) list and Critical To Reliability (CTR) lists for this product. Worked with Manufacturing to create, approve, and publish this traceability plan. HAL4.0 Traceability Plan This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date Date of last e- D58685 04 sign Format LL00000087A Rev 02   Page 5 of 17 提供本产品的CTS (安全关键件)和CTR (可靠性关键件)清单。 与生产部门合作来创建、批准和 发布该追溯计划。"
design roles and responsibilities matrix,,0.325688273,D93257 Halcyon Evolve User Assistance Plan Rev02.docx.pdf,D93257,2,23,"4. Project Roles, Team, and Responsibilities (Continued)",8,"It may not be copied or reproduced without prior written permission from Varian. Page 8 of 11 Varian Confidential Role Site Name Product UA UA Roles (RACI) GPL UAD Helsinki Katharina BergoldHalcyon Evolve Addendum to IFU R GPL Project Manager TBD Kim PoetzingerHalcyon Evolve All UA C GPL- Localization Team Lead TBD Anna Martorell FusteHalcyon Evolve IFU, Addendum C GPL-DITA/QA Review - Peer Review TBD TBD Halcyon Evolve IFU, Addendum C GPL-DITA/QA Review - CMS (Content management system) Admin TBD TBD Halcyon Evolve IFU, Addendum C Design Implementation (Lead) TBD Dipesh Shah Halcyon Evolve All UAC Product Management Palo Alto Sylvie Spiessens, Susan Koehl Halcyon Evolve All UA,A Regulatory Affairs (China) Beijing Xiaobin Chou, Fan XuHalcyon Evolve All UAC Project Management Lead Palo Alto Sajal RaikarHalcyon Evolve UAPC Project Management Kayla Wang BeijingHalcyon Evolve UAPC Program Management Palo Alto Sajal RaikarHalcyon Evolve UAPI"
design roles and responsibilities matrix,,0.325661093,D23997 Halcyon v2 Design and Development Plan Rev 01.pdf,D23997,2,73,3.4 Project Risk Management > 6.1.2 Languages to be released with Halcyon v2 (Continued),41-43,"Responsible for knowing, understanding and documenting the system design.  Makes final design decisions when team is at an impasse.  Apportions functions across subsystems. Halcyon v2 Design And Development Plan This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc NumberRev.Date Date of last e- D2399701 signature Format LL00000106 Rev 08Page 42 of 43 Lead System Integrator Ensures subsystems and interfaces are understood and ready for planned synchronization points.  Drives the team to be ready for the integration milestones. Halcyon v2 Design And Development Plan This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc NumberRev.Date Date of last e- D2399701 signature Format LL00000106 Rev 08Page 43 of 43"
design roles and responsibilities matrix,,0.324085623,D23997 Halcyon v2 Design and Development Plan Rev 01.pdf,D23997,2,24,2.1.2 Other Scrum Teams (Continued),13-14,"Ross HannibalUser ExperienceUX (summative) Rollie OlsonDesign Safety Pierre CourteauSystem Safety Albert ElboudwarejPackaging Lisa McGrathQuality Assurance Sarah MuddellRegulatory Submissions Halcyon v2 Design And Development Plan This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc NumberRev.Date Date of last e- D2399701 signature Format LL00000106 Rev 08Page 14 of 43 Name Functions (as defined per LL00000035) Roles as defined per Agile guide L10414 Ed SynderManufacturing Ed SnyderCSS Dirk LeathermanGPSS Amit KaleDevOps Mu Young LeeProduct Management Chief Product Owner (local portfolio, steering group) 2.1.3 Management with Executive Responsibilities (MER) The function of MER for the Halcyon Program is fulfilled by Ed Vertatschitsch, VP, Treatment & Imaging Solutions.  MER is responsible for final approval of Change Requests, major go/no-go"
design roles and responsibilities matrix,,0.321746051,D53809-Tools Design and Development-kV collimator assembly tooling Rev 01.docx.pdf,D53809,1,2,1. Tool Development Plan > 1.1 Project Team and Roles,4,"Name Title Role Borislav Djurovic  Mechanical Engineer Design Engineering Stephen Thompson  Sr Product Manager Product Owner Susan Koehl  Sr Product Manager Product Owner Harshal Deshmukh  Sr QA Engineer  Quality assurance Elf Du  Mgr, Manufacturing Engineering  Mfg Engineering Manager Hao Sun Mgr, Manufacturing Engineering Mfg Engineering Allen Li Mechanical Engineer  NPI Engineering"
