sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
product variant management procedures in technical documentation,0.5440142,0.40683651,D35851 Hal 2.0 CSP Plan V02.docx.pdf,D35851,2,54,7. Feedback Collection and Management (Continued),17-18,"user or technical personnel (this instance is an Actual Adverse Event).  If due to a malfunction, and if the malfunction was to recur, may contribute to any death or serious injury of a patient, user or technical personnel (this instance is a Potential Adverse Event). 7.3Product Improvement Requests (Product Feedback) Management: 7.3.1Based on weekly triage meetings, the PIR’s will be assigned a unique PF # within the Clear quest database and dispositioned appropriately. Varian Medical Systems TITLE: D35851 Halcyon 2.0 Customer Satisfaction Plan V01 This document contains confidential, proprietary information of Varian Medical Systems.  It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number D35851 Rev. V01 Effective Date Date approved P a g e 18 | 18 7.3.1.1 Product Managers are responsible for ensuring product improvement requests are logged into the appropriate requirements backlog tool"
product variant management procedures in technical documentation,0.49139488,0.381476492,D45070 Hal 4 Applicable Product Standards Rev 2.docx.pdf,D45070,2,69,2. Standards Evaluation > 2.10 LASER and other Hardware-Related Standards (Continued),42,"without prior written permission from Varian Medical Systems. Doc Number Rev. Date D45070 2 date of last e-sign Format L00003413 Rev 08        Page 42 of 95 # Standard Applicable/ Not Applicable Document Identifier Title Evidence Tested by Comments/ Justification 2.10 -11 x Applicable  Not Applicable EU Regulation – 1907/2006 (REACH) Registration, Evaluation, Authorization and Restriction of Chemical Substances Varian Product Stewardship Specification L5922, W ork instructions Evaluating and Documenting Product Environmental Compliance L5925, and Varian Supplier Environmental Compliance Specification 100050820 X Self Cert  Following Varian procedures ensures compliance with the guidance. Information typically gained from the supplier Addition of TPMS computer requires new report and declaration from supplier 2.10 -12 x Applicable  Not Applicable The Measures for Environmental Administration of New Chemical Substances (China MEP Order 7) China REACH Varian Product Stewardship"
product variant management procedures in technical documentation,0.4553197,0.410356849,D23997 Halcyon v2 Design and Development Plan Rev 01.pdf,D23997,2,68,3.4 Project Risk Management > 6.1.2 Languages to be released with Halcyon v2 (Continued),38-39,"documentation. Participates in the post market surveillance Is Paritosh Ambekar, Andrew Halcyon v2 Design And Development Plan This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc NumberRev.Date Date of last e- D2399701 signature Format LL00000106 Rev 08Page 39 of 43 responsible for making the product sellable by configuring it in the Price Book as well as in the SAP configurator. Also, assists in creating and getting approval on the product’s pricing Brackenbury Product ManagementRepresents the Product Management function on the team. Ensures that device requirements are defined and that they reflect user’s needs. Ensures correct technical content of the user facing documentation. Participates in the post market surveillance. Susan Koehl, Mu Young Lee (Physics/QA) PMO: Program/Project Management"
product variant management procedures in technical documentation,0.3296075,0.427780658,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,488,4 Supply voltage: (Continued),315,"Software - Mapping of required evidence and manufacturer documents Table of Referenced Procedures and Templates Procedure Topic ID Number Document Title Revision Quality Management System General MGT03 Quality Manual, Varian Oncology Systems 02 Records DOC0203 Quality Records Retention Schedule 07 Development Process General DND01 Design and Development Procedure 02 DND15 DR Handling Work Instruction 01 DND07F06 Design Output Review  01 Risk Based Design & Development DND0203 Instruction 02 DND19 Software Configuration Management Procedure 02 LL00000016 Change Request 05 NPV01 Process Software (PSW) Validation Procedure 05 L3975 Varian PLC Process for 3rd party projects 02 Planning DND04T01 Design and Development Plan (DDP)  02 DND08T01  Verification Plan  01 DND09T01 Validation Plan 02 REG0504 Regulatory Plan 01 Requirements Management DND05G01 Requirements Management Work Instruction 05 DND05T02 Product Requirements Document (PRD)  01 L3864 Feature Design Description (FDD) 01 L3863 01"
product variant management procedures in technical documentation,0.3179555,0.39381355,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,85,2. “Ethos Radiotherapy System ” > 9.2 EU Marketing Clearance Strategy > 9.2.1 ISD documentation requirements (Continued),38-39,"System Design Description Yes. update D26790 Rev 4.0 Product HAL Photo-like Images Management Possible update DOR D33837 Rev 3.0 Product HAL Accessory and Component List Management No update DTR P1029393-B Hardware System Diagram Engineering Probable update DTR P1036929 Rev A Hardware Stand Gantry Assembly Engineering Probable update DTR P1033504 Rev A Hardware Console Cabinet Assembly Engineering Probable update DTR Hardware 3rd ED Insulation Diagram  D36477 Engineering Probable update DTR Hardware System Interconnect Diagram  P1033507 Rev B Engineering Probable update DTR Hardware Console Interconnect Diagram P1033508 Rev B Engineering Probable update DTR Regulatory Plan Revision Doc Number 5.0 D54978 Varian Confidential REG0504F01 Rev 05 This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Page 39 of 83 Varian ISD Section Document Document/Example and"
product variant management procedures in technical documentation,0.28836864,0.382094085,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,92,2. “Ethos Radiotherapy System ” > 9.2 EU Marketing Clearance Strategy > 9.2.1 ISD documentation requirements (Continued),41-42,"1010232002 HAL1061 Engineering New DTR 9 Labeling & Instructions for Use 9a – Device Identification Labels Identification plate(s) (drawings of the labels containing the CE Mark) HAL 3.0 version Engineering New DTR Regulatory Plan Revision Doc Number 5.0 D54978 Varian Confidential REG0504F01 Rev 05 This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Page 42 of 83 Varian ISD Section Document Document/Example and Comment Functional Responsibility Doc update? Due Date About Box (eLabel System build) N/A Engineering update 9b – User Documentation Instructions for Use P1023892-001-A Technical publications Update DTR Customer Release Note P1023896-001-A Product Management DTR Update Quick Reference G2 uide P1023894-001-A Technical publications DTR Update Periodic Maintenance Inspection Instruction or checklist TBD Product Support Engineering NA Update"
product variant management procedures in technical documentation,0.2801238,0.376557291,D67424 Ethos 4.0 Product Technical Requirements Rev 02.pdf,D67424,2,5,3. BB is not used,4-5,"4. Dot inside Zz in Customer facing documents is eliminated in Software about box due to operating constraints BB = Two numbers indicating system build number Zz = Two numbers indicating: Z = maintenance release – whole digit Z = maintenance release – tenths digit YY = Two digits indicating minor release (A leading Zero is placed to the left if in single digits) XX = Two numbers indicating major release (A leading Zero is placed to the left if in single digits) b) Revision version: Defined by the product name and X.Y (e.g. Truebeam 2.7、 ARIA 13.6、 Eclipse 15.5) If it is a major enhancement, change component XX and adjust the version number. If this is a minor enhancement, change component YY and adjust the version number. If this is a corrective update, change component ZZ and adjust the version number. D67424 Ethos 4.0 Product Technical Requirements This document contains confidential, proprietary information of Varian Medical"
product variant management procedures in technical documentation,0.27561688,0.377441794,D30786 Halcyon 2.0 Regulatory Plan Rev 1.0.doc.pdf,D30786,1,41,7.2 Specific Medical Device Standards (Continued),23-24,"21 CFR 1002.10Product Reports following Product Reports 21 CFR 1020.30 and 1020.33   Self Cert Third Party CT capability, is included in this standard   Applicable 2.15.11 EN ISO Not Applicable 13485:2003/AC:2009 Quality management systems. Requirements for regulatory purposes Global Quality Manual, LL00000001 Item is not tested, it is verified by following SOPs Following Varian procedures ensures compliance with this standard. There are no separate test reports specific to the product being evaluated. Canada accepts only ISO 13485:2003. The Palo Alto Quality Management System is certified to the 2003 version of this standard. This has been documented, and the Notified Body will accept this certification for CE Marking. Halcyon 2.0 Regulatory Plan This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc NumberRev.Date Date of last e- D307861.0 signature"
product variant management procedures in technical documentation,0.27134824,0.393558145,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,6,1.0 Introduction > 1.2     Scope,4,"This document evaluates the applicability of the product-specific standards, laws, and/or directives that must be met to obtain and maintain market access in target markets.  Additional standards may be included for evaluation based upon customer requests and commercial considerations. This document identifies the product-specific standards, laws, and/or directives that apply to the entire device or product. Project-specific requirements and timing may be specified in the Regulatory Plan and the Design and Development Plan. Regulations applicable to Varian Products 1.3 The product-specific standards, laws, and/or directives; and guidance documents listed within this record are used to demonstrate product compliance and/or conformity. The regulations with which Varian establishes its quality system and for which our company is audited and certified (ISO 13485, MDSAP) for ongoing compliance are maintained in the Varian Master Regulations and Standards List."
product variant management procedures in technical documentation,0.24963011,0.372812122,D63983 Halcyon 4.0 UA Checklist Rev 01.pdf,D63983,1,4,3.0 Checklist (Continued),2,"This document contains confidential, proprietary information of Varian, a Siemens Healthineers Company. It may not be copied or reproduced without prior written permission from Varian. Page 2 of 6 Task Task Description Done Justification if N/A; Notes Date # Graphics 5. Add, review and revise graphics for product changes and best practices (usability, clarity, text separated from graphics for Localization). Done 30-Jun-22 IFU, until 21-Jul-22 UI 6. [Optional] Review UI elements and strings for clarity and consistency and give feedback to developers. Deferred task to Product Management and N/A 13-Jun-22 UX teams RMR 7. Confirm the status of the risk management report (RMR) and tracing of labeling risk items to the UA. Done 19-Jul-22 Last reviewed for IFU Revise UA for fixed issues and Done 22-Jul-22 Issues/DRs  Traceable in project ADLM. 8. resolved DRs. Product 9. version Verify with Engineering and Regulatory Submissions the product version. MPC RG requirements verified with Stuart"
