sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
design control procedures for new device development,0.76401234,0.371238679,D101277 106485676MIN-001 IEC60601-1 Ed.3.2 HAL4.0_30_APR_2026 Rev 1.pdf,D101277,1,465,6. The MSO shall only be used to power the console cabinet (Continued),280-281,"software requirements Procedures used: RSK01 Medical Device Risk Management Risk Control measures are described as requirements, following RSK0101T02 Risk Management Report (RMR) Device records: D56979 HAL 4.0 Risk Management Report P b) assigns to each SOFTWARE ITEM that contributes to the implementation of a RISK CONTROL measure a software safety class based on the RISK that the RISK CONTROL measure is controlling Procedures used: RSK0101 Medical Device Risk Management Device records: D45739 HAL 4.0 Design and Development Plan P Page 281 of 352                           Report No.106485676MIN-001 IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1U c) develops the SOFTWARE ITEM in accordance with Clause 5 Procedures used: The development of software items associated with risk control measures follows DND01 Design and Development Procedure DND04T01 Design and Development Plan (DDP) references DND01 Design and Development Procedure Device records:"
design control procedures for new device development,0.67661995,0.435715,D101277 106485676MIN-001 IEC60601-1 Ed.3.2 HAL4.0_30_APR_2026 Rev 1.pdf,D101277,1,414,6. The MSO shall only be used to power the console cabinet (Continued),234-235,"resolution process, DND15 DR Handling Work Instruction Device records: D45739 HAL 4.0 Design and Development Plan D52172 Halcyon 4.0 Verification Plan D54550 HAL 4.0 Validation Plan P Page 235 of 352                           Report No.106485676MIN-001 IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1U 5.1.10 [B, C] The items to be controlled include tools, items or settings, used to develop the MEDICAL DEVICE SOFTWARE, which could impact the MEDICAL DEVICE SOFTWARE Procedures used: NPV 01 Process Software (PSW) Validation Procedure identifies control items. DND04T01 Design and Development Plan (DDP) includes tools and configuration management in Sections 5 Device records: D45739 HAL 4.0 Design and Development Plan P 5.1.11 [B, C] The MANUFACTURER plans to place CONFIGURATION ITEMS under documented configuration management control before they are VERIFIED Procedures used: DND07F04 Test Readiness Reviews (TRRs) ensure that items are controlled before"
design control procedures for new device development,0.6756576,0.364141226,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,461,4 Supply voltage: (Continued),292-293,"c) develops the SOFTW ARE ITEM in accordance with Clause 5 Procedures used (Appendix A): The development of software items associated with risk control measures follows DND01 Design and Development Procedure Rev 02 DND04T01 Design and Development Plan (DDP) Rev 02 references DND01 Design and Development Procedure Rev 02. Device records (Appendix B): D45739 HAL 4.0 Design and Development Plan Rev 06.docx P 7.3 VERIFICATION of RISK CONTROL measures— 7.3.1 [B, C] The implementation of each RISK CONTROL measure documented in 7.2 is VERIFIED, and this VERIFICATION is documented Procedures used (Appendix A): RSK0101T02 Risk Management Report (RMR) Rev 13 requires verification testing and documentation of effectiveness for Risk Control Measures. Device records (Appendix B): D56979 HAL 4.0 Risk Management Report rev02.pdf P Page 292 of 365                     Report No. 104993953MIN-001 IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1S"
design control procedures for new device development,0.6515766,0.429260164,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,401,4 Supply voltage: (Continued),243,"5.1.10 [B, C] The items to be controlled include tools, items or settings, used to develop the MEDICAL DEVICE SOFTW ARE, which could impact the MEDICAL DEVICE SOFTW ARE Procedures used (Appendix A): NPV 01 Process Software (PSW ) Validation Procedure Rev 02 identifies control items. DND04T01 Design and Development Plan (DDP) Rev 02 includes tools and configuration management in Sections 5. Device records (Appendix B): D45739 HAL 4.0 Design and Development Plan Rev 06.docx P 5.1.11 [B, C] The MANUFACTURER plans to place CONFIGURATION ITEMS under documented configuration management control before they are VERIFIED Procedures used (Appendix A): DND07F04 Test Readiness Reviews (TRRs) Rev 01 ensure that items are controlled before verification testing. Device records (Appendix B): D60703 HAL 4.0 Verification Test Readiness Review TRR1 Rev 02.pdf D60609 HAL 4.0 Verification Test Readiness Review TRR2 Rev 02.pdf D60610 HAL 4.0 Verification Test Readiness Review TRR3 Rev 01.pdf"
design control procedures for new device development,0.65057826,0.398795843,D101277 106485676MIN-001 IEC60601-1 Ed.3.2 HAL4.0_30_APR_2026 Rev 1.pdf,D101277,1,400,6. The MSO shall only be used to power the console cabinet (Continued),222,"DND04T01 Design and Development Plan (DDP) Device records: D45739 HAL 4.0 Design and Development Plan P c) TRACEABILITY between SYSTEM requirements, software requirements, SOFTWARE SYSTEM test, and RISK CONTROL measures implemented in software Procedures used: Traceability is described in DND01 Design and Development Procedure, which is referenced in the DND04T01 Design and Development Plan (DDP) RSK0101 Medical Device Risk Management DND01 Design and Development Procedure Device records: D45739 HAL 4.0 Design and Development Plan P d) software configuration and change management, including SOUP CONFIGURATION ITEMS and software used to support development Procedures used: DND19 Software Configuration Management Procedure and SOUP are included in the DND04T01 Design and Development Plan (DDP) Software used to support development is included in the Tools section of the DND04T01 Design and Development Plan (DDP) Device records: D45739 HAL 4.0 Design and Development Plan P"
design control procedures for new device development,0.5816002,0.386820525,D101277 106485676MIN-001 IEC60601-1 Ed.3.2 HAL4.0_30_APR_2026 Rev 1.pdf,D101277,1,480,6. The MSO shall only be used to power the console cabinet (Continued),292-293,"Procedures used: DND04F01 Change Request provides for approvals. Implementation follows DND01 Design and Development Procedure Device records: Completed DND04F01 Change Request Form(s) P 9.5 [A, B, C] The MANUFACTURER maintains records of PROBLEM REPORTS and their resolution including their VERIFICATION Procedures used: DND15 DR Handling Work Instruction requires testing as necessary to verify that the discrepancy no longer exists Verification Test records are maintained in the Design History File (DHF) for each project Device records: Design History File Index P Page 293 of 352                           Report No.106485676MIN-001 IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1U The MANUFACTURER updates the RISK MANAGEMENT FILE as appropriate Procedures used: Risk impact and any associated activities are part of the DND04F01 Change Request RSK0101T01 Risk Management Plan documents updating of the Risk Management File Device records: D59555 HAL 4.0 Risk"
design control procedures for new device development,0.58070874,0.396097243,D101277 106485676MIN-001 IEC60601-1 Ed.3.2 HAL4.0_30_APR_2026 Rev 1.pdf,D101277,1,422,6. The MSO shall only be used to power the console cabinet (Continued),242,"Page 242 of 352                           Report No.106485676MIN-001 IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1U 5.2.4 [A, B, C] The MANUFACTURER re-EVALUATES the MEDICAL DEVICE RISK ANALYSIS when software requirements are established and update it as appropriate Procedures used: DND01 Design and Development Procedure specifies using the RSK01 Medical Device Risk Management at all phases throughout development. DND04T01 Design and Development Plan (DDP) references the DND01 Design and Development Procedure Device records: D45739 HAL 4.0 Design and Development Plan P 5.2.5 [A, B, C] The MANUFACTURER ensures that existing requirements, including SYSTEM requirements, are re-EVALUATED and updated as appropriate as a result of the software requirements analysis ACTIVITY Procedures used: The DND05G01 Requirements Management Work Instruction specifies review and update of requirements (section 5.1) DND05T02 Product Requirements Document"
design control procedures for new device development,0.57481253,0.360389143,D45070 Hal 4 Applicable Product Standards Rev 2.docx.pdf,D45070,2,12,2. Standards Evaluation > 2.1.1  Applicable Standards (Continued),7-8,"devices (ISO 14971:2007, Corrected version 2007- 10-01) Design and Development Procedure LL00000101; Medical Device Risk Management LL00000107 Item is not tested, it is verified by following SOPs Following Varian procedures ensures compliance with this standard. There are no separate test reports specific to the product being evaluated. Published to EU Official Journal for Medical Devices HAL 4.0 Applicable Product Standards This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date D45070 2 date of last e-sign Format L00003413 Rev 08        Page 8 of 95 # Applicable/ Not Applicable Document Identifier Title Evidence Tested by Comments/ Justification x Applicable 2.1.-  Not Applicable 10 ISO 15223-1:2016 Medical devices - Symbols to be used with medical device labels, labelling and information to be supplied - Part 1: General requirements"
design control procedures for new device development,0.49157792,0.402723581,D101277 106485676MIN-001 IEC60601-1 Ed.3.2 HAL4.0_30_APR_2026 Rev 1.pdf,D101277,1,473,6. The MSO shall only be used to power the console cabinet (Continued),287,"TRF No. IEC60601_1U 8.2.1 [A, B, C] The MANUFACTURER changes CONFIGURATION ITEMS identified to be controlled according to 8.1 only in response to an approved CHANGE REQUEST Procedures used: DND19 Software Configuration Management Procedure addresses changes and change requests DND04F01 Change Request documents change and provides for approval DND04T01 Design and Development Plan (DDP) includes configuration management and references DND01 Design and Development Procedure; DND01 Design and Development Procedure includes Design & Development Plan Device records: D45739 HAL 4.0 Design and Development Plan P 8.2.2 [A, B, C] The MANUFACTURER implements the change as specified in the CHANGE REQUEST Procedures used: DND04F01 Change Request documents change and provides for approval Implementation follows DND01 Design and Development Procedure DND04T01 Design and Development Plan (DDP) references DND01 Design and Development Procedure; DND01 Design and Development Procedure"
design control procedures for new device development,0.48741415,0.350567132,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,470,4 Supply voltage: (Continued),299-300,"and references DND01 Design and Development Procedure Rev 02; DND01 Design and Development Procedure Rev 02 includes Design & Development Plan. Device records (Appendix B): D45739 HAL 4.0 Design and Development Plan Rev 06.docx P Page 299 of 365                     Report No. 104993953MIN-001 IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1S Attachment - Software – IEC 62304:2006 — 8.2.2 [A, B, C] The MANUFACTURER implements the change as specified in the CHANGE REQUEST Procedures used (Appendix A): LL00000016 Change Request Rev 05 documents change and provides for approval Implementation follows DND01 Design and Development Procedure Rev 02 DND04T01 Design and Development Plan (DDP) Rev 02 references DND01 Design and Development Procedure Rev 02; DND01 Design and Development Procedure Rev 02 references DND04T01 Design and Development Plan (DDP) Rev 02. Device records (Appendix B): D45739 HAL 4.0 Design and Development Plan Rev 06.docx P"
