sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
accessory and component list for the device,0.817283,0.350283504,D46704 HAL  4.0 Accessory and Component List Rev 1.0.docx.pdf,D46704,1,5,4. Component List (Continued),4-6,"Lasers Aids to position the patient for radiation treatment Couch Supports the patient for radiation treatment Transformer Required when the country uses 380V power (not included with other power configurations) Mains Disconnect Panel Device that connects or disconnects all system power Device that houses the interface to the cell’s door Relay Junction Box switches, emergency off switches, and warning lamps Table 4:  Console area and Treatment Room Components HAL 4.0 Accessory and Component List This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date Date of D46704 1.0 eSign Format L00002426 Rev 02   Page 5 of 5 Varian Confidential Appendix A: Abbreviations and Definitions  D10532 HAL Treatment Delivery Platform Glossary Document Signing Page This document has been reviewed and electronically signed by the following people:"
accessory and component list for the device,0.7757747,0.289822876,D46704 HAL  4.0 Accessory and Component List Rev 1.0.docx.pdf,D46704,1,6,4. Component List (Continued),6,"Workflow ID: 186405334, Doc Title: HAL  4.0 Accessory and Component List, Doc No:D46704, Rev: 1.0, Approver: Susan Koehl (skoehl), Title: Sr. Product Manager, Date: Wednesday, 10/12/2022 11:27 AM  Pacific Daylight Time, Meaning: I acknowledge my electronic signature carries the same meaning as a handwritten signature Workflow ID: 186405334, Doc Title: HAL  4.0 Accessory and Component List, Doc No:D46704, Rev: 1.0, Approver: Stuart Crowther (scrowthe), Title: Sr. Regulatory Submissions, Date: Wednesday, 10/12/2022 01:02 PM  Pacific Daylight Time, Meaning: I acknowledge my electronic signature carries the same meaning as a handwritten signature Workflow ID: 186405334, Doc Title: HAL  4.0 Accessory and Component List, Doc No:D46704, Rev: 1.0, Approver: Tom Dwyer (tdwyer), Title: RA / QA Specialist, Date: Thursday, 10/13/2022 10:05 AM  Pacific Daylight Time, Meaning: I acknowledge my electronic signature carries the same meaning as a handwritten signature"
accessory and component list for the device,0.44679642,0.357230037,D46704 HAL  4.0 Accessory and Component List Rev 1.0.docx.pdf,D46704,1,1,1. Purpose,3,The purpose of this document is to describe the accessories and components that are included with HAL 4.0 and all models of linear accelerators included in the HAL platform.  All accessories and components will be included with both models unless noted otherwise. HAL models include:  Halcyon  Ethos radiotherapy system
accessory and component list for the device,0.43578145,0.308890373,D101277 106485676MIN-001 IEC60601-1 Ed.3.2 HAL4.0_30_APR_2026 Rev 1.pdf,D101277,1,311,6. The MSO shall only be used to power the console cabinet (Continued),169-170,"P1047701 60601-1 Evaluated in the device. 8. BONDED COVER, COUCH UPPER Vitalo, CHI MEI Corp PC 510 ABS 4.0mm +1.0mm/ - 2.5mm UL94-V0. VMS Drawing # P1004878 UL 94 UR E56070 Page 170 of 352                           Report No.106485676MIN-001 IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1U TABLE: List of critical components 8.10 P Component/ Part No. Manufacturer/ Trademark Type No./model No./ Standard No./, Technical data Edition Mark(s) & Certificates of conformity 1 Provided for PE Cables Brevetti Stendalto 4250106GV connections between all moving parts: gantry windup, couch lateral windup, couch longitudinal windup, and couch vertical scissors Green and yellow,  High- flexible, class 6 VMS DRAWING # P1004499, P1004530, P1006668, P1002825 IEC 60228 cURus LIVE VIEW Camera Board Shenzhen Huishi Electronics Co HS-EFV-P 1/3” color WDR CCTV, Composite Video Y/C output 1.0V p- p/75Ω 60601-1 Evaluated in the device N3125-V3 1.3MP coaxial high-definition"
accessory and component list for the device,0.43548137,0.296848536,D46704 HAL  4.0 Accessory and Component List Rev 1.0.docx.pdf,D46704,1,4,4. Component List,4,"Principle Components Purpose Supervisor and control system nodes Real-time embedded computer that monitors all controls and functions Treatment Software Application Manages the treatment plan information and provides machine control to the operator Patient Verification Software Application Manages image acquisition and analysis for patient positioning verification Table 3:  Principal Components Components Purpose Standard computer display monitors, keyboard and mouse Input device and display Control console, including intercom speaker and microphone Input device and communication Console computer cabinet House the computers and related hardware Stand Exterior frame of the system Gantry Houses the radiation-producing components, imager, and radiation shielding Touchscreen Input device and display Motion controls Input device for couch motion and speaker volume In room Intercom, microphone and speaker Patient and Treatment provider communication Camera Patient monitoring"
accessory and component list for the device,0.38554814,0.316233128,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,296,6. The MSO shall only be used to power the console cabinet (Continued),169,"Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1S 8.10 P TABLE: List of critical components Component/ Part No. Manufacturer/ Trademark Type No./model No./ Standard No./, Technical data Edition Mark(s) & Certificates of conformity 1 7. Brake Solenoid GeePlus M250-25LE 21 Vdc max. VMS Drawing # P1047701 Evaluated in the 60601-1 device. 8. BONDED COVER, COUCH UPPER Vitalo, CHI MEI Corp PC 510 ABS 4.0mm +1.0mm/ - 2.5mm UL94-V0. VMS Drawing # P1004878 UL 94 UR E56070 Brevetti PE Cables Stendalto Provided for 4250106GV connections between all moving parts: gantry windup, couch lateral windup, couch longitudinal windup, and couch vertical scissors Green and yellow,  High- flexible, class 6 VMS DRAWING # P1004499, P1004530, P1006668, P1002825 IEC 60228 cURus LIVE VIEW Camera Board Shenzhen Huishi Electronics Co HS-EFV-P 1/3” color WDR CCTV, Composite Video Y/C output 1.0V p- p/75Ω Evaluated in the 60601-1 device"
accessory and component list for the device,0.34753713,0.285826743,D101277 106485676MIN-001 IEC60601-1 Ed.3.2 HAL4.0_30_APR_2026 Rev 1.pdf,D101277,1,304,6. The MSO shall only be used to power the console cabinet (Continued),164-165,"E174228 WIKA S-20 Series 35Vdc, 40mA, 10-80°C 0- 5.8kpsi UL 508 cULus TE Connectivity U525D-000005-9V, 5mA 007BG 0 – 20kpsi -40 to 125°C UL 508 UL 9. SENSOR, LEAK DETECTION Gems sensors LS-10 10W, 50-100 VDC Resistive Only, N.C. VMS Drawing # P1007192001 UL 508 UR UL file # E45168 10. Hose SWAGELOK PB-12 Rubber Core Hose Rayon Fiber Reinforced Working Pressures - Up to 350 psig (24.1 bar) 60601-1 Tested in the device Page 165 of 352                           Report No.106485676MIN-001 IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1U TABLE: List of critical components 8.10 P Component/ Part No. Manufacturer/ Trademark Type No./model No./ Standard No./, Technical data Edition Mark(s) & Certificates of conformity 1 11. Copper brazed plate heat exchanger 0.211 m2 heat Kaori K030 x 20 transfer area 3000 kPa max pressure, VMS Drawing # P1011910 Tested in the 60601-1 device 12. Hose SWAGELOK PB-6 Rubber Core Hose Rayon Fiber Reinforced Working Pressures - Up"
accessory and component list for the device,0.33426335,0.289634764,D101277 106485676MIN-001 IEC60601-1 Ed.3.2 HAL4.0_30_APR_2026 Rev 1.pdf,D101277,1,310,6. The MSO shall only be used to power the console cabinet (Continued),168-169,"cotton VMS Drawing # P1012695 60601-1 Tested in device Page 169 of 352                           Report No.106485676MIN-001 IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1U TABLE: List of critical components 8.10 P Component/ Part No. Manufacturer/ Trademark Type No./model No./ Standard No./, Technical data Edition Mark(s) & Certificates of conformity 1 3. Couch paddle collision detection limit switch Micro  Switch / Honeywell  4 provided. 1DM79 125 Vac, 1 A VMS Drawing # P1010553 UL 508 UR, CSA UL recognized file #E22779 CSA certified file #LR4442 4. E-stop switch push button EAO 14-272.0252 250 Vac, 5 A IP67 VMS Drawing # P1010242 UL 1054 UR 5. Couch lift motor Parker Hannifin Corp K089300-5Y1 Class H, 12 pole VMS Drawing # P1007120 UL 1446 UR E150870 6. MOTOR, COUCH LNG/LAT Shenzhen Han’s Motor S&T Co Ltd LSMF110203A 65 W, 3.2 Arms, 6.4 Arms peak 120 °C Evaluated in the 60601-1 device 7. Brake Solenoid GeePlus M250-25LE 21 Vdc max. VMS Drawing #"
accessory and component list for the device,0.3198645,0.287287205,D101277 106485676MIN-001 IEC60601-1 Ed.3.2 HAL4.0_30_APR_2026 Rev 1.pdf,D101277,1,314,6. The MSO shall only be used to power the console cabinet (Continued),172,"Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1U TABLE: List of critical components 8.10 P Component/ Part No. Manufacturer/ Trademark Type No./model No./ Standard No./, Technical data Edition Mark(s) & Certificates of conformity 1 kV Imager (Optional) Varian P1019071 24 VDC, 562 mm x 588 mm. 1.5 mm thick sheet metal back cover. 60601-1 Evaluated in the device P1048926 24VDC, 964mm x 591.5mm 60601-1 Evaluated in the device HV cable (Optional) Claymount   L3-type Locaflex 75 kVDC NEMA XR-7 UL HV connector/ termination (Optional) Claymount  CA1RA 100 kVDC NEMA XR-7 UL Circuit Breaker, CB5 Schneider Electric (SQUARE-D) MG17472 480V,30A,3P VMS Drawing # P1012798 UL 489 IEC 60947-2 UL File No. E215117 EATON FAZ-C32/3 or FAZ-D32/3 480V, 32A, 3P IEC 60947-2 UL UL File number:177451 CONTACTO R, K5 EATON (MOELLER) DILM32 3P, 32A,48- 60VDC,NC AUX VMS Drawing # P1012260 IEC/EN 60947-4- UL 1; UL 508 E29096 Isolation Transformer Shanghai SK Transformer Co., Ltd. HAL-3PIT  Input:"
accessory and component list for the device,0.29941237,0.291154891,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,285,6. The MSO shall only be used to power the console cabinet (Continued),160,"TABLE: List of critical components Component/ Part No. Manufacturer/ Trademark Type No./model No./ Standard No./, Technical data Edition Mark(s) & Certificates of conformity 1 Alternate HV Power supply 133 Advanced Energy Input: 0-12 Vdc MPM12-1K5P Output: 250 to 1500 Vdc, 1.5 W. In the end use: input: 4 Vdc, the output 500 Vdc. Encapsulated with Silicone- based RTV. Operating temp: -10 to 60°C. VPN SE600038070. IEC 60601-1, Ed. Tested in Device 3.0 FD6Z04510A or Laser LECC M45BD3A55A ""Class 2M, 450nm +/- 10nm VMS Drawing # P1003645"" IEC 60825-1 cCSAus VACION Power supply Assembly VMS Drawing # Various P1007711 V-0 Circuit board. Consists of the following 1 item 60601-1 Tested in Device 1. DC / DC converter, U3 EMCO GP40R Input 0-12 V, Output up to 4 kV VMS Drawing # 7859314970 60601-1 Tested in Device Collimator rotational drive  motor MAXON  EC 60 FLAT 6000 RPM 2.77 A VMS Drawing # P1009651 Evaluated in the 60601-1 device MLC leaf motor Maxon Precision Motors, Inc 502402 11 Volts"
