sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
document update and revision control procedure,0.65068924,0.2939127478,D60083 HAL 4.0 CTR Review Report rev01.pdf,D60083,1,16,Document_Header (Continued),10,"Add new test case • Add reference document Update control 394578 • Add new acceptance criteria / remove trace to existing non essential control AC • Add new test case Update control 394660 • Add new acceptance criteria / remove trace to existing non essential control AC • Add new test case Action items to be closed in D61907 Action items to be closed in D61907 25.395153 - Mishandling of gantry motor magnets ME JE A JE, KS Update control 394705 • Confirm control exists in D19358 and PRM manual. Add CTR reference if necessary (maybe only to PRM?) • Add new acceptance criteria / remove trace to existing non essential control AC • Add new test case Action items to be closed in D61907 Action items to be closed in D61907 26.395167 - Ineffective water treatment ME JE A JE, KS Confirm if all controls are still valid. Some of these procedures may not be done still. For those that are not valid, remove them. For those that are: • Add new acceptance criteria / remove"
document update and revision control procedure,0.4794275,0.2879549596,D101531 - HAL CCH Rail Vendor Change – DFMEA Design Review.docx.pdf,D101531,,6,Document_Header (Continued),3,"Service documentation updates: Review and update service instructions as needed to ensure lubrication procedure and identification of old vs new rail configuration are clear. Follow-up tasks (owners): o Function test plan for rail change (fit/form/function + acceptance criteria + linked test cases) → Maximilian Pham. o Function testing execution and test report (per approved plan; archive trajectory errors) → Allen Li. o Field data collection (rail-related failures; long-running fleet) → Maximilian Pham. o Reliability justification (resource study + field data + functional test evidence; no long-term reliability) → Allen Li. o DFMEA update for new rail part numbers and configuration linkage (controls unchanged) → Allen Li (with Subsystem lead, system engineers and QA review). o Service documentation review/update (lubrication procedure + identification method) → Allen Li. Assessment Accepted (no further Review required)Not Accepted (follow-up Review required) ☐  - As is"
document update and revision control procedure,0.20882356,0.27397443639999997,D68985 HAL 4.0 IEC 62304+A1 2015 Software Lifecycle Assessment Rev 01.docx.pdf,D68985,1,50,Document_Header (Continued),28,"appropriate as a result of the software requirements analysis ACTIVITY Procedures used (Appendix A): The DND05G01 Requirements Management W ork Instruction Rev 05 specifies review and update of requirements (section 5.1) DND05T02 Product Requirements Document (PRD) Rev 03 references the Requirements Management W orks Instruction. Device records (Appendix B): D41377 HAL 4.0 Product Requirements Pass 5.2.6 [A, B, C] The MANUFACTURER shall verify and document that the software requirements: -- a) implement SYSTEM requirements including those relating to RISK CONTROL Procedures used (Appendix A): DND01 Design and Development Procedure Rev 02and RSK01 Medical Device Risk Management Rev 04 specify developing requirements that address performance and risks. Risk control implementation is documented in RSK0101T01 Risk Management Plan Rev 03 DND05T01 System Requirements Specification (SyRS) Rev 01 documents requirements, including items related to risk control Requirements are verified and"
document update and revision control procedure,0.17497347,0.339294016,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,124,2. “Ethos Radiotherapy System ” > 9.5 China Marketing Clearance Strategy > 9.5.1 China documentation requirements (Continued),57-58,"Software Life Cycle Process CR / Software Verification CH3.5.5.8 & Validation CR / CH3.5.5.8.1 [Study Description, Study Number, Start Date] CR / CH3.5.5.8.1.1 Summary CR / CH3.5.5.8.1.2 Complete Report CR / CH3.5.5.8.1.3 Statistics CR / Version Update CH3.5.5.9 History CR / Residual Defects CH3.5.5.10 CR (Errors, Faults) / CH3.5.5.11 Cybersecurity CR Engineering DOR (ME, EE, Sys. & Pckg.) / CH3.5.5.12 Interoperability CR Regulatory Plan Revision Doc Number 5.0 D54978 Varian Confidential REG0504F01 Rev 05 This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Page 58 of 83 RPS Catalogue Application Title Data Requirements Conditions Due Date Responsibilit y Usability / Human CH3.5.11 Factors / CR CH3.5.11.1 [Study Description, Study Number, Start Date] CR / CH3.5.11.1.1 Summary CR / CH3.5.11.1.2 Complete Report CR / CH3.5.11.1.3 Statistics CR /"
document update and revision control procedure,0.13117322,0.3181532893,D76021 HAL4.0MR1 Manufacturing Readiness Review Report Rev02.docx.pdf,D76021,2,2,Document_Header (Continued),2-3,"Rev Date Reason For Change Description of Change Author 7th July 2023 02 Documents Rev update, DTR2 date update, STO update Correct the DFR Rev from 02 to 03 in Appendix A; Change the DTR2 date from 7th July to 14th July in 3.1.1; update the STO according to current status in 3.3.1 Xiang Peng 30th June 2023 01 Initial release Initial release Xiang Peng Review Type ☐ Design Review ☒ The review was done individually. This means that every participant received a copy of all necessary documents for review. The document owner/author collected feedback and summarized it within this review document. ☐ Other (describe in field): HAL4.0 MR1 Manufacturing Readiness Review Report This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date Date of last e- D76021 02 Sign DND07F12 Rev 01 Page 3 of 24 Meeting Minutes"
document update and revision control procedure,0.10989668,0.3000317544,D68985 HAL 4.0 IEC 62304+A1 2015 Software Lifecycle Assessment Rev 01.docx.pdf,D68985,1,108,Document_Header (Continued),61-62,"Management Procedure Rev 03 Configuration management is documented in the DND04T01 Design and Development Plan (DDP) Rev 04. Device records (Appendix B): Change control after the release will follow the process DND01 Pass f) procedures to EVALUATE and implement, for SOUP: -- – upgrades Procedures used (Appendix A): L3975 Varian PLC Process for 3rd party projects Rev 02 mandates contractual change management arrangements to be made, and includes upgrades L3975 Varian PLC Process for 3rd party projects Rev 02 is referenced in the DND04T01 Design and Development Plan (DDP) Rev 04 in connection with the elements of this release that are developed by 3rd parties. Device records (Appendix B): Change control after the release will follow the process DND01 Pass – bug fixes Procedures used (Appendix A): L3975 Varian PLC Process for 3rd party projects Rev 02 Pass IEC 62304+A1:2015 Software Lifecycle Assessment for HAL 4.0 This document contains confidential, proprietary information of"
document update and revision control procedure,0.08834723,0.2807836087,D49700 HAL 4.0 External Product Evaluation Plan_Pre-Clinical Evaluation Rev 3.0.docx.pdf,D49700,3,1,Document_Header (Continued),1-5,"Susan Koehl Updates to document Changes to the title of the document to describe the overview of the evaluation. Changing Rev to 3.0 Updated Approvers / reviewers Changes to the entire document, the reader should review the document in its entirety. Pre-Clinical Evaluation HAL 4.0 External Product Evaluation Plan: Pre-Clinical Evaluation This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date D49700 3.0  See e-sign Format L4613 rev01  Page 2 of 23 Varian Confidential HAL 4.0 External Product Evaluation Plan: Pre-Clinical Evaluation This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date D49700 3.0  See e-sign Format L4613 rev01  Page 5 of 23 Varian Confidential"
document update and revision control procedure,0.08787644,0.2673415451,70001791 Rev0.2 HAL4.0 KV collimator motion test PCP.pdf,70001791,2,7,Document_Header (Continued),7-8,"Process Control Plan for HAL 4.0 KV collimator motion test (Beijing) Document Number: 70001791 Revision: 0.2 Varian Medical Systems Confidential Page 7 of 7 Format ME 709 Rev 04 Revision History Rev. No. Description of Change Reason for Change Author 0.1 Drafting release Not applicable Jinkai Shi Update the document name to expend the 0.2 test scope and re-evaluate risk analysis score due to late-stage config To apply late-stage config strategy and Jinkai Shi DFMEA result. Document Signing Page This document has been reviewed and electronically signed by the following people: Workflow ID: 158711513, Doc Title: Rev0.2 HAL4.0 KV collimator motion , Doc No:70001791, Rev: PCP, Approver: Moussa Iskandar (miskanda), Title: Senior Electrical Engineer, Date: Friday, 06/11/2021 08:20 AM  Pacific Daylight Time, Meaning: I acknowledge my electronic signature carries the same meaning as a handwritten signature"
document update and revision control procedure,0.07572137,0.345142037,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,86,2. “Ethos Radiotherapy System ” > 9.2 EU Marketing Clearance Strategy > 9.2.1 ISD documentation requirements (Continued),39,Comment Functional Responsibility Doc update? Due Date Feature/Specification Equivalence Halcyon 3.0 Feature Comparison Chart. D33835 Rev 4.0 Product Management Yes DIR 3 Design Information D33648 Rev03 Product HAL Product Requirements Management DOR update D33719 Rev 04 Product HAL User Needs and Detailed Workflows Management DOR update Systems Requirement Systems Requirement Specifications Specifications D43965 Rev 01 DOR Software-Specific Design Documents Software design is covered with hardware in the documents above. D44171 Rev 1.0 Engineering update DOR System Design Description 4 Product Verification and Validation Verification Plan  D34521 Rev03 Engineering New DOR Verification Summary Report Verification Summary Report D43904 Rev 01 Product Verification New DOR Validation Plan D43931 Rev 01 Product Validation New DOR Validation Summary Report (including Validation Design Trace Matrix) D43931 Rev 01 Product Validation New DOR
document update and revision control procedure,0.070176296,0.343407243,D95424 HAL 4.0 MR2 (HAL Evolve) Maintenance Release Document Rev 04.pdf,D95424,4,35,1. Maintenance Release Plan > 1.5 Software Configuration Management > 1.5.4 SOUP (Continued),16,"o Setting up label printing and complete label printing validation o Reviewing and releasing Impact analysis and initiating ECN to update manufacturing documentation, see table below for manufacturing documentations that will be revised in this project o Updating manufacturing process documentations include but not limited to manufacturing instructions, PCP, manufacturing information traceability plan, final quality acceptance. Note: a detailed list of deliverables will be presented in next revision of this document after implementing changes. ▪ Create golden media test disk ▪ Update factory cell automation test software ▪ Run Production Pilot ▪ Conduct manufacturing employees training ▪ Initiate and implement   ECN to introduce MR2 SW to current production Halcyon 4.0 and Ethos Radiotherapy System 4.0. Details to be elaborated in next revision of this document. • Note: o Given limited scope of changes included in this release, there is no functional sample build needed in SCM."
