sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
legacy device compliance assessment report for current design controls,,0.389421433,D61200 HAL 4.0 DFMEA rev01.pdf,D61200,1,203,2. Design FMEA Summary (Continued),59,"ground bond test, [394651] Design Routing and GND connection per 4-CA D12551   5 2 10 Implemented [769191] Device Malfunction: Electrical fault, [769211] Device Malfunction: Contact with electrical current or voltage 395150 STN Stand Gantry Protective Earth Cable Protective Earth P1004499 P1015240 P1006413 P1006414 P1013370 P1015458 P1011724 P1012681 P1012680 No Protective Earth Failure of conductors due to Mechanical Cycling Leakage current not discharged; potential not at ground 5 3 15 [394655] CSS process control: PMI inspection of ground wires and connections, [394652] Reliability Testing required for 4-CA Windups   5 2 10 Implemented [769211] Device Malfunction: Contact with electrical current or voltage 395151 STN Stand Gantry Protective Earth Cable Protective Earth P1004499 P1015240 P1006413 P1006414 P1013370 P1015458 P1011724 P1012681 P1012680 No Protective Earth Poor Crimp Quality due to uncontrolled mfg process Leakage current not discharged; potential not at ground 5 3 15"
legacy device compliance assessment report for current design controls,,0.383555532,D68779 HAL 4.0 Risk Control Measures Trace Matrix rev01.pdf,D68779,1,11,2. Risk Control Measures Verification Trace Matrix (Continued),7,451129 TPVerify_Examine_StandSidePanels HAL40_SYSTEM_REL_04.00.0012 1102216 Halcyon Default Passed NA 393685 Usability and ergonomic design of operator controls 394629 Ergonomic 605414 Design Control - STN - User input devices shall be located to prevent repetitive stress injuries TDS.Halcyon30.System.TRR_03.00.0031 558800 Halcyon Default Passed NA 393685 Usability and ergonomic design of operator controls 397237 Motion Button Guards 2310 SYRS1665.2.5.2; All user input devic... TRR5/1.0.49 10592 NA Passed NA 393686 Design ion chamber assembly to ensure filters installed correctly 394378 Mounting pattern 605367 Design Control - BGM Ion Chamber mounting pattern for components  TDS.Halcyon30.System.TRR_03.00.0031 558789 Halcyon Default Passed NA 393687 Ion chamber assembly design ensure correct installation 394378 Mounting pattern 605367 Design Control - BGM Ion Chamber mounting pattern for components  TDS.Halcyon30.System.TRR_03.00.0031 558789 Halcyon Default Passed NA
legacy device compliance assessment report for current design controls,,0.381477594,D68779 HAL 4.0 Risk Control Measures Trace Matrix rev01.pdf,D68779,1,425,2. Risk Control Measures Verification Trace Matrix (Continued),158-159,"Legacy/IGRT HAL40_SYSTEM_REL_04.00.0033 1259889 Halcyon Default Passed NA 393681 Risk Control Measure Couch manual retract handles designed to prevent entrapment 452039 UX RCMs ARIA TDS.Halcyon30.System.TRR_03.00.0031 547290 Halcyon Compatibility - ARIA 15.6 Passed NA HAL 4.0 Risk Control Measures Trace Matrix This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date Date of last e- D68779 01 Sign Format DND01T01 Rev 02   Page 159 of 176 393681 Risk Control Measure Couch manual retract handles designed to prevent entrapment 452039 UX RCMs Legacy/IGRT HAL40_SYSTEM_REL_04.00.0033 1268355 Halcyon Default Passed NA 393682 Risk Control Measure Support for attachment of transport tooling 1128317 Service RCMs 2 RCM HAL40_SYSTEM_REL_04.00.0033 1282037 Halcyon Default Passed NA 393683 Risk Control Measure Tooling to support during transport"
legacy device compliance assessment report for current design controls,,0.380058885,D68779 HAL 4.0 Risk Control Measures Trace Matrix rev01.pdf,D68779,1,65,2. Risk Control Measures Verification Trace Matrix (Continued),27,451005 COL Rotation Continuous Current Limit TDS.Halcyon30.System.TRR_3.0.36.4 508522 Halcyon Default Passed NA 393786 Remove hazardous voltage by monitoring current and removing power when exceeds threshold 396349 Couch longitudinal current limit 451006 CCH Longitudinal Current Limit HAL40_SYSTEM_REL_04.00.0012 1093797 Halcyon Default Passed NA 393786 Remove hazardous voltage by monitoring current and removing power when exceeds threshold 396350 Couch lateral current limit 451007 CCH Lateral Current Limit HAL40_SYSTEM_REL_04.00.0012 1093750 Halcyon Default Passed NA 393786 Remove hazardous voltage by monitoring current and removing power when exceeds threshold 396351 Couch vertical current limit 451008 CCH Vertical Current Limit HAL40_SYSTEM_REL_04.00.0012 1085048 Halcyon Default Passed NA 393787 Prevent access with secondary covers over hazardous voltages 394204 Stand: Power supply cover over terminals
legacy device compliance assessment report for current design controls,,0.379285723,D65864 HAL 4.0 Early Validation Summary Report Rev 01.docx.pdf,D65864,1,30,8. D63337 HAL 4.0 Early Validation Testing Review Report (Continued),15,"This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date Date of Last D65864 01 eSign DND09T02 Rev 02   Page 15 of 24 393679 Risk Control Measure Low Couch home position for ease of mounting/dismounting 452039 UX RCMs HAL40_SYSTEM_REL_04.00.0023 Halcyon Default Passed NA 393680 Risk Control Measure Design of interface for couch top index indents to provide secure attachment of loc bar/immobilization devices 451965 Machine Performance Check HAL40_SYSTEM_REL_04.00.0023 Halcyon Default Passed NA 393681 Risk Control Measure Couch manual retract handles designed to prevent entrapment 452039 UX RCMs HAL40_SYSTEM_REL_04.00.0023 Halcyon Default Passed NA 393685 Risk Control Measure Usability and ergonomic design of operator controls 452039 UX RCMs HAL40_SYSTEM_REL_04.00.0023 Halcyon Default Passed NA 393697 Risk Control Measure"
legacy device compliance assessment report for current design controls,,0.376976758,D64929 HAL 4.0 Validation Test Design Strategy Rev 02.docx.pdf,D64929,2,229,4. Validation Test Approach > 4.4 Test Case Selection Rationale > 4.4.3 Risk Control Measure Validation > 4.4.3.2 RCMs for Legacy Features (Continued),77-78,"rear couch collision, EMS, and audio/visual) and instructions for periodically check proper operation. N/A TEST CASE 967535 IFU - Quality Provider section N/A – in scope for No Validation TRR1 HAL 4.0 Validation Test Design Strategy This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date Date of Last D64929 02 eSign DND08T07 Rev 01 Page 78 of 97 Varian Confidential RCM Validation > Legacy Features > Quality Assurance Authority (Control Operator = Human) Total = 1 test case Test Case # HAL 4.0 Legacy Features Marketing Claim Risk Control Measure Actor(s) required to validate RCM Acceptance Criteria Description / Supporting Acceptance Criteria Special Test Execution Needs & Rationale Test Case Opt Out: Yes or No Opt Out Rationale 1 Legacy N/A RISK CONTROL MEASURE 393757 IFU not to use Machine QA mode to treat Quality Assurance Authority"
legacy device compliance assessment report for current design controls,,0.375676155,D68014 HAL 4.0 Validation Summary Report Rev 02.docx.pdf,D68014,2,43,35. HAL 4.0 Validation Scorecard - D65886 – Rev 02 (Continued),19-20,"393681 Control Measure Couch manual retract handles designed to prevent entrapment 455805 No entrapment from couch handles 452039 Legacy/IGRT HAL40_SYSTEM_REL_04.00.0033 1268355 Halcyon Default NA HAL 4.0 Validation Summary Report This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date D68014 Date of Last 02 eSign DND09T02 Rev 02   Page 20 of 72 Traced Item ID Traced Item Traced Item ShortTest Suite AC ID AC Short Description Test ID Test Name DescriptionName Product Identifier/Issue ID Run ID Configuration Status Version(Defects) Risk 393685Control Measure Usability and ergonomic designUsability and ergonomic design of 451730452039 Legacy/IGRT HAL40_SYSTEM_REL_04.00.0033 1268355 Halcyon Default NA of operator controls operator controls Risk 393697 Control Measure Guards at front of bore cover at couch lateral base to prevent foot trap"
legacy device compliance assessment report for current design controls,,0.375148177,D68779 HAL 4.0 Risk Control Measures Trace Matrix rev01.pdf,D68779,1,426,2. Risk Control Measures Verification Trace Matrix (Continued),159,1128317 Service RCMs 2 RCM HAL40_SYSTEM_REL_04.00.0033 1282037 Halcyon Default Passed NA 393685 Risk Control Measure Usability and ergonomic design of operator controls 452039 UX RCMs ARIA TDS.Halcyon30.System.TRR_03.00.0031 547290 Halcyon Compatibility - ARIA 15.6 Passed NA 393685 Risk Control Measure Usability and ergonomic design of operator controls 452039 UX RCMs Legacy/IGRT HAL40_SYSTEM_REL_04.00.0033 1268355 Halcyon Default Passed NA 393697 Risk Control Measure Guards at front of bore cover at couch lateral base to prevent foot trap 452039 UX RCMs ARIA TDS.Halcyon30.System.TRR_03.00.0031 547290 Halcyon Compatibility - ARIA 15.6 Passed NA 393697 Risk Control Measure Guards at front of bore cover at couch lateral base to prevent foot trap 452039 UX RCMs Legacy/IGRT HAL40_SYSTEM_REL_04.00.0033 1268355 Halcyon Default Passed NA 393699 Risk Control Measure Process control - packaging requirements L9588
legacy device compliance assessment report for current design controls,,0.374427319,D68779 HAL 4.0 Risk Control Measures Trace Matrix rev01.pdf,D68779,1,272,2. Risk Control Measures Verification Trace Matrix (Continued),103,"450781 Rear Paddle Switch compliance HAL40_SYSTEM_REL_04.00.0012 1110170 Halcyon Default Passed NA 393935 Hardwired, independent means to stop motion 396266 CSI-Fault Has At Least One Impact 450444 CSI-Fault Has At Least One Impact Test SPV HAL40_SYSTEM_REL_04.00.0012 1088143 Halcyon Default Passed NA 393935 Hardwired, independent means to stop motion 396266 CSI-Fault Has At Least One Impact 451472 CSI-Fault Has At Least One Impact Test BGM HAL40_SYSTEM_REL_04.00.0012 1088141 Halcyon Default Passed NA 393935 Hardwired, independent means to stop motion 396266 CSI-Fault Has At Least One Impact 451473 CSI-Fault Has At Least One Impact Test STN HAL40_SYSTEM_REL_04.00.0012 1088139 Halcyon Default Passed NA 393935 Hardwired, independent means to stop motion 396266 CSI-Fault Has At Least One Impact 451474 CSI-Fault Has At Least One Impact Test COL HAL40_SYSTEM_REL_04.00.0012 1088137 Halcyon Default Passed NA 393935 Hardwired, independent means to stop motion 396266 CSI-Fault Has At Least"
legacy device compliance assessment report for current design controls,,0.372900784,D68014 HAL 4.0 Validation Summary Report Rev 02.docx.pdf,D68014,2,33,35. HAL 4.0 Validation Scorecard - D65886 – Rev 02 (Continued),14,design and handleslightweight design and handles Risk 393680Control Measure Design of interface for couch top index indents to provide secure attachment of loc bar/immobilization devices MPC pahntom loc bar can be attached 460709451965 Legacy/IGRT HAL40_SYSTEM_REL_04.00.0033 1259889 Halcyon Default NA to couch top User 393367 Need Plan QA workflow can be*ARIA* Field in Field Plan 502111 AC4: Field in Field Plan QA 451966QA Authority HAL40_SYSTEM_REL_04.00.0033 1265471 Halcyon Default Passed NA performed.QA Risk 393866Control Measure Dose limit and breakpoint check if dose is going to exceed limit and require sign-off before proceed Breakpoint check and require sign-off 451797451967 before proceed *ARIA* Dose Limits Legacy/IGRT HAL40_SYSTEM_REL_04.00.0033 1270005 Halcyon Default Passed NA Risk 393950Control Measure Display breakpoint information 460136 Display breakpoint information 451967 Legacy/IGRT HAL40_SYSTEM_REL_04.00.0033 1270005 Halcyon Default NA when reach breakpoint
