sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
product family traceability documentation,0.8785229,0.409166962,D58685-Rev04-HAL4.0 Traceability Plan.pdf,D58685,4,4,1. Introduction 介绍 > 1.1 Purpose 目的,4,The purpose of this document is to document the justifications and decisions regarding the product traceability requirements for HAL4.0. 本文件的目的是记录与HAL4.0 的产品可追溯性要求有关的合理性说明和解释。
product family traceability documentation,0.43206343,0.380741447,D68686 HAL 4.0 Cybersecurity Summary Report Rev 03.pdf,D68686,3,32,3. Product Architecture > 3.3 Assets > 4.2.2 Traceability (Continued),16,"permission from Varian Medical Systems. Doc Number Rev. Date W hen last D68686 03 approver signed 16 of 16 Appendix A Software Bill of Material (BOM) For the applicable Bill of Materials (BOM) for the release, see attachment 4 HAL 4.0 Software Bill of Materials. Appendix B List of Accepted Security Bugs See attachment 2 HAL 4.0 Cybersecurity Risk Assessment - risk items with “Risk Management Strategy” column marked as “Accept”. Appendix C List of Unremediated 3rd Party Vulnerabilities See attachment 2 HAL 4.0 Cybersecurity Risk Assessment, risk items with Input field - “3rd- Party Component Analysis” and Remediation Decision field - “Accept”. Appendix D List of Separately Attached Files ID DOC# / Rev# Tile of the Document 1 CTB GE-309 / Rev M Varian Medical Anti-Virus Software Policy 2 D59765 / Rev 01 HAL 4.0 Cybersecurity Risk Assessment 3 D68683 / Rev 01 HAL 4.0 Cybersecurity Traceability Analysis 4 D59763 / Rev 01 HAL 4.0 Software Bill of Materials 5 D68681 / Rev 01 HAL 4.0 MDS2 Form"
product family traceability documentation,0.26798248,0.380980819,D30786 Halcyon 2.0 Regulatory Plan Rev 1.0.doc.pdf,D30786,1,108,8.3 Canada Marketing Clearance Strategy (Continued),55,"Summary Report for  IEC (See TrueBeam 60601-2-1Example) Regulatory Affairs DOR Product Compliance 5.2 Preclinical Studies – Subsection Introduction (See TrueBeam Regulatory AffairsDOR Example) 5.2.1 Physical and Mechanical Bench Tests Explanation page (See TrueBeam Example) Regulatory AffairsDOR 5.2.2(See TrueBeam Architecture Design ChartEngineeringDOR Example) (See TrueBeam Software version numberEngineeringDOR Example) Software Development Revision History (See TrueBeam EngineeringDOR Example) Unresolved Software Anomalies (See TrueBeam EngineeringDOR Example) Functional Requirements D18420 Halcyon v2.0 Product Requirements Product DIR Management Functional Requirements Halcyon Use Case documents (3): D10567, D11000, D12011 D22865 Halcyon 2.0 User Needs and Detailed Workflows Product DIR Management System Requirements LL020, System Requirements Specification (SyRS) EngineeringDOR Design Trace Traceability RecordsEngineeringDOR Matrix Risk Management Report LL018, Risk Management"
product family traceability documentation,0.25312182,0.367759436,D95424 HAL 4.0 MR2 (HAL Evolve) Maintenance Release Document Rev 04.pdf,D95424,4,86,5. Verification and Validation > 6.2 Traceability,39-40,"The trace matrix is updated with the changes in this release. Trace d Item ID Traced Item Short Descripti on Test ID Test Nam e Automati on Status Product Identifier/ Version Run ID Stat us Issue ID (Defect s) Design Descripti on ID 97767Software 8 Instructions for About box 18039 27 Halcy on Evolve about box Not Automated HAL40_SYSTEM_REL_04.0 0.2011 29836Passe 67d NANA HAL 4.0 MR2 (HAL Evolve) Maintenance Release Document This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date Last date of e- D95424 04 sign DND01F02 Rev 01 Page 40 of 42 conte nt"
product family traceability documentation,0.20963143,0.397188336,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,418,4 Supply voltage: (Continued),257,"Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1S Attachment - Software – IEC 62304:2006 — f) are traceable to SYSTEM requirements or another source Procedures used (Appendix A): The DND05G01 Requirements Management W ork Instruction Rev 05 specifies that requirements must be traceable to higher level requirements. DND05T02 Product Requirements Document (PRD) Rev 01 references DND05G01 Requirements Management W ork Instruction Rev 05. Requirements are verified and this activity is documented in DND0101 RACI for Design and Development Rev 02, and DND07F04 Test Readiness Reviews (TRRs) Rev 01 per DND01 Design and Development Procedure Rev 02. DND04T01 Design and Development Plan (DDP) Rev 02 references DND01 Design and Development Procedure Rev 02. DND0603 Design Trace Matrix Rev 01records traceability of requirements. Device records (Appendix B): D45739 HAL 4.0 Design and Development Plan Rev 06.docx D41377 HAL 4.0 Product Requirements Rev 3.0.doc"
product family traceability documentation,0.08166611,0.406118274,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,118,2. “Ethos Radiotherapy System ” > 9.5 China Marketing Clearance Strategy > 9.5.1 China documentation requirements (Continued),53,"A catalogue for the submitted application dossiers shall be provided, including all titles and subtitles of this chapter, catalogue serial number, catalogue title, applicable conditions, uploaded file name, and uploaded file page number, as well as the page number of all the contents in the catalogue. As to the applicability, whether the CR catalogue is applicable shall be indicated. DTR+200days China RA CH3.2 Risk Management R Risk Management Data of Products Product risk management information related to product changes. Risk management data of products is the data formed by recording the product risk management process and its review results. The following contents shall be provided and the traceability of the following processes for each hazard identified shall be explained. 1. Risk analysis: including identification of scope of application of medical device and safety-related characteristics, identification of hazards and estimation of risk of each hazardous situation."
product family traceability documentation,0.05300977,0.400267214,D65864 HAL 4.0 Early Validation Summary Report Rev 01.docx.pdf,D65864,1,17,3. Traceability,9,Refer to Appendix C: Validation Trace Matrix
product family traceability documentation,0.052230857,0.363027126,D68014 HAL 4.0 Validation Summary Report Rev 02.docx.pdf,D68014,2,121,35. HAL 4.0 Validation Scorecard - D65886 – Rev 02 (Continued),53,Traced Item ID Traced Item Traced Item ShortTest Suite AC ID AC Short Description Test ID Test Name DescriptionName Product Identifier/Issue ID Run ID Configuration Status Version(Defects) User 512053 Need Customer facing documentation provides clear & accurate information to complete the tasks at hand Halcyon AC3: Instructions for Use – 512058969269 IFU-PDF HAL40_SYSTEM_REL_04.00.0033 1273337Documentation - Treatment Provider section PDF NA Risk 907966 Control Measure Halcyon Training Provided to Users 1151683 IFU Training Information - Treater 969269 IFU-PDF HAL40_SYSTEM_REL_04.00.0033 1273337Documentation - PDF NA Risk 909283Control Measure Halcyon IFU Caution Check PatientUser Documentation - Patient 968342969269 IFU-PDF HAL40_SYSTEM_REL_04.00.0033 1273337Documentation - Immobilization Immobilization Check PDF NA Risk 393714 Control Measure Accompanying documentation shall provide instructions for cleaning equipment that patient/treater/service person can come into contact with
product family traceability documentation,0.04822634,0.35354656,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,489,4 Supply voltage: (Continued),315-316,System Design Description (SyDD) System Requirements Specification DND05T01 (SyRS) 03 Risk Management RSK01 Medical Device Risk Management 07 RSK0101T01 Risk Management Plan  09 RSK0101T02 Risk Management Report (RMR)  13 L3866 Design FMEA 02 Traceability and DND08 Verification Work Instruction 02 Page 315 of 365                     Report No. 104993953MIN-001 IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1S Appendix A Software - Mapping of required evidence and manufacturer documents Table of Referenced Procedures and Templates Procedure Topic ID Number Document Title Revision Testing DND09 Validation Work Instruction 02 DND07F04 Test Readiness Reviews (TRRs) 01 BTVeTSL_ENG03 Verification Test Specification and Log 03 DND08T02 01 Verification Summary Report DND09T02 02 Validation Summary Report DND0603 Design Trace Matrix 01 Review and Approval DND0101 RACI for Design and Development 02 L6242  Global Software Code Review Requirements 02
product family traceability documentation,0.046724956,0.351172537,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,386,4 Supply voltage: (Continued),229-230,"06.docx P Page 229 of 365                     Report No. 104993953MIN-001 IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1S Attachment - Software – IEC 62304:2006 — b) The MANUFACTURER included or referenced in the software development plan procedures for coordinating the software development and the design and development validation necessary to satisfy 4.1 Procedures used (Appendix A): DND09 Validation Work Instruction Rev 02 referenced in DND09T01 Validation Plan Rev 02 and DND08 Verification Work Instruction Rev 02 referenced in DND08T01 Verification Plan Rev 01 define all necessary Verification and Validation activities undertaken during the development of a product. V&V strategy and traceability are further described in DND0203 Risk Based Design & Development Instruction Rev 02, which is referenced in DND01 Design and Development Procedure Rev 02 DND04T01 Design and Development Plan (DDP) Rev 02 references the DND01 Design and Development Procedure"
